Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,Price,Sqm_price,log_sqm_price,Price_development,Owner_expense,Sqm_owner_expenses,Yearly_expenses,First_year_expenses,Sqm_yearly_expenses,log_sqm_yearly_exp,Energy_saving,Days_on_market,School_dist,Metro_dist,Jail_dist,Centrum_coor
"Amagerbrogade 297, st th",2300,Tårnby,55.64121915582925,12.61699769191638,0,2,58,0,1695000,29224,10.282745568475118,0.0,3095,53.362068965517246,94914.0,174914.0,1636.448275862069,7.400283486880215,3.0,22,1.323068404268328,1.4451605750042273,4.378059928675327,5.767127780317443
"Holmegårdsvej 1E, 1 TH",2920,Gentofte,55.76429100645032,12.57895667327669,1,4,78,0,3250000,41666,10.637440727488329,0.0,2903,37.217948717948715,145176.0,305176.0,1861.2307692307693,7.528993251765268,2.0,22,0.48164314097132194,9.03683361079758,8.219137831338793,8.95927296391823
"Store Strandstræde 18D, 3 MF",1255,København,55.68114921735845,12.58925508868375,3,2,84,0,5400000,64285,11.07108160151835,-8.5,2432,28.952380952380953,212244.0,482244.0,2526.714285714286,7.8346750363794815,4.0,22,1.2239292979196212,0.29056775356351305,1.0776775642625378,1.5153460676048718
"Gerdasgade 10, 1",2500,København,55.65756100062571,12.518321863312051,1,2,76,0,2998000,39447,10.582713277755026,0.0,2684,35.31578947368421,133833.6,283833.6,1760.9684210526316,7.473619175940549,4.0,22,0.761625104660152,2.7219385514661814,1.3552197892923443,4.20539197356088
"Herninggade 23, 3 th",2100,København,55.70828988457951,12.58790776572028,3,2,59,0,2795000,47372,10.765786615841384,0.0,2291,38.83050847457627,122556.0,257556.0,2077.2203389830506,7.63878590346038,3.0,22,0.701164692511806,2.9674970199444792,2.491430991329032,3.025320907579488
"Rundholtsvej 28, 10 3",2300,Tårnby,55.65355746287244,12.56446280568451,1,4,148,0,9195000,62128,11.036952051971447,0.0,5958,40.25675675675676,383520.0,838520.0,2591.351351351351,7.859934775904096,7.0,22,2.270013025967323,1.6150791396318365,1.9368434503771659,3.4088318813754244
"Bjelkes Allé 12, 1 4",2200,Frederiksberg,55.692768726518956,12.54528569133733,1,1,54,0,2295000,42500,10.657259354912508,0.0,2051,37.981481481481474,102726.0,212726.0,1902.333333333333,7.550836481868599,3.0,22,1.0694804876936779,1.3124243943187537,1.1092605637717516,1.6050526010546073
"Rosenvængets Hovedvej 34, st TV",2100,København,55.70133822549856,12.58671278083216,0,2,70,0,3195000,45642,10.728583624225356,0.0,3975,56.78571428571429,156324.0,311324.0,2233.2,7.711190813436207,3.0,22,0.3503884286956778,2.222433689241707,1.8977728832749616,2.3218007708348383
"Silkeborggade 47, st th",2100,København,55.70763349420785,12.584216572796311,0,2,69,0,3200000,46376,10.744537363019571,0.0,3050,44.20289855072464,145080.0,305080.0,2102.608695652174,7.6509340887995805,4.0,22,0.538740018420443,2.8265108151178917,2.2910482470981215,2.858821646473441
"Ågade 98, 2 th",2200,Frederiksberg,55.68704787684404,12.543494107439,2,4,88,0,3598000,40886,10.618542985144952,0.0,3423,38.89772727272727,163041.6,343041.6,1852.7454545454543,7.524423847472883,3.0,22,0.9530477669137568,0.8396464312062443,1.2847667395902376,1.4370245391403182
"Digevej 38, st tv",2300,Tårnby,55.647654113900316,12.58712522299022,0,3,87,0,3495000,40172,10.60092551451323,0.0,3256,37.425287356321846,157866.0,327866.0,1814.551724137931,7.503593732247349,4.0,22,2.8447474981184317,0.2684795966482928,2.7961081782873562,4.281593289546316
"Vangede Bygade 62, 1 TH",2820,Gladsaxe,55.750477956532066,12.517746363681947,1,2,52,0,1650000,31730,10.365017884577242,0.0,2062,39.653846153846146,80844.0,160844.0,1554.6923076923074,7.349032932167232,2.0,22,1.9013615017459011,7.231374561778851,7.193932551834819,7.97588594933661
"Rundholtsvej 28, 10 3",2300,Tårnby,55.65355746287244,12.56446280568451,1,4,148,0,9195000,62128,11.036952051971447,0.0,5958,40.25675675675676,383520.0,838520.0,2591.351351351351,7.859934775904096,7.0,22,2.270013025967323,1.6150791396318365,1.9368434503771659,3.4088318813754244
"Eskildsgade 64, 2",1657,København,55.66909796932762,12.556936007312789,2,3,95,0,4845000,51000,10.839580911706461,-3.0,3222,33.915789473684214,203058.0,443058.0,2137.452631578947,7.667370039900543,3.0,22,0.5139199503079602,1.4399907182826943,0.9936179380870368,1.767183246886555
"Onsgårdsvej 35, 2",2900,Gentofte,55.733014550200345,12.58091946346471,2,5,225,0,14995000,66644,11.10712029904896,0.0,9190,40.844444444444434,618924.0,1363924.0,2750.773333333333,7.919637363249111,3.0,23,1.0834486540449884,5.57273531856637,4.811770687070574,5.521415586188983
"Roskildevej 53, 5",2000,Frederiksberg,55.67197691703263,12.51196408062864,5,2,65,0,2498000,38430,10.556593683558887,0.0,2194,33.753846153846155,111003.6,236003.6,1707.7476923076927,7.442930642305346,3.0,23,1.5692553702099747,1.3137469245109876,1.952496652392422,3.6465284747578512
"Rebæk Søpark 15, 2 mf",2650,Hvidovre,55.661763341820205,12.45657038682699,2,2,70,23608,1775000,25357,10.140810105023608,0.0,3014,43.05714285714286,96588.0,181588.0,1379.8285714285714,7.229714546832375,4.0,23,0.9884063022985273,3.576731220190676,5.127337293715791,7.3090743118444
"Rebekkavej 14, 2 TV",2900,Gentofte,55.72946253964221,12.563942772964921,2,3,71,0,3495000,49225,10.804156903507328,0.0,4129,58.15492957746479,168342.0,338342.0,2371.0140845070428,7.771073026371273,3.0,23,0.9383837028238663,5.172205425423482,4.278150035005943,5.044435111106178
"Lergravsvej 54, st TV",2300,Tårnby,55.66365532493839,12.62608449834291,0,4,107,0,4495000,42009,10.645639160023887,0.0,4416,41.27102803738317,205686.0,425686.0,1922.2990654205605,7.561277178580974,3.0,23,1.8192917926988468,0.27078766552376365,3.4944544046268304,4.429242124562514
"Enghave Plads 13, 1 TH",1670,København,55.66679641522943,12.545750152721268,1,4,100,0,4995000,49950,10.8187777840767,0.0,3078,30.78,206580.0,451580.0,2065.8,7.633272839572532,2.0,23,1.009466649845675,1.7405497113549597,0.6846231896199027,2.307686626844595
"Richard Mortensens Vej 77, 6 4",2300,Tårnby,55.61717597898205,12.570976243977608,6,3,97,0,3398000,35030,10.463960116191533,0.0,3726,38.41237113402062,159897.6,329897.6,1648.4288659793815,7.407577910825157,5.0,23,0.7637099159448701,0.38759825752111454,5.452304754823623,7.465601432298458
"Søvang Alle 13, 1 TV",2770,Tårnby,55.63740160891304,12.646595496036971,1,2,54,0,1795000,33240,10.411509248969383,-2.7,2938,54.407407407407405,96420.0,181420.0,1785.5555555555554,7.487484881395339,2.0,23,0.5797502860626464,0.17510448218798386,6.014049859279965,7.27940099555325
"Richard Mortensens Vej 77, 7 2",2300,Tårnby,55.61717597898205,12.570976243977608,7,2,97,0,4000000,41237,10.627091190577,0.0,3726,38.41237113402062,180312.0,380312.0,1858.8865979381446,7.527732984213723,5.0,23,0.7637099159448701,0.38759825752111454,5.452304754823623,7.465601432298458
"Åfløjen 4, st th",2700,København,55.71517673982728,12.46086100274627,0,4,87,0,2670000,30689,10.331659563179363,0.0,2876,33.05747126436781,125256.0,255256.0,1439.7241379310346,7.272206803336775,3.0,23,1.4447863026443426,3.6390219826625936,6.941121714315999,7.444856954791749
"Tagensvej 47, 5 39",2200,Frederiksberg,55.69994385273386,12.552750539633891,5,2,43,0,1898000,44139,10.695099024366057,0.0,1845,42.906976744186046,86475.6,181475.6,2011.0604651162794,7.606417456509246,3.0,23,0.488339855717278,2.014010506678449,1.1704580324995753,1.9379142354931989
"Danas Plads 15, 4 tv",1915,Frederiksberg,55.678533142878855,12.55311470668241,4,3,95,0,4895000,51526,10.849841813624668,0.0,3404,35.83157894736842,207102.0,447102.0,2180.021052631579,7.6870898129069545,3.0,23,0.48048104387711593,0.3699737224333042,1.3015896547061225,1.013163400940591
"Thoravej 14, 1 3",2400,København,55.705443534430465,12.529188765326948,1,5,199,0,5745000,28869,10.27052363402451,0.0,6315,31.733668341708547,270684.0,555684.0,1360.2211055276382,7.2154025431096445,4.0,23,0.7737745402952039,2.6212067047834813,2.6455732239022676,3.30179372070825
"Rådmandsgade 44, 1 TH",2200,Frederiksberg,55.70034212811074,12.552038372815561,1,2,55,0,2495000,45363,10.72245207378078,0.0,2291,41.654545454545456,112386.0,232386.0,2043.3818181818185,7.622361468291477,3.0,23,0.43990306289836106,2.0594184107421625,1.2319151875005168,1.9971403583247107
"Ved Bommen 28, 2 20",2820,Gladsaxe,55.74998988563561,12.51908935950031,2,2,71,0,2195000,30915,10.33899678199267,0.0,2920,41.12676056338028,109764.0,214764.0,1545.9718309859156,7.343408008403048,1.0,23,1.8023784599017145,7.198706962963722,7.111067705347432,7.89386662194493
"Lyneborggade 2, 4 TH",2300,Tårnby,55.66544992084047,12.60914919051172,4,3,76,0,2795000,36776,10.512600737486064,0.0,3238,42.60526315789474,133920.0,268920.0,1762.1052631578948,7.474264545436971,3.0,23,2.2634514810891178,0.4261235190220356,2.4130811167381894,3.434077050842792
"Langelandsvej 20B, 1 tv",2000,Frederiksberg,55.68478893325704,12.5301591560033,1,4,83,0,4295000,51746,10.854102413454237,0.0,3477,41.89156626506024,187638.0,397638.0,2260.6987951807228,7.723429245880827,3.0,23,0.22014093725458234,0.46105861989583763,2.1593839853521923,2.2406350070843746
"Skodsborg Strandvej 225B, st TV",2942,Rudersdal,55.828251768472796,12.57390812924165,0,3,244,0,11995000,49159,10.80281522173182,0.0,10090,41.35245901639344,528024.0,1123024.0,2164.032786885246,7.679728790907625,4.0,23,2.9547608508702,16.147630800321252,15.292681363389867,16.050257661284043
"Østerbrogade 200, 2 th",2100,København,55.71168670061459,12.57781917473419,2,3,74,0,3395000,45878,10.733740978314072,0.0,3130,42.2972972972973,152964.0,317964.0,2067.0810810810813,7.633892785366751,4.0,23,1.0047881947953172,3.1910531678518153,2.488122502565775,3.156398509874317
"Bredegrund 13, 5 th",2300,Tårnby,55.658806162388466,12.61429493115623,5,4,105,0,4495000,42809,10.664503639837903,0.0,3519,33.51428571428571,194922.0,414922.0,1856.4,7.526394407367022,4.0,23,1.757855306301484,0.4186457322919073,2.991080618929777,4.158909213871482
"Sundkaj 69, st TV",2150,København,55.709869282834816,12.59722620974683,0,3,106,1967,5495000,51839,10.855898040716644,0.0,4504,42.49056603773585,240642.0,510642.0,2270.2075471698113,7.727626536767219,9.0,23,1.2301560860202234,3.368036349755859,3.0194172106491393,3.4789428859669767
"Richard Mortensens Vej 77, 7 2",2300,Tårnby,55.61717597898205,12.570976243977608,7,2,97,0,4000000,41237,10.627091190577,0.0,3726,38.41237113402062,180312.0,380312.0,1858.8865979381446,7.527732984213723,5.0,23,0.7637099159448701,0.38759825752111454,5.452304754823623,7.465601432298458
"Strandlodsvej 25M, 7 TV",2300,Tårnby,55.665763638415896,12.62381387153238,7,5,170,0,8995000,52911,10.876366535738478,0.0,7152,42.07058823529412,391068.0,836068.0,2300.4,7.740838299839599,8.0,23,2.0871546768660707,0.5435445333217839,3.304147516877035,4.18766631001085
"Rådmandsgade 44, 1 TH",2200,Frederiksberg,55.70034212811074,12.552038372815561,1,2,55,0,2495000,45363,10.72245207378078,0.0,2291,41.654545454545456,112386.0,232386.0,2043.3818181818185,7.622361468291477,3.0,23,0.43990306289836106,2.0594184107421625,1.2319151875005168,1.9971403583247107
"Onsgårdsvej 35, 2",2900,Gentofte,55.733014550200345,12.58091946346471,2,5,225,0,14995000,66644,11.10712029904896,0.0,9190,40.844444444444434,618924.0,1363924.0,2750.773333333333,7.919637363249111,3.0,23,1.0834486540449884,5.57273531856637,4.811770687070574,5.521415586188983
"Vesterbrogade 188, 3 TV",1800,Frederiksberg,55.67068760894917,12.5346154682514,3,3,103,0,5225000,50728,10.834233305379868,0.0,4590,44.56310679611651,232290.0,492290.0,2255.242718446602,7.7210128818192425,5.0,23,0.9751393488656881,1.1782615705625208,0.9404573849142385,2.4682046836012264
"Sankt Kjelds Plads 6, 4 th",2100,København,55.71079462560404,12.56584045143084,4,2,57,3091,2695000,47280,10.76384265207998,0.0,3466,60.807017543859644,133266.0,263266.0,2338.0,7.7570511420320125,3.0,23,0.7743187535049891,3.0930401921198363,2.2080480353257643,2.964714747468703
"Sorrentovej 20, st TH",2300,Tårnby,55.65797804025911,12.623157309940009,0,3,66,0,2795000,42348,10.653676473463273,0.0,2683,40.65151515151515,127260.0,262260.0,1928.1818181818185,7.564332774760357,2.0,23,1.3233537929660983,0.5614965420376824,3.5321098818839958,4.641385122220918
"Richard Mortensens Vej 2, st tv",2300,Tårnby,55.62424286461462,12.572541210644697,0,3,76,0,2850000,37500,10.532096211958503,-4.8,2801,36.85526315789474,130392.0,270392.0,1715.6842105263156,7.447567236613137,4.0,23,0.16276042477016114,0.5651879362286927,4.778095927285747,6.685221521576437
"Søvang Alle 13, 1 TV",2770,Tårnby,55.63740160891304,12.646595496036971,1,2,54,0,1795000,33240,10.411509248969383,-2.7,2938,54.407407407407405,96420.0,181420.0,1785.5555555555554,7.487484881395339,2.0,23,0.5797502860626464,0.17510448218798386,6.014049859279965,7.27940099555325
"Bremensgade 39, 3 th",2300,Tårnby,55.66564789565933,12.61677163853391,3,2,62,0,2595000,41854,10.641942650800617,0.0,2465,39.75806451612903,117864.0,242864.0,1901.032258064516,7.550152311342098,4.0,23,2.261300812427316,0.37252143004251176,2.872835814295405,3.8143829807767062
"Kastrupvej 69, 5 TH",2300,Tårnby,55.65392116723899,12.61925156194154,5,2,47,0,1795000,38191,10.550355164741893,0.0,1734,36.893617021276604,81972.0,166972.0,1744.085106382979,7.463985402809792,3.0,23,1.174223135106786,0.8124631253658189,3.536527174482079,4.760979535956838
"Holmbladsgade 70A, 4 MF",2300,Tårnby,55.66569165492736,12.611016837866789,4,3,77,0,2650000,34415,10.446247794832463,0.0,3776,49.03896103896104,135312.0,265312.0,1757.2987012987012,7.47153308016832,3.0,23,2.3638016046605808,0.5218968171104227,2.519590630763701,3.5123610036339747
"Bredegrund 13, 5 th",2300,Tårnby,55.658806162388466,12.61429493115623,5,4,105,0,4495000,42809,10.664503639837903,0.0,3519,33.51428571428571,194922.0,414922.0,1856.4,7.526394407367022,4.0,23,1.757855306301484,0.4186457322919073,2.991080618929777,4.158909213871482
"Rødovrevej 173, st tv",2610,Rødovre,55.68519546245982,12.46419381718428,0,3,85,0,2298000,27035,10.204887601816106,0.0,2975,35.0,113595.6,228595.6,1336.4188235294118,7.1977487956343875,3.0,23,1.0436855510603285,1.7065550206681235,5.290215716818302,6.389784754902066
"Rebæk Søpark 15, 2 mf",2650,Hvidovre,55.661763341820205,12.45657038682699,2,2,70,23608,1775000,25357,10.140810105023608,0.0,3014,43.05714285714286,96588.0,181588.0,1379.8285714285714,7.229714546832375,4.0,23,0.9884063022985273,3.576731220190676,5.127337293715791,7.3090743118444
"C.F. Richs Vej 116, st th",2000,Frederiksberg,55.687543099463326,12.504670301304099,0,3,65,0,2450000,37692,10.537203149326649,0.0,3360,51.69230769230769,123540.0,243540.0,1900.6153846153845,7.549932999354253,3.0,23,1.1033340121992985,0.4125886736007375,3.4930674401179984,3.861028170959191
"Dalstrøget 63, 1 th",2870,Gentofte,55.73574212255155,12.51927194586169,1,2,59,0,1875000,31779,10.366560973264606,0.0,2966,50.271186440677965,99402.0,189402.0,1684.7796610169491,7.429390069260872,3.0,23,1.8649164437915569,5.677547952556349,5.674708194441482,6.4431864048936855
"Åfløjen 50, 1 th",2700,København,55.715324226352244,12.458819391445811,1,3,87,0,2495000,28678,10.263885557274984,0.0,3104,35.678160919540225,122142.0,242142.0,1403.9310344827584,7.247031462640518,3.0,23,1.5266136943589272,3.721392292246552,7.065901091870531,7.566323675589986
"Lergravsvej 54, st TV",2300,Tårnby,55.66365532493839,12.62608449834291,0,4,107,0,4495000,42009,10.645639160023887,0.0,4416,41.27102803738317,205686.0,425686.0,1922.2990654205605,7.561277178580974,3.0,23,1.8192917926988468,0.27078766552376365,3.4944544046268304,4.429242124562514
"Tagensvej 47, 5 39",2200,Frederiksberg,55.69994385273386,12.552750539633891,5,2,43,0,1898000,44139,10.695099024366057,0.0,1845,42.906976744186046,86475.6,181475.6,2011.0604651162794,7.606417456509246,3.0,23,0.488339855717278,2.014010506678449,1.1704580324995753,1.9379142354931989
"Blankavej 14, st",2500,København,55.66757170614645,12.510057756033618,0,2,67,0,2298000,34298,10.442842322416093,0.0,2985,44.55223880597014,113715.6,228715.6,1697.24776119403,7.436763254102394,3.0,24,1.0643793433884257,1.8027216172345435,1.84990609184041,3.9618806757468277
"Horsekildevej 28, st th",2500,København,55.667943166215345,12.509645603735368,0,4,121,0,3699000,30570,10.32777441488488,0.0,4050,33.47107438016529,173992.8,358992.8,1437.9570247933884,7.270978652433432,3.0,24,1.0994464268437418,1.773542629719249,1.8875536322097979,3.965816414948567
"Sundholmsvej 27, st TV",2300,Tårnby,55.66219240990171,12.59607580195073,0,4,137,0,3795000,27700,10.22918769217543,0.0,5441,39.715328467153284,194256.0,379256.0,1417.92700729927,7.2569512299556305,3.0,24,1.7530272089203376,0.474867777730069,1.8118930289785278,3.102008225929782
"Lyøvej 14, 3 TH",2000,Frederiksberg,55.68252955756646,12.525244640264841,3,3,96,0,4695000,48906,10.79765536732251,0.0,4703,48.98958333333334,215910.0,445910.0,2249.0625,7.718268741702121,4.0,24,0.3211592954927102,0.12695190872077838,2.3744394275126117,2.555264506357717
"Robert Jacobsens Vej 1A, 8 tv",2300,Tårnby,55.62388136090267,12.57568652282355,8,3,82,0,3395000,41402,10.631084467825296,0.0,3137,38.25609756097561,153048.0,318048.0,1866.4390243902442,7.531787629398964,9.0,24,0.35917726783362824,0.4910561136836633,4.906563626412582,6.740844010815585
"Nordre Fasanvej 186A, st tv",2000,Frederiksberg,55.69608297091465,12.53544477910568,0,4,108,0,3495000,32361,10.384709273043539,0.0,3490,32.314814814814824,160674.0,330674.0,1487.7222222222224,7.305001519352317,2.0,24,0.4059890795308162,1.6522454253998733,1.8009314894177317,2.3229891269311373
"Göteborg Plads 4, 4 th",2150,København,55.706833341145476,12.59772726807116,4,2,70,0,4395000,62785,11.047471470423064,0.0,2875,41.07142857142857,183804.0,398804.0,2625.771428571429,7.873130009403195,8.0,24,1.0815141850143928,3.090960677728515,2.8200255683579427,3.2262513584367443
"Vestbanevej 11, 3 tv",2500,København,55.664725025053855,12.520906018947501,3,2,64,0,2495000,38984,10.570906584523344,0.0,2895,45.234375,119634.0,239634.0,1869.28125,7.533309277675282,3.0,24,1.168846338184958,1.9113884153448073,1.1066851026981397,3.5567518898395902
"Borups Allé 235A, 2 TH",2400,København,55.70014784801332,12.52041568805754,2,1,46,0,1598000,34739,10.455618254118846,0.0,2686,58.39130434782609,86397.6,166397.6,1878.2086956521741,7.538073780139466,3.0,24,0.6697208897859186,1.8838040933425064,2.843106677030664,3.361426983509569
"Drejøgade 35, 1 12",2100,København,55.7119852924756,12.570966032309439,1,2,66,0,2295000,34772,10.456567744198956,-8.0,2874,43.54545454545455,112602.0,222602.0,1706.090909090909,7.441960014492903,3.0,24,1.0921470393465817,3.2027911226241215,2.3893244217544587,3.1144982379627666
Dronningens Tværgade 36,1302,København,55.68465032645778,12.58545392084285,0,2,81,5206,4100000,50617,10.832042767230263,0.0,2575,31.790123456790123,169890.0,374890.0,2097.4074074074074,7.6484572931035215,4.0,24,0.8444014804269293,0.5673658507972034,1.1174416814290553,1.2396606530490326
"Sundholmsvej 27, st TV",2300,Tårnby,55.66219240990171,12.59607580195073,0,4,137,0,3795000,27700,10.22918769217543,0.0,5441,39.715328467153284,194256.0,379256.0,1417.92700729927,7.2569512299556305,3.0,24,1.7530272089203376,0.474867777730069,1.8118930289785278,3.102008225929782
"Horsekildevej 28, st th",2500,København,55.667943166215345,12.509645603735368,0,4,121,0,3699000,30570,10.32777441488488,0.0,4050,33.47107438016529,173992.8,358992.8,1437.9570247933884,7.270978652433432,3.0,24,1.0994464268437418,1.773542629719249,1.8875536322097979,3.965816414948567
"Banebrinken 99, 2 77",2400,København,55.72242068265975,12.53945174864918,2,1,47,0,1700000,36170,10.495985324946146,0.0,2425,51.59574468085106,86730.0,171730.0,1845.3191489361704,7.520407521968442,3.0,24,1.2130528037463482,4.594885541302821,3.785745176699499,4.569098651443422
"Jagtvej 215B, 10 4",2100,København,55.70919796799257,12.57435850803479,1,3,86,0,3995000,46453,10.746196327732315,0.0,4065,47.26744186046512,184524.0,379524.0,2145.6279069767443,7.671187519050187,4.0,24,0.8417892549465636,2.8961905053765062,2.150917614237718,2.8388567928526256
"Bramslykkevej 4, st tv",2500,København,55.671954805606276,12.491644716940892,0,2,61,0,1995000,32704,10.395252673563377,0.0,3499,57.360655737704924,109932.0,204932.0,1802.1639344262296,7.496743407629897,3.0,24,1.1658601959787305,1.594086596736623,3.1042989229518625,4.857051898176223
"Reberbanegade 25, 2 th",2300,Tårnby,55.66254822059136,12.606002646655268,2,2,50,0,2095000,41900,10.643041105910227,0.0,2742,54.84,104238.0,204238.0,2084.76,7.642409019693807,2.0,24,2.2297585832874223,0.2187871122725867,2.338559201931728,3.4932182963210754
"Nyhavn 31E, 3 4",1051,København,55.680233068825,12.59014185068613,3,3,101,0,5995000,59356,10.991308490126016,0.0,3549,35.13861386138614,246132.0,541132.0,2436.950495049505,7.798502739528644,4.0,24,1.219069992276717,0.29564345867908265,1.0924643158070635,1.594745855817713
"Herlev Hovedgade 93A, st TH",2730,Herlev,55.72149982265853,12.44448709892164,0,3,67,0,1995000,29776,10.301457978882032,0.0,2397,35.776119402985074,96708.0,191708.0,1443.4029850746272,7.274758788721544,3.0,24,2.0315951614185357,4.803915829142435,8.16610919519246,8.684145672236943
"Absalonsgade 43, 5 TV",1658,København,55.668564963612674,12.556092138065699,5,3,77,0,3995000,51883,10.856746462510273,0.0,3600,46.753246753246756,178944.0,373944.0,2323.948051948052,7.751022764859688,4.0,24,0.5786995328397674,1.4910999466822163,1.060725877025328,1.840479674827007
"Backersvej 80, 2 TV",2300,Tårnby,55.653869667896096,12.623429463474109,2,2,61,0,2295000,37622,10.535344264652966,0.0,2372,38.885245901639344,106578.0,216578.0,1747.1803278688526,7.465758526254629,2.0,24,0.9626200215620864,0.5704939029488951,3.7622564738326223,4.954224677482603
"Venøgade 20, st tv",2100,København,55.712379181708314,12.56391443857743,0,4,101,0,4595000,45495,10.725357708790789,0.0,4581,45.356435643564346,211056.0,436056.0,2089.6633663366338,7.644758263247442,5.0,24,0.8612590034904202,3.284449938160529,2.3766953977712557,3.143282524702002
"Skjoldagervej 74, 1 TV",2820,Gladsaxe,55.76102222348867,12.52880689342244,1,2,63,4366,2195000,34841,10.45855013319517,0.0,2447,38.84126984126985,104088.0,209088.0,1652.1904761904761,7.409857247791778,2.0,24,2.042561860108656,8.543975892902544,8.076269416673583,8.866448653062037
"Rebekkavej 33, 2 TV",2900,Gentofte,55.73128810230363,12.563934009614,2,3,71,0,3295000,46408,10.745227137145902,0.0,3216,45.29577464788731,150606.0,310606.0,2121.211267605634,7.659742557150447,2.0,24,0.8877142452308447,5.374598237612994,4.481358054951751,5.2476492830345505
"Strandvejen 423, 1 tv",2930,Lyngby-Taarbæk,55.77617299144011,12.59083128034586,1,4,111,0,6295000,56711,10.945723474426927,0.0,10005,90.13513513513512,333774.0,643774.0,3006.972972972973,8.008689194911213,4.0,24,1.2322955530094828,10.41711316723543,9.64183828276488,10.364107131102026
"Marstalsgade 44, 3 TH",2100,København,55.704014932417486,12.590190789076788,3,3,72,0,3595000,49930,10.818377303494657,0.0,2816,39.111111111111114,155976.0,330976.0,2166.333333333333,7.6807913092262385,3.0,24,0.5313607934592499,2.5857779359106856,2.254488413385418,2.691293743521759
"P.D. Løvs Allé 9B, 4 th",2200,Frederiksberg,55.697688947104616,12.550507866897302,4,2,53,0,2595000,48962,10.798799766025086,0.0,2032,38.339622641509436,112668.0,237668.0,2125.811320754717,7.661908806494425,3.0,24,0.7383889742412729,1.7707485980866335,1.0635387242152958,1.7853074297463192
"Grundtvigsvej 4, st tv",1864,Frederiksberg,55.67803474362301,12.541437069996089,0,2,66,0,2998000,45424,10.723795878712751,0.0,2440,36.96969696969697,130905.6,280905.6,1983.4181818181821,7.59257698970516,0.0,24,0.4360909378570229,0.5896593504707163,1.746787041737786,1.6756692081603952
"Rebekkavej 59, 1 TH",2900,Gentofte,55.732706613022835,12.564318372982239,1,4,100,0,5295000,52950,10.877103351029554,0.0,4981,49.81,239586.0,499586.0,2395.86,7.781497526810336,3.0,24,0.728782272516347,5.529741470777975,4.639746808756614,5.405084774467716
"Hamletsgade 17, 2 TH",2200,Frederiksberg,55.701100973255635,12.544767054579141,2,2,57,0,2295000,40263,10.603188212065916,0.0,2455,43.07017543859649,107574.0,217574.0,1887.2631578947367,7.542882993988933,3.0,24,0.5609757215476946,2.206957729211741,1.5872583555704327,2.30185142493087
"Rebekkavej 59, 1 TH",2900,Gentofte,55.732706613022835,12.564318372982239,1,4,100,0,5295000,52950,10.877103351029554,0.0,4981,49.81,239586.0,499586.0,2395.86,7.781497526810336,3.0,24,0.728782272516347,5.529741470777975,4.639746808756614,5.405084774467716
"Vestbanevej 11, 3 tv",2500,København,55.664725025053855,12.520906018947501,3,2,64,0,2495000,38984,10.570906584523344,0.0,2895,45.234375,119634.0,239634.0,1869.28125,7.533309277675282,3.0,24,1.168846338184958,1.9113884153448073,1.1066851026981397,3.5567518898395902
"Strandvejen 110B, 4 th",2900,Gentofte,55.73393825787436,12.575761191253841,4,3,79,0,4695000,59430,10.992554428360707,0.0,3461,43.81012658227848,201006.0,431006.0,2544.3797468354433,7.841642184874935,3.0,24,0.7743116882202298,5.651758795064196,4.846198240198609,5.576966624856309
"Borups Allé 235A, 2 TH",2400,København,55.70014784801332,12.52041568805754,2,1,46,0,1598000,34739,10.455618254118846,0.0,2686,58.39130434782609,86397.6,166397.6,1878.2086956521741,7.538073780139466,3.0,24,0.6697208897859186,1.8838040933425064,2.843106677030664,3.361426983509569
"Reberbanegade 25, 2 th",2300,Tårnby,55.66254822059136,12.606002646655268,2,2,50,0,2095000,41900,10.643041105910227,0.0,2742,54.84,104238.0,204238.0,2084.76,7.642409019693807,2.0,24,2.2297585832874223,0.2187871122725867,2.338559201931728,3.4932182963210754
"H.C. Ørsteds Vej 31, 4 tv",1879,Frederiksberg,55.67971084186993,12.54784276502896,4,4,104,0,5495000,52836,10.874948055543754,0.0,3897,37.471153846153854,233358.0,503358.0,2243.826923076923,7.7159381349144125,2.0,24,0.43440379720549993,0.4118213253890522,1.568589796648776,1.2316407203459574
"Tagensvej 96, 3 th",2200,Frederiksberg,55.70293868171727,12.548691461220569,3,4,86,486,3495000,40639,10.61248347565041,0.0,3485,40.52325581395349,160614.0,330614.0,1867.6046511627908,7.532411953542807,3.0,24,0.24046432123379263,2.3641477403382063,1.5890441608316186,2.3496850727153666
"Caprivej 6, 2 th",2300,Tårnby,55.660696681519816,12.62153179541748,2,2,52,0,1950000,37500,10.532096211958503,0.0,2600,50.0,97470.0,192470.0,1874.4230769230771,7.536056198749828,3.0,24,1.6342270256385913,0.3502937081347767,3.320035320637999,4.374918575603955
"Banebrinken 99, 2 77",2400,København,55.72242068265975,12.53945174864918,2,1,47,0,1700000,36170,10.495985324946146,0.0,2425,51.59574468085106,86730.0,171730.0,1845.3191489361704,7.520407521968442,3.0,24,1.2130528037463482,4.594885541302821,3.785745176699499,4.569098651443422
"Engvej 52, st th",2791,Tårnby,55.586210958897546,12.66102069200624,0,3,87,0,3695000,42471,10.656576769062607,0.0,4344,49.93103448275862,177702.0,357702.0,2042.551724137931,7.621955150348853,4.0,24,1.7945683570007105,4.986076254412974,11.002532630494443,12.447006201416219
