,Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Price_development,Energy_saving,Days_on_market,School_dist,Metro_dist,Jail_dist,Centrum_coor
1867,"Tværbommen 39, 2 TV",2820,Gladsaxe,55.75143302365386,12.520813710608358,2,3,68,0,10.460986816499789,34926,2375000,3032,0.0,2.0,64,1.7762523060918778,7.3812930913183346,7.219430554228429,8.00435152986742
1868,"Skanderborggade 5, 1 TV",2100,København,55.70529105650936,12.584065589528961,1,4,93,0,10.969111665377257,58053,5399000,5016,-1.7,4.0,64,0.2910051305005998,2.57390309523639,2.080380263221988,2.618435456453532
1869,"Rantzausgade 11, 6",2200,Frederiksberg,55.68563241256497,12.55170598931516,6,1,41,0,10.602691354678603,40243,1650000,1092,-10.8,3.0,64,0.8200513317890735,0.4304983943105787,0.9151387245185442,0.8991957066745886
1870,"Istedgade 71, 4 TH",1650,København,55.66873951742773,12.552242036915569,4,2,54,0,11.018924181594539,61018,3295000,2655,0.0,4.0,64,0.643237724159146,1.4615172694255751,1.1349289377165628,1.9166852507906222
1871,"P. Knudsens Gade 10, 2 th",2450,København,55.65324173145136,12.537494500963769,2,2,61,0,10.395252673563377,32704,1995000,2344,0.0,3.0,64,0.9963979522002168,3.1276921798493746,1.0273198399613528,3.87539371969275
1872,"Saven B 2, 1 3",2630,Høje-Taastrup,55.65151387568903,12.27916391545358,1,4,116,0,9.825039406206988,18491,2145000,3687,0.0,4.0,64,1.5047083526867666,13.916480476491733,16.339665686188987,18.39758610719675
1873,"Elmelyparken 6A, 2 TV",2680,Solrød,55.53461377867694,12.21036731143461,2,2,69,12293,10.141007269794843,25362,1750000,2532,0.0,4.0,64,0.7150803854286117,24.533147378541923,25.084774134524668,27.90827583695299
1874,"Buddingevej 250, st 8",2860,Gladsaxe,55.749073368545034,12.49452027760123,0,2,39,0,10.433350805179256,33974,1325000,2013,0.0,3.0,64,1.3771534233254903,6.881393930946229,7.7509533881618955,8.501274391163703
1875,"Pilegårdsvej 38, 2 tv",2860,Gladsaxe,55.719442360986356,12.46391476778128,2,2,55,0,10.308952660644293,30000,1650000,2509,-4.3,3.0,64,0.9914638911569094,3.965294788158791,6.966489746193285,7.512013570098368
1876,"Langøgade 17, 3 tv",2100,København,55.70881186325869,12.568781075043551,3,2,67,0,10.758200708677464,47014,3150000,3089,-3.1,4.0,64,0.7707694691210043,2.8555785051981166,2.015323678800307,2.750506736712798
1877,"Ulrikkenborg Plads 10B, 1 TH",2800,Rudersdal,55.767932047456405,12.50164778351868,1,3,80,0,10.595058491479703,39937,3195000,3382,0.0,3.0,64,0.33305402410069795,9.002220444402935,9.379484495773944,10.159157651087169
1878,"Kompagnistræde 19, 1",1208,København,55.67710677388773,12.57558133465244,1,5,156,0,10.59823345445977,40064,6250000,8627,0.0,5.0,64,0.4649538086603251,0.6865744673878057,0.12107948934296044,0.999562960235466
1879,"Fuglebakkevej 92, 6 Lejl. 5",2000,Frederiksberg,55.69520094298936,12.53141694052482,6,2,62,1995,10.519105530586836,37016,2295000,2630,-4.2,4.0,64,0.3751720829477894,1.5601153284320517,2.0184115333638637,2.4850888973604284
1880,"Vingårds Alle 59, 3 th",2900,Gentofte,55.74144395494739,12.57584265903171,3,2,78,0,10.9162514240782,55064,4295000,3916,0.0,3.0,65,0.5973730597832524,6.4869326986729705,5.672216724925908,6.4084967870249265
1881,"Marstalsgade 6, st tv",2100,København,55.70347337471864,12.58472704786928,0,3,88,0,10.645948569648997,42022,3698000,3985,-5.1,4.0,65,0.18374600711428385,2.395212221198371,1.9597724485636518,2.4581989788482703
1882,"Marthagade 2, st",2100,København,55.71423022396201,12.569833134231482,0,2,66,0,10.688826419085547,43863,2895000,2969,0.0,3.0,65,1.0760371812809204,3.4546033648325714,2.620589760883482,3.3569818607189017
1883,"Stockholmsgade 21, 4 th",2100,København,55.690310406604226,12.57699464749607,4,6,156,0,11.117019522111029,67307,10500000,6764,-4.5,3.0,65,0.09439217753770925,0.8524003114070101,0.9053261795819627,0.9833009264911099
1884,"Kong Oscars Gade 6, 1 th",2100,København,55.714058628757755,12.576650510041262,1,3,83,0,10.703648880750556,44518,3695000,4346,-2.6,4.0,65,1.2788852122174703,3.4462652424438267,2.7091762720726784,3.397774959768148
1885,"Tycho Brahes Allé 11, 2 TH",2300,Tårnby,55.65546003930276,12.611282541053601,2,2,49,0,10.439483723444065,34183,1675000,2660,-6.7,4.0,65,1.6921011135759088,0.8357493083056947,3.0258617167238313,4.291631296907479
1886,"Øresundsvej 49, 4 TV",2300,Tårnby,55.6605219862156,12.613435233045571,4,3,78,0,10.710119656197318,44807,3495000,3309,0.0,3.0,65,1.9301793319091334,0.2875184340292144,2.8578264373335247,3.9907946809806654
1887,"Haydnsvej 11, st TH",2450,København,55.64984936219443,12.52478517307883,0,4,92,0,10.545893917642873,38021,3498000,4886,0.0,2.0,65,0.1566579371366825,3.545521280847967,1.63326757550937,4.6095070754908924
1888,"Albertslundvej 95, st TV",2625,Vallensbæk,55.652497989241546,12.35379116236006,0,4,104,0,9.861727618287896,19182,1995000,3435,0.0,4.0,65,3.0384835425414716,9.46715350052693,11.649587062432234,13.796740469154043
1889,"Plantevej 27, 3 TV",2870,Gentofte,55.73055674525553,12.52325054993073,3,2,55,0,10.447380380006317,34454,1895000,2299,0.0,3.0,65,2.015948932676141,5.223956881642288,5.048657709600679,5.815441139559484
1890,"Bispeengen 7, st TH",2000,Frederiksberg,55.69358613942389,12.535346523487961,0,3,68,0,10.511485258054377,36735,2498000,2467,-10.6,3.0,65,0.6251782508752379,1.374365049021067,1.74071596410031,2.1816833864217626
1891,"Turesensgade 9, 3 th",1368,København,55.681322448474596,12.56358493278678,3,2,45,0,11.00023143014421,59888,2695000,2191,-5.4,4.0,65,0.42185870994620944,0.5624214690393055,0.7859820111272062,0.3450141214039255
1892,"Lyngbyvej 19, 1 4",2100,København,55.70905254452157,12.560808316005671,1,3,81,0,10.58263722345222,39444,3195000,3041,0.0,4.0,65,0.44363072050411484,2.9586762078838773,2.008375988094745,2.7882231252541425
1893,"Bagsværd Hovedgade 81B, 1",2880,Furesø,55.759280701316385,12.457291959327161,1,2,79,0,10.085267295909029,23987,1895000,1887,0.0,3.0,65,0.6915397578159972,8.290737099114116,10.077269783393708,10.7890479144283
1894,"Strandvejen 8, 1 th",2100,København,55.71684516903035,12.577606330511449,1,5,145,0,10.81907803929589,49965,7245000,4079,0.0,3.0,65,1.2996395684141864,3.7607113314937615,3.022430314273088,3.713761982603593
1895,Egelykkeparken 27C,2670,Greve,55.59668285286497,12.339924869255949,0,4,83,0,10.138124797561552,25289,2099000,3134,-4.4,4.0,65,0.9105475232241049,13.869345813316707,14.468752700390679,17.236931829426666
1896,"Elmelyparken 7B, 4 4",2680,Solrød,55.534342502129746,12.21145488787559,4,3,130,0,10.281649978116283,29192,3795000,4175,0.0,4.0,65,0.6864956114167533,24.50479841316614,25.045599650593946,27.87142750779645
1897,"Landskronagade 57, st TH",2100,København,55.712701702877894,12.568594592113051,0,3,71,0,10.68260598601082,43591,3095000,2791,0.0,3.0,65,1.0482648323465587,3.28850211321081,2.4400072995207647,3.1820190728463587
1898,"Margretheholmsvej 62, 2 TH",1432,København,55.6860472167412,12.6156642673311,2,2,88,0,10.723201302550954,45397,3995000,2775,0.0,8.0,65,2.5485093208630882,2.024673808646218,2.8221231644682336,3.145649621860948
1899,"Søndre Fasanvej 87C, st 2",2000,Frederiksberg,55.668777439211595,12.51818396664747,0,3,87,0,10.558543381973351,38505,3350000,3419,0.0,4.0,65,1.3906725301527114,1.4926621569116107,1.4331372763616865,3.449058097565306
1900,"Strandvejen 427, 1 TH",2930,Lyngby-Taarbæk,55.776127433565854,12.59023681342219,1,3,103,0,10.903181493116056,54349,5598000,7404,0.0,5.0,65,1.2394272889457052,10.407866896298213,9.63006364405577,10.353481649840873
1901,"Korsørgade 44, 1 tv",2100,København,55.70707005015116,12.58534338595208,1,2,61,0,10.941553341336203,56475,3445000,2430,-1.4,4.0,65,0.5042355231319102,2.7869662340612646,2.2843445675065635,2.8316890872901257
1902,"Holsteinsgade 12A, 1 tv",2100,København,55.698273789179524,12.582960924605429,1,3,70,0,10.952051385718224,57071,3995000,4116,0.0,2.0,65,0.5264979944441913,1.8150947714306604,1.5092883277499365,1.907006483165566
1903,"Bohrsgade 2, 9 Lejl. 4",1799,København,55.66368292937633,12.53555818070394,9,4,163,0,10.589685644007867,39723,6475000,7393,-3.3,8.0,65,1.5367842320625091,1.9599403075569657,0.20643895441554153,2.9686003209150544
1904,"Hovedvejen 154, 2 20",2600,Albertslund,55.66570353524514,12.389837325266928,2,2,81,0,10.08888769893968,24074,1950000,2093,0.0,4.0,65,1.1079779067501383,6.807496596208157,9.33315912850924,11.257768204482497
1905,"Nygårdsvej 41C, 4 th",2100,København,55.711395542057105,12.57052992944104,4,3,74,0,10.703851025734117,44527,3295000,4320,-5.7,4.0,65,1.0280271356595116,3.1377569610401883,2.319291592249016,3.0463891132209695
1906,"Marstalsgade 28, st tv",2100,København,55.703867508421155,12.588775962770141,0,2,54,0,10.566072427513431,38796,2095000,2015,0.0,3.0,65,0.44099207166350346,2.5324736719813656,2.1761139614040106,2.627809239744406
1907,"Ørestads Boulevard 57A, 9 909",2300,Tårnby,55.634427466309134,12.582195634161101,9,5,152,0,10.565711500442564,38782,5895000,5386,0.0,5.0,65,1.391252536411573,0.4165813587450424,4.154511650569195,5.633437483307745
1908,"Porcelænshaven 5C, st TH",2000,Frederiksberg,55.67806697404785,12.523776642198419,0,4,125,0,11.001432952216533,59960,7495000,5562,0.0,4.0,65,0.6700950973768541,0.41813176169367194,1.955025059029241,2.727146168279194
1909,"Flensborggade 34, 2 TH",1669,København,55.665903376782396,12.54740328702329,2,2,59,0,10.80094199006399,49067,2895000,3571,0.0,4.0,65,1.0749845886111016,1.8128556031612315,0.7032764242843516,2.338543824997752
1910,"Tyrolsgade 13, st TH",2300,Tårnby,55.65940531432157,12.60860820318033,0,4,111,0,10.412952250662775,33288,3695000,2425,-7.5,3.0,65,2.074822036548287,0.5862462685733557,2.6454809511408506,3.8557695498548394
1911,Carit Etlars Vej 6B,1814,Frederiksberg,55.673035982580146,12.540794033961161,0,3,78,0,11.058180822970801,63461,4950000,3466,0.0,2.0,65,0.5071971570623196,1.0107446125061577,1.189821552963817,2.0008021159077747
1912,"Østerbrogade 149, 2 tv",2100,København,55.713897543081714,12.577241029838609,2,5,163,0,10.608513895626153,40478,6598000,5128,-2.9,2.0,65,1.2522962992484898,3.431854731147266,2.7045796926807713,3.3879241222747933
1913,"Topperne 6, 3 34",2620,Albertslund,55.67097931088109,12.340769171973381,3,2,49,0,10.084933726294127,23979,1175000,2382,0.0,4.0,65,2.7070918485546644,9.628183006568245,12.44950027587924,14.230642928749825
1914,"Gudenåvej 18, 1 tv",2720,Frederiksberg,55.69111979994636,12.514477807789008,1,2,55,0,10.573621958787001,39090,2150000,2079,0.0,3.0,66,1.312149505522561,0.8246949404982201,3.030041582392177,3.317265471821536
1915,"Sortedam Dossering 79A, 2",2100,København,55.69586857019015,12.57417543843894,2,5,180,0,10.773734345908878,47750,8595000,6767,-4.4,4.0,66,0.6748857406175944,1.4153622385654332,0.9017287209961724,1.406191669438935
1916,"C.F. Richs Vej 142, 2 TH",2000,Frederiksberg,55.68745508673831,12.50365967630775,2,4,81,0,10.613467267756123,40679,3295000,3852,0.0,3.0,66,1.0401145467571296,0.35374770080447604,3.523897277018937,3.92337486507377
1917,"Amerika Plads 23, 2 mf",2100,København,55.70004802249364,12.59331366075712,2,3,87,0,10.783487674309246,48218,4195000,3316,-3.5,8.0,66,0.7852293988787403,2.308202277919128,2.1727826326449784,2.4755323708205377
1918,"Stengade 52B, 4 3",2200,Frederiksberg,55.68695324147212,12.554531688599091,4,1,39,0,10.780538371072678,48076,1875000,1579,0.0,2.0,66,0.5893725397395938,0.5738776637069829,0.684575899555158,0.7716457484720681
1919,"Vangedevej 226B, 1 TV",2870,Gentofte,55.730180807208,12.524443578360382,1,2,61,0,10.37245939967773,31967,1950000,2366,0.0,3.0,66,1.9959835391642224,5.208830531777508,4.975599850148884,5.744002000401397
1920,"Vejlebrovej 118, 1 TH",2635,Ishøj,55.61229206671315,12.362904319219771,1,2,76,0,10.069764412161227,23618,1795000,2575,0.0,4.0,66,1.9296760602436387,11.612032857220475,12.362589210654257,15.071515375391453
1921,Slotsbakken 47,2970,Rudersdal,55.901946789444544,12.50642766545548,0,2,76,0,10.295698544965877,29605,2250000,3280,0.0,4.0,66,1.4249874169926515,23.91810293105768,23.744891891437685,24.531258900683103
1922,"Holmbladsgade 81, 1 TV",2300,Tårnby,55.666469457306,12.61269532981102,1,2,52,0,10.554900864611763,38365,1995000,2137,-9.1,4.0,66,2.4363708049807427,0.529372312802249,2.6026864335979245,3.549681796925925
1923,"Bagsværdvej 71A, st TV",2800,Rudersdal,55.76536935817288,12.48617124596828,0,3,80,0,10.306850452552423,29937,2395000,3552,0.0,2.0,66,0.40463316553244444,8.697778102754318,9.569351221067521,10.332011192674182
1924,"Ordrup Jagtvej 92, 1",2920,Gentofte,55.755996127390205,12.58435088146815,1,4,96,0,10.954990763217289,57239,5495000,4148,0.0,3.0,66,1.000709682491763,8.140203223673495,7.358912477070232,8.082157982570982
1925,"Pærevangen 8, 1 MF",2765,Egedal,55.742423449582425,12.31281761772152,1,2,56,0,10.257027587779373,28482,1595000,2475,-5.9,4.0,66,1.5379472259810827,12.774435430660393,16.71159405165269,17.17083861859981
1926,"Kronprinsesse Sofies Vej 43, 4 tv",2000,Frederiksberg,55.69093299963995,12.535679874785929,4,3,67,0,10.818277158284015,49925,3345000,1801,-4.3,3.0,66,0.903889964401875,1.081515722211499,1.6966907957082409,2.036630569482369
1927,"Holmbladsgade 111B, 2 TH",2300,Tårnby,55.66758814817106,12.616839455846451,2,4,117,0,10.641536394447273,41837,4895000,3001,0.0,3.0,66,2.448662631633569,0.5885671538147033,2.8373937942294347,3.7057141534408125
1928,"Munkensvej 7, 4 tv",2000,Frederiksberg,55.693888592810104,12.53421173725976,4,2,64,0,10.610192411028141,40546,2595000,2608,-3.0,3.0,66,0.5639418935084302,1.4055199081184466,1.8167273605782233,2.2604521717312966
1929,"Brannersvej 3, 2 tv",2920,Gentofte,55.7561355806079,12.57061905063555,2,3,104,0,10.525648805362787,37259,3875000,3247,-3.1,4.0,66,0.6614900964913997,8.11822785725674,7.264333069016081,8.01864181252322
1930,"Roskildevej 153, st th",2500,København,55.67218639023514,12.490774390480098,0,2,62,0,10.380994213509265,32241,1999000,1858,-4.6,4.0,66,1.1303290321725348,1.5865101612480432,3.164569395175585,4.902548893761757
1931,"Peter Bangs Vej 101, 2 TV",2000,Frederiksberg,55.678392808320716,12.49984110473185,2,4,103,0,10.565814635756187,38786,3995000,4413,0.0,3.0,66,0.8675247407589389,0.8097073991411191,2.986514946807514,4.196431262718218
1932,"Skeltoftevej 2, 1 tv",2800,Rudersdal,55.76449177235438,12.481292536961611,1,3,76,1920,10.358155438089856,31513,2395000,4214,-4.0,2.0,66,0.7259335624296602,8.616551130125893,9.643942014876503,10.399720982234028
1933,"Mathildevej 20, 1 TV",2000,Frederiksberg,55.67575597940812,12.51626509191752,1,4,87,0,10.830065192278418,50517,4395000,3738,0.0,2.0,66,1.1831503609189027,0.820155751238603,2.0163576995291814,3.251598129506264
1934,"Eliasgade 4, st tv",2300,Tårnby,55.665211690228084,12.61631774431615,0,3,82,0,10.505724857736233,36524,2995000,2339,0.0,2.0,66,2.234125429916903,0.32506639456648256,2.8561567027478802,3.8170375239849754
1935,"Øresundsvej 47A, 3 th",2300,Tårnby,55.66041140309591,12.61291603278591,3,2,61,0,10.467749672391289,35163,2145000,2056,-2.3,1.0,66,1.944342092850726,0.31996872747509997,2.8334714890580543,3.9744855709410767
1936,"Dalstrøget 87, 2 mf",2870,Gentofte,55.736823484496824,12.51887532355975,2,1,44,0,10.364198134870273,31704,1395000,2113,0.0,3.0,66,1.8340566827378884,5.784458042240632,5.792364754764163,6.561855058008946
1937,"Toftegårds Plads 6, 2 th",2500,København,55.66227076136836,12.51775864963884,2,4,110,0,10.500811921918737,36345,3998000,3059,0.0,1.0,66,0.8495519442649521,2.208217489095188,1.2759713196287585,3.8814389827776354
1938,"Martensens Alle 4A, 4 th",1828,Frederiksberg,55.67472625133004,12.542044785020368,4,4,107,0,10.846517581599903,51355,5495000,3216,-6.1,3.0,66,0.3446429272964968,0.8863109557516313,1.3884053267638956,1.8251337244125432
1939,"Valdemarsgade 44, 4 TV",1665,København,55.66725165312074,12.5489730889295,4,2,57,0,10.934035110290111,56052,3195000,2308,0.0,2.0,66,0.8955342249331251,1.6473496447819167,0.8708556416348051,2.1592613029592553
1940,"Rundholtsvej 28, 13 1",2300,Tårnby,55.65355792410865,12.564446944484269,1,2,95,0,11.14794469438261,69421,6595000,3899,0.0,7.0,66,2.270275488364187,1.616053463044271,1.9359596282355842,3.408804667248791
1941,"Adelgade 1, 5 Lejl. 51",1304,København,55.682497914202614,12.582185152526929,5,3,116,0,10.341452118734876,30991,3595000,3713,-20.0,4.0,66,0.7696783999365664,0.391722824975135,0.8017476838873011,1.0494775927140563
1942,"Gråbrødretorv 21, 3",1154,København,55.67944333633624,12.57531733348948,3,4,91,0,10.807604483478574,49395,4495000,3556,-4.3,5.0,67,0.48076523834005025,0.47343086712811405,0.2762579613528579,0.7985073197454868
1943,"Clarasvej 1C, st 4",2920,Gentofte,55.766194743268784,12.58335782223083,0,2,53,0,10.404808146287811,33018,1750000,2351,0.0,3.0,67,0.8289873073569836,9.265974059740651,8.467524001613658,9.199461922908394
1944,Ved Slusen 32Z,2300,Tårnby,55.641812177313106,12.55307678154435,0,3,60,0,10.413312675968537,33300,1998000,2732,0.0,5.0,67,2.14974011507739,1.9247134855220387,2.4867505243699757,4.782639607887154
1945,"Brønshøjvej 9, st tv",2700,København,55.70253517840025,12.49794064504926,0,3,93,4305,10.589887018388694,39731,3695000,3121,0.0,3.0,67,1.2599122267440788,1.7507110494887745,4.2658246983605075,4.7301191480926
1946,"Kompagnistræde 24, 2",1208,København,55.67685468329211,12.57466720068986,2,3,87,0,10.734634253752839,45919,3995000,3346,-2.4,5.0,67,0.4416542222419907,0.7305470810907071,0.07129564525589424,0.9880873194911927
1947,"Frederiksborggade 9, 1",1360,København,55.683148064521724,12.572536337241461,1,3,92,101,10.751156772532244,46684,4295000,3165,-4.4,2.0,67,0.17725164675248917,0.04279805365369599,0.6719608086693114,0.44080157879384746
1948,"Islands Brygge 63C, st TH",2300,Tårnby,55.66241461503066,12.57124965885656,0,3,118,0,10.653251333514971,42330,4995000,4823,-0.1,4.0,67,1.203933571921595,0.9296591639432583,0.9928574145930091,2.4462016899184205
1949,"Store Mølle Vej 19, 6",2300,Tårnby,55.66817502929431,12.60209792964845,6,4,121,3389,10.993092732044262,59462,7195000,4385,0.0,5.0,67,1.7432383548555521,0.5056068733442718,1.9115168050507307,2.8974206216929486
1950,"Mortonsvej 23, 2 TH",2800,Rudersdal,55.7729071318405,12.49207684308994,2,3,90,0,11.106625008055381,66611,5995000,5513,0.0,4.0,67,0.6260504997206529,9.53177774896966,10.135781793889011,10.9110739900584
1951,"Gudenåvej 1, 3 th",2720,Frederiksberg,55.68998967818718,12.51124053613524,3,3,76,0,10.547759565313935,38092,2895000,3913,0.0,2.0,67,1.441941159283634,0.7012883789248319,3.2357968187124113,3.490071402008943
1952,"Sydvestvej 27, 1 2",2600,Albertslund,55.663128459169464,12.39354328412703,1,4,103,0,10.342355198944619,31019,3195000,3650,0.0,8.0,67,0.9632194086141133,6.699979773743813,9.093560396618082,11.085970906757389
1953,"Eskildsgade 64, 4",1657,København,55.66910647704343,12.55695268944776,4,4,95,0,10.84060000010258,51052,4850000,3222,-2.9,3.0,67,0.5129069635553019,1.4392292804472309,0.9923659620430572,1.7659542987708896
1954,"H.C. Hansens Gade 5, 2 th",2300,Tårnby,55.66308664848649,12.573490197661311,2,4,120,0,10.81893793141259,49958,5995000,5724,0.0,4.0,67,1.1048563502467081,0.7806553716209057,0.9195248682784803,2.3967233481071517
1955,"Skovbogårds Allé 11A, 1",2500,København,55.66507010895504,12.52422990537447,1,7,264,1773,10.590918426099963,39772,10500000,6920,0.0,2.0,67,1.36082414492105,1.8654287649615893,0.9156732460126195,3.368809108482213
1956,"H.P. Ørums Gade 8, 2",2100,København,55.71022165216536,12.560182173724609,2,3,88,0,10.626023617989864,41193,3625000,2384,0.0,4.0,67,0.5560128335897019,3.0944554865393954,2.140837207264672,2.922075204558105
1957,"Frydendalsvej 9, 2",1809,Frederiksberg,55.673176851478516,12.53622441283412,2,3,115,542,10.986749288699293,59086,6795000,4220,-2.9,2.0,67,0.748898447214755,0.9112238134427014,1.198123189952085,2.2249434818852083
1958,"Vanløse Allé 15, 3",2720,Frederiksberg,55.691737620605174,12.503883926173348,3,3,92,0,10.45530155697943,34728,3195000,5290,0.0,3.0,67,1.1408696084614232,0.743249688956229,3.6970515661437826,3.9821778909784933
1959,"Doris Lessings Vej 27, 4 th",2300,Tårnby,55.636552342612504,12.575633812934749,4,4,107,0,10.645639160023887,42009,4495000,4196,0.0,9.0,67,1.4406427232937586,0.4934505769482519,3.7319062717748412,5.3373900822820195
1960,"Oscar Pettifords Vej 23, 7 TH",2450,København,55.64680260138225,12.55524638404935,7,4,137,0,11.035582972020784,62043,8500000,5867,0.0,4.0,67,2.1006512076404027,1.930060636129484,2.0530154556068827,4.212232236566438
1961,"Jernbane Allé 8, st th",2720,Frederiksberg,55.68436059714809,12.49330831268542,0,3,89,0,10.520185560932669,37056,3298000,3013,-2.9,3.0,67,0.4214087594436119,0.3559525235731071,3.722993609731741,4.55756120206765
1962,"Rosenvængets Hovedvej 22, 2 tv",2100,København,55.70096840048847,12.586137501221618,2,2,53,0,10.892526761440573,53773,2850000,2969,-4.8,3.0,67,0.3450110164399118,2.169928514744705,1.844111994811071,2.2673809493364705
1963,"Mølleåparken 11, 1 th",2800,Rudersdal,55.794915762398645,12.50415122147178,1,4,90,0,10.50960517412297,36666,3300000,3938,0.0,4.0,67,2.677127934853018,12.010099252629171,12.13453115809853,12.923585381869255
1964,"Bremensgade 31, st tv",2300,Tårnby,55.66584766791428,12.617315066450779,0,2,61,0,10.61890979160975,40901,2495000,2342,0.0,4.0,67,2.2637784993077554,0.39638630739934144,2.9014516014735268,3.831299506028096
1965,"Carl Langes Vej 48, 2 tv",2500,København,55.663671050038296,12.50087989911002,2,3,80,0,10.530414799175963,37437,2995000,2473,0.0,4.0,67,0.6925196755464629,2.3621496890172575,2.3418818079313417,4.676776902459567
1966,"Rådmand Steins Alle 27, 3 tv",2000,Frederiksberg,55.67285089999442,12.496800086000162,3,3,81,8830,10.48542380376007,35790,2899000,3616,0.0,3.0,67,1.1846277699013632,1.4319993524737762,2.840539582187077,4.5177191992284484
1967,"Frederikssundsvej 50, 1 3",2400,København,55.70288105252353,12.531059390907618,1,2,69,0,10.272046599948313,28913,1995000,2397,0.0,3.0,67,0.4833431570461146,2.3903408473767107,2.384262778285095,3.017379038848688
1968,"Nørgaardsvej 22G, 1 TV",2800,Rudersdal,55.769821463269146,12.509792452289211,1,2,56,0,10.480802917570953,35625,1995000,2610,0.0,2.0,67,0.5402147769542309,9.263011260363976,9.378645279418762,10.164371230858224
1969,"Mortonsvej 15, 2 TV",2800,Rudersdal,55.77249548403451,12.49200809349956,2,3,84,0,11.208436274202066,73750,6195000,5368,0.0,4.0,67,0.6154999661869666,9.485919029077348,10.096496558267452,10.871440834975068
1970,"Søborg Hovedgade 21, 1 TH",2870,Gentofte,55.72966038483248,12.522213694217319,1,4,100,0,10.273325483001141,28950,2895000,3309,0.0,3.0,67,2.1331749936175055,5.106759582672398,4.99480913503353,5.7577100633272496
1971,"Willemoesgade 19, 4 TV",2100,København,55.6979747535574,12.58150061524307,4,5,122,0,10.942279062885698,56516,6895000,4201,0.0,3.0,67,0.5566037059531599,1.7505445892352174,1.4140091741740044,1.8283853708633546
1972,"Vangedevej 163, 1",2870,Gentofte,55.736958120752824,12.524210363098971,1,3,88,0,10.589484229067233,39715,3495000,2349,-2.8,1.0,67,1.5277103284708788,5.908476072776434,5.654327296015418,6.431917576691331
1973,"Lergravsvej 5, 2 TV",2300,Tårnby,55.66216944782107,12.61458934334208,2,2,57,0,10.46310334047155,35000,1995000,2300,-9.1,3.0,67,2.019376509208254,0.13646834171988886,2.853351201050962,3.9287255227194993
1974,"Prinsessegade 4A, 2 64",1422,København,55.67042180768682,12.59110380421711,2,2,49,1778,10.971004692720294,58163,2850000,1862,-3.4,3.0,67,1.00853083125707,0.22074988677942525,1.19160795868178,2.2097477336005293
1975,"Strandboulevarden 119, 3 TV",2100,København,55.708987473021345,12.584038086242161,3,3,67,0,10.819778284410283,50000,3350000,2654,0.0,2.0,67,0.6830099531782453,2.968831191815216,2.4079306454700204,2.9928838695340554
1976,"Sankt Hans Gade 28, 1",2200,Frederiksberg,55.69056336321528,12.56181585041703,1,4,102,0,10.75809435172215,47009,4795000,3004,-4.0,4.0,67,0.02564320778079663,1.0332975690057356,0.07529022781773353,0.7542869364849517
1977,"Trelleborggade 6, th",2150,København,55.70627605122692,12.592197865685339,0,4,142,0,10.963203075574294,57711,8195000,6407,0.0,8.0,67,0.7423952490977052,2.8673735913785428,2.515135352557969,2.970287480706668
1978,"Løvspringsvej 4B, 1 TH",2920,Gentofte,55.76007571632476,12.578586063782069,1,2,54,0,10.354180933247363,31388,1695000,1862,-3.1,3.0,67,0.4391427626383973,8.566937463025933,7.7506614345064975,8.489839882426434
1979,"Birketinget 2D, 2 421",2300,Tårnby,55.65607733850466,12.600079093100979,2,1,42,0,10.374209673604783,32023,1345000,1951,-6.9,4.0,67,2.3588232052620186,0.6514309979740973,2.4391402217000095,3.80028093232963
1980,"Borups Alle 150A, 4 tv",2000,Frederiksberg,55.69523602667852,12.529573398883528,4,4,104,0,11.079909287774772,64855,6745000,4851,-3.6,7.0,67,0.37494593135462406,1.539047909157575,2.1322725126261566,2.588364674089114
1981,"Vejlegårdsparken 14, st 8",2665,Vallensbæk,55.624573326352476,12.384153399298858,0,3,88,0,9.977388360375665,21534,1895000,3578,0.0,3.0,67,0.7938288073436494,9.698449627830218,10.567518773333216,13.217934393337842
1982,"Parmagade 36, 4 TH",2300,Tårnby,55.653123186090106,12.61582225717294,4,3,62,0,10.602641655359477,40241,2495000,2379,-0.2,3.0,67,1.3188624996950258,1.0235778200175616,3.410047649345051,4.6762557801406235
1983,"Aksel Møllers Have 14, 1 TV",2000,Frederiksberg,55.68566632607453,12.532164128557449,1,4,90,0,10.8308171315255,50555,4550000,3756,0.0,3.0,67,0.33798265707558894,0.5035795712385202,2.0091630782784597,2.120014580242262
1984,"Kongelysvej 10, A",2640,Roskilde,55.644596517854474,12.20140264354813,0,4,125,0,10.150035081629355,25592,3199000,2867,0.0,9.0,68,3.4596126060397174,18.83845458577297,21.28376983367195,23.34948892105349
1985,"Lyshøjgårdsvej 89, 4 mf",2500,København,55.663261593485224,12.50922615192026,4,1,37,0,10.46310334047155,35000,1295000,1792,-4.0,3.0,68,0.5876161048821232,2.257247512752481,1.8149387303384912,4.250977484911504
1986,"Gammel Kongevej 49, 4 tv",1610,København,55.674246135344575,12.550561715143079,4,6,177,0,10.626533283441935,41214,7295000,5694,-2.7,4.0,69,0.2769738636829792,0.86306680489754,1.4019808454541618,1.460982552953721
1987,"Amerika Plads 12, 7 3",2100,København,55.69903692068085,12.594064639587529,7,4,154,1670,10.912722030053024,54870,8450000,6265,0.0,5.0,69,0.8787427715100024,2.2334474900422725,2.1661834230282238,2.4307992631312842
