,Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Price_development,Energy_saving,Days_on_market,School_dist,Metro_dist,Jail_dist,Centrum_coor
927,"Sankt Kjelds Plads 6, 4 th",2100,København,55.71079462560404,12.56584045143084,4,2,57,3091,10.76384265207998,47280,2695000,3466,0.0,3.0,23,0.7743187535049891,3.0930401921198363,2.2080480353257643,2.964714747468703
928,"Sorrentovej 20, st TH",2300,Tårnby,55.65797804025911,12.623157309940009,0,3,66,0,10.653676473463273,42348,2795000,2683,0.0,2.0,23,1.3233537929660983,0.5614965420376824,3.5321098818839958,4.641385122220918
929,"Richard Mortensens Vej 2, st tv",2300,Tårnby,55.62424286461462,12.572541210644697,0,3,76,0,10.532096211958503,37500,2850000,2801,-4.8,5.0,23,0.16276042477016114,0.5651879362286927,4.778095927285747,6.685221521576437
930,"Søvang Alle 13, 1 TV",2770,Tårnby,55.63740160891304,12.646595496036971,1,2,54,0,10.411509248969383,33240,1795000,2938,-2.7,2.0,23,0.5797502860626464,0.17510448218798386,6.014049859279965,7.27940099555325
931,"Bremensgade 39, 3 th",2300,Tårnby,55.66564789565933,12.61677163853391,3,2,62,0,10.641942650800617,41854,2595000,2465,0.0,4.0,23,2.261300812427316,0.37252143004251176,2.872835814295405,3.8143829807767062
932,"Kastrupvej 69, 5 TH",2300,Tårnby,55.65392116723899,12.61925156194154,5,2,47,0,10.550355164741893,38191,1795000,1734,0.0,3.0,23,1.174223135106786,0.8124631253658189,3.536527174482079,4.760979535956838
933,"Holmbladsgade 70A, 4 MF",2300,Tårnby,55.66569165492736,12.611016837866789,4,3,77,0,10.446247794832463,34415,2650000,3776,0.0,3.0,23,2.3638016046605808,0.5218968171104227,2.519590630763701,3.5123610036339747
934,"Bredegrund 13, 5 th",2300,Tårnby,55.658806162388466,12.61429493115623,5,4,105,0,10.664503639837903,42809,4495000,3519,0.0,4.0,23,1.757855306301484,0.4186457322919073,2.991080618929777,4.158909213871482
935,"Rødovrevej 173, st tv",2610,Rødovre,55.68519546245982,12.46419381718428,0,3,85,0,10.204887601816106,27035,2298000,2975,0.0,3.0,23,1.0436855510603285,1.7065550206681235,5.290215716818302,6.389784754902066
936,"Rebæk Søpark 15, 2 mf",2650,Hvidovre,55.661763341820205,12.45657038682699,2,2,70,23608,10.140810105023608,25357,1775000,3014,0.0,4.0,23,0.9884063022985263,3.576731220190676,5.127337293715791,7.3090743118444
937,"C.F. Richs Vej 116, st th",2000,Frederiksberg,55.687543099463326,12.504670301304099,0,3,65,0,10.537203149326649,37692,2450000,3360,0.0,3.0,23,1.1033340121992545,0.41258867360215173,3.493067440117645,3.861028170959279
938,"Dalstrøget 63, 1 th",2870,Gentofte,55.73574212255155,12.51927194586169,1,2,59,0,10.366560973264606,31779,1875000,2966,0.0,3.0,23,1.8649164437915569,5.677547952556349,5.674708194441482,6.4431864048936855
939,"Åfløjen 50, 1 th",2700,København,55.715324226352244,12.458819391445811,1,3,87,0,10.263885557274984,28678,2495000,3104,0.0,3.0,23,1.5266136943589272,3.721392292246552,7.065901091870531,7.566323675589986
940,"Lergravsvej 54, st TV",2300,Tårnby,55.66365532493839,12.62608449834291,0,4,107,0,10.645639160023887,42009,4495000,4416,0.0,3.0,23,1.8192917926988468,0.27078766552376365,3.4944544046268304,4.429242124562514
941,"Tagensvej 47, 5 39",2200,Frederiksberg,55.69994385273386,12.552750539633891,5,2,43,0,10.695099024366057,44139,1898000,1845,0.0,3.0,23,0.488339855717278,2.014010506678449,1.1704580324995753,1.9379142354931989
942,"Blankavej 14, st",2500,København,55.66757170614645,12.510057756033618,0,2,67,0,10.442842322416093,34298,2298000,2985,0.0,3.0,24,1.0643793433884257,1.8027216172345435,1.84990609184041,3.9618806757468277
943,"Horsekildevej 28, st th",2500,København,55.667943166215345,12.509645603735368,0,4,121,0,10.32777441488488,30570,3699000,4050,0.0,3.0,24,1.0994464268437418,1.773542629719249,1.8875536322097979,3.965816414948567
944,"Sundholmsvej 27, st TV",2300,Tårnby,55.66219240990171,12.59607580195073,0,4,137,0,10.22918769217543,27700,3795000,5441,0.0,3.0,24,1.7530272089203376,0.474867777730069,1.8118930289785278,3.102008225929782
945,"Lyøvej 14, 3 TH",2000,Frederiksberg,55.68252955756646,12.525244640264841,3,3,96,0,10.79765536732251,48906,4695000,4703,0.0,4.0,24,0.32115929549262184,0.12695190872077838,2.3744394275126117,2.555264506357717
946,"Robert Jacobsens Vej 1A, 8 tv",2300,Tårnby,55.62388136090267,12.57568652282355,8,3,82,0,10.631084467825296,41402,3395000,3137,0.0,9.0,24,0.35917726783362824,0.4910561136836633,4.906563626412581,6.740844010815585
947,"Nordre Fasanvej 186A, st tv",2000,Frederiksberg,55.69608297091465,12.53544477910568,0,4,108,0,10.384709273043539,32361,3495000,3490,0.0,2.0,24,0.4059890795308162,1.6522454253998733,1.8009314894177317,2.3229891269311373
948,"Göteborg Plads 4, 4 th",2150,København,55.706833341145476,12.59772726807116,4,2,70,0,11.047471470423064,62785,4395000,2875,0.0,8.0,24,1.0815141850143928,3.090960677728515,2.8200255683579427,3.2262513584367443
949,"Vestbanevej 11, 3 tv",2500,København,55.664725025053855,12.520906018947501,3,2,64,0,10.570906584523344,38984,2495000,2895,0.0,3.0,24,1.168846338184958,1.9113884153448073,1.1066851026981397,3.5567518898395902
950,"Borups Allé 235A, 2 TH",2400,København,55.70014784801332,12.52041568805754,2,1,46,0,10.455618254118846,34739,1598000,2686,0.0,3.0,24,0.6697208897859186,1.8838040933425064,2.843106677030664,3.361426983509569
951,"Drejøgade 35, 1 12",2100,København,55.7119852924756,12.570966032309439,1,2,66,0,10.456567744198956,34772,2295000,2874,-8.0,3.0,24,1.0921470393465817,3.2027911226241215,2.3893244217544587,3.1144982379627666
952,Dronningens Tværgade 36,1302,København,55.68465032645778,12.58545392084285,0,2,81,5206,10.832042767230263,50617,4100000,2575,0.0,5.0,24,0.8444014804269293,0.5673658507972034,1.1174416814290553,1.2396606530490326
953,"Sundholmsvej 27, st TV",2300,Tårnby,55.66219240990171,12.59607580195073,0,4,137,0,10.22918769217543,27700,3795000,5441,0.0,3.0,24,1.7530272089203376,0.474867777730069,1.8118930289785278,3.102008225929782
954,"Horsekildevej 28, st th",2500,København,55.667943166215345,12.509645603735368,0,4,121,0,10.32777441488488,30570,3699000,4050,0.0,3.0,24,1.0994464268437418,1.773542629719249,1.8875536322097979,3.965816414948567
955,"Banebrinken 99, 2 77",2400,København,55.72242068265975,12.53945174864918,2,1,47,0,10.495985324946146,36170,1700000,2425,0.0,3.0,24,1.2130528037463482,4.594885541302821,3.785745176699499,4.569098651443422
956,"Jagtvej 215B, 10 4",2100,København,55.70919796799257,12.57435850803479,1,3,86,0,10.746196327732315,46453,3995000,4065,0.0,4.0,24,0.8417892549465636,2.8961905053765062,2.150917614237718,2.8388567928526256
957,"Bramslykkevej 4, st tv",2500,København,55.671954805606276,12.491644716940892,0,2,61,0,10.395252673563377,32704,1995000,3499,0.0,3.0,24,1.1658601959787314,1.5940865967369748,3.104298922951332,4.8570518981762225
958,"Reberbanegade 25, 2 th",2300,Tårnby,55.66254822059136,12.606002646655268,2,2,50,0,10.643041105910227,41900,2095000,2742,0.0,2.0,24,2.2297585832874223,0.2187871122725867,2.338559201931728,3.4932182963210754
959,"Nyhavn 31E, 3 4",1051,København,55.680233068825,12.59014185068613,3,3,101,0,10.991308490126016,59356,5995000,3549,0.0,4.0,24,1.219069992276717,0.29564345867908265,1.0924643158070635,1.594745855817713
960,"Herlev Hovedgade 93A, st TH",2730,Herlev,55.72149982265853,12.44448709892164,0,3,67,0,10.301457978882032,29776,1995000,2397,0.0,3.0,24,2.0315951614185357,4.803915829141727,8.16610919519246,8.68414567223694
961,"Absalonsgade 43, 5 TV",1658,København,55.668564963612674,12.556092138065699,5,3,77,0,10.856746462510273,51883,3995000,3600,0.0,4.0,24,0.5786995328383501,1.491099946681156,1.060725877025152,1.8404796748259473
962,"Backersvej 80, 2 TV",2300,Tårnby,55.653869667896096,12.623429463474109,2,2,61,0,10.535344264652966,37622,2295000,2372,0.0,2.0,24,0.9626200215620864,0.5704939029488951,3.7622564738326223,4.954224677482603
963,"Venøgade 20, st tv",2100,København,55.712379181708314,12.56391443857743,0,4,101,0,10.725357708790789,45495,4595000,4581,0.0,5.0,24,0.8612590034904202,3.284449938160529,2.3766953977712557,3.143282524702002
964,"Skjoldagervej 74, 1 TV",2820,Gladsaxe,55.76102222348867,12.52880689342244,1,2,63,4366,10.45855013319517,34841,2195000,2447,0.0,2.0,24,2.042561860108656,8.543975892902544,8.076269416673583,8.866448653062037
965,"Rebekkavej 33, 2 TV",2900,Gentofte,55.73128810230363,12.563934009614,2,3,71,0,10.745227137145902,46408,3295000,3216,0.0,2.0,24,0.8877142452308445,5.374598237612994,4.481358054951751,5.2476492830345505
966,"Strandvejen 423, 1 tv",2930,Lyngby-Taarbæk,55.77617299144011,12.59083128034586,1,4,111,0,10.945723474426927,56711,6295000,10005,0.0,5.0,24,1.2322955530094828,10.41711316723543,9.64183828276488,10.364107131102026
967,"Marstalsgade 44, 3 TH",2100,København,55.704014932417486,12.590190789076788,3,3,72,0,10.818377303494657,49930,3595000,2816,0.0,3.0,24,0.5313607934592499,2.585777935911041,2.254488413385065,2.6912937435224653
968,"P.D. Løvs Allé 9B, 4 th",2200,Frederiksberg,55.697688947104616,12.550507866897302,4,2,53,0,10.798799766025086,48962,2595000,2032,0.0,3.0,24,0.7383889742412729,1.770748598086633,1.0635387242152958,1.7853074297463192
969,"Grundtvigsvej 4, st tv",1864,Frederiksberg,55.67803474362301,12.541437069996089,0,2,66,0,10.723795878712751,45424,2998000,2440,0.0,0.0,24,0.4360909378570229,0.5896593504707163,1.746787041737786,1.6756692081603952
970,"Rebekkavej 59, 1 TH",2900,Gentofte,55.732706613022835,12.564318372982239,1,4,100,0,10.877103351029554,52950,5295000,4981,0.0,3.0,24,0.7287822725149324,5.529741470777975,4.639746808756614,5.405084774467716
971,"Hamletsgade 17, 2 TH",2200,Frederiksberg,55.701100973255635,12.544767054579141,2,2,57,0,10.603188212065916,40263,2295000,2455,0.0,3.0,24,0.5609757215469872,2.2069577292110343,1.5872583555711406,2.3018514249308692
972,"Rebekkavej 59, 1 TH",2900,Gentofte,55.732706613022835,12.564318372982239,1,4,100,0,10.877103351029554,52950,5295000,4981,0.0,3.0,24,0.7287822725149324,5.529741470777975,4.639746808756614,5.405084774467716
973,"Vestbanevej 11, 3 tv",2500,København,55.664725025053855,12.520906018947501,3,2,64,0,10.570906584523344,38984,2495000,2895,0.0,3.0,24,1.168846338184958,1.9113884153448073,1.1066851026981397,3.5567518898395902
974,"Strandvejen 110B, 4 th",2900,Gentofte,55.73393825787436,12.575761191253841,4,3,79,0,10.992554428360707,59430,4695000,3461,0.0,3.0,24,0.7743116882205834,5.651758795064196,4.846198240198609,5.576966624856309
975,"Borups Allé 235A, 2 TH",2400,København,55.70014784801332,12.52041568805754,2,1,46,0,10.455618254118846,34739,1598000,2686,0.0,3.0,24,0.6697208897859186,1.8838040933425064,2.843106677030664,3.361426983509569
976,"Reberbanegade 25, 2 th",2300,Tårnby,55.66254822059136,12.606002646655268,2,2,50,0,10.643041105910227,41900,2095000,2742,0.0,2.0,24,2.2297585832874223,0.2187871122725867,2.338559201931728,3.4932182963210754
977,"H.C. Ørsteds Vej 31, 4 tv",1879,Frederiksberg,55.67971084186993,12.54784276502896,4,4,104,0,10.874948055543754,52836,5495000,3897,0.0,2.0,24,0.43440379720549993,0.4118213253890522,1.568589796648776,1.2316407203459574
978,"Tagensvej 96, 3 th",2200,Frederiksberg,55.70293868171727,12.548691461220569,3,4,86,486,10.61248347565041,40639,3495000,3485,0.0,3.0,24,0.24046432123379263,2.3641477403382063,1.5890441608316186,2.3496850727153666
979,"Caprivej 6, 2 th",2300,Tårnby,55.660696681519816,12.62153179541748,2,2,52,0,10.532096211958503,37500,1950000,2600,0.0,3.0,24,1.6342270256385913,0.3502937081347767,3.320035320637999,4.374918575603955
980,"Banebrinken 99, 2 77",2400,København,55.72242068265975,12.53945174864918,2,1,47,0,10.495985324946146,36170,1700000,2425,0.0,3.0,24,1.2130528037463482,4.594885541302821,3.785745176699499,4.569098651443422
981,"Engvej 52, st th",2791,Tårnby,55.586210958897546,12.66102069200624,0,3,87,0,10.656576769062607,42471,3695000,4344,0.0,4.0,24,1.7945683570007105,4.986076254412974,11.002532630494443,12.447006201416219
982,"Søndre Fasanvej 94A, 2 14",2500,København,55.6671654844525,12.51670286561753,2,3,84,0,10.636023701324444,41607,3495000,4033,0.0,4.0,24,1.1893999661704326,1.689516165584852,1.4406131787240621,3.620789167465424
983,"Horsekildevej 28, st th",2500,København,55.667943166215345,12.509645603735368,0,4,121,0,10.32777441488488,30570,3699000,4050,0.0,3.0,24,1.0994464268437418,1.773542629719249,1.8875536322097979,3.965816414948567
984,"Elmelyparken 6A, 2 MF",2680,Solrød,55.534604807203614,12.21036657988069,2,2,57,0,10.210678091375954,27192,1550000,2615,0.0,4.0,24,0.7140830735420658,24.533874163499792,25.085380830245118,27.90891080263428
985,"Grundtvigsvej 4, st tv",1864,Frederiksberg,55.67803474362301,12.541437069996089,0,2,66,0,10.723795878712751,45424,2998000,2440,0.0,0.0,24,0.4360909378570229,0.5896593504707163,1.746787041737786,1.6756692081603952
986,"Erik Ballings Vej 4A, 1 TH",2500,København,55.66655321124829,12.5126549524209,1,3,94,0,10.657259354912508,42500,3995000,4354,0.0,4.0,24,1.0073872358545248,1.835611995245871,1.660538394499422,3.8742761717111285
987,"Strandvejen 423, 1 tv",2930,Lyngby-Taarbæk,55.77617299144011,12.59083128034586,1,4,111,0,10.945723474426927,56711,6295000,10005,0.0,5.0,24,1.2322955530094828,10.41711316723543,9.64183828276488,10.364107131102026
988,"Borups Alle 113, 5 G",2000,Frederiksberg,55.69325266766695,12.53350161395119,5,2,61,2188,10.61890979160975,40901,2495000,3061,0.0,3.0,25,0.6153263688264168,1.3350420131248,1.8499975045107158,2.267310066874489
989,"Nyhavn 31B, 1 TH",1051,København,55.680233068825,12.59014185068613,1,2,74,0,11.01440712822628,60743,4495000,2471,0.0,0.0,25,1.219069992276717,0.29564345867908265,1.0924643158070635,1.594745855817713
990,"Straussvej 16, 1 TH",2450,København,55.64816979287449,12.531280636076591,1,2,47,0,10.550355164741893,38191,1795000,3555,0.0,4.0,25,0.6062592643970067,3.4393188122489495,1.6471863540920635,4.557477439217899
991,"Rundforbivej 265, st B",2850,Rudersdal,55.81947259896863,12.530172742802222,0,3,72,0,9.940927835509973,20763,1495000,2491,0.0,2.0,25,0.6369061955675854,14.91949001387064,14.44363936133414,15.229519706393118
992,"Langdraget 11, 2 TV",2720,Frederiksberg,55.68110206135808,12.489962060772259,2,2,48,0,10.471978128496518,35312,1695000,1758,0.0,2.0,25,0.18244345647751906,0.6932319936468732,3.667877781723225,4.780377337896148
993,"Gammel Køge Landevej 233E, 1",2650,Hvidovre,55.63985658752397,12.498848562627689,1,2,67,0,10.138480620207488,25298,1695000,2524,0.0,3.0,25,0.686050404595089,4.926339779625197,3.524131122601179,6.486360339530387
994,"Jagtvej 55, 5 tv",2200,Frederiksberg,55.69322252229122,12.54731670600146,5,4,117,0,10.641536394447273,41837,4895000,3249,0.0,3.0,25,0.9621288632155615,1.318070658578698,0.9948025126013524,1.5371347185304638
995,"Judithsvej 5, 2 3",2900,Gentofte,55.72825839466488,12.56515543395731,2,2,57,0,10.686726776622613,43771,2495000,2640,0.0,4.0,25,0.8479412942454465,5.031813487955336,4.146294981608284,4.909218819898202
996,"Nordre Frihavnsgade 94, st tv",2100,København,55.703420191655226,12.58900561923486,0,2,69,0,10.742983629431212,46304,3195000,2216,0.0,3.0,25,0.44675333710227966,2.4935704904849594,2.1548583653585136,2.594496275667522
997,"Ellebjergvej 3, 2 TH",2450,København,55.64998872679537,12.52681719292674,2,2,52,4205,10.503477234609825,36442,1895000,2556,0.0,2.0,25,0.2761123977879571,3.5114552534430596,1.5579813512736256,4.526153815704961
998,"Nørre Farimagsgade 69, 2 th",1364,København,55.68557964624553,12.56869965267432,2,3,98,0,10.934374023807974,56071,5495000,3036,0.0,4.0,25,0.3499256713385112,0.32952186501804204,0.717296237280844,0.2426024163688757
999,Slotsherrensvej 112,2720,Frederiksberg,55.69864793907113,12.47431654800011,0,3,75,695,10.41229113335048,33266,2495000,2244,0.0,1.0,25,0.5200250291887443,1.645332165301983,5.61935731065863,5.972792166222326
1000,"Helsingborggade 13, 2 th",2100,København,55.71390959837818,12.570345402367922,2,3,75,0,10.705489138008156,44600,3345000,4741,0.0,4.0,25,1.1240944168219282,3.4178763531581904,2.5912464601485246,3.3240257065988863
1001,"Nyhavn 31B, 1 TH",1051,København,55.680233068825,12.59014185068613,1,2,74,0,11.01440712822628,60743,4495000,2471,0.0,0.0,25,1.219069992276717,0.29564345867908265,1.0924643158070635,1.594745855817713
1002,"Nørrebrogade 63, 3 TV",2200,Frederiksberg,55.690324086516526,12.554567266151778,3,5,147,0,10.696095378697706,44183,6495000,6036,0.0,3.0,25,0.450962585622747,0.9468561400790436,0.515101927910223,0.982849588359388
1003,"Nørre Farimagsgade 69, 2 th",1364,København,55.68557964624553,12.56869965267432,2,3,98,0,10.934374023807974,56071,5495000,3036,0.0,4.0,25,0.3499256713385112,0.32952186501804204,0.717296237280844,0.2426024163688757
1004,"Herninggade 3, 2 TV",2100,København,55.70726784713993,12.588419151044938,2,2,64,0,10.684439545232769,43671,2795000,2785,-3.5,3.0,25,0.6283855911645034,2.87224126955124,2.426190024363947,2.940222458446622
1005,"Birkedommervej 30, 3 th",2400,København,55.70883119536629,12.52801342546473,3,2,52,0,10.503477234609825,36442,1895000,2776,0.0,4.0,25,1.1574519758306632,2.9475491578064537,2.94393844864718,3.6298821142878723
1006,"Gammel Køge Landevej 233E, 1",2650,Hvidovre,55.63985658752397,12.498848562627689,1,2,67,0,10.138480620207488,25298,1695000,2524,0.0,3.0,25,0.686050404595089,4.926339779625197,3.524131122601179,6.486360339530387
1007,"Jagtvej 55, 5 tv",2200,Frederiksberg,55.69322252229122,12.54731670600146,5,4,117,0,10.641536394447273,41837,4895000,3249,0.0,3.0,25,0.9621288632155615,1.318070658578698,0.9948025126013524,1.5371347185304638
1008,"Judithsvej 5, 2 3",2900,Gentofte,55.72825839466488,12.56515543395731,2,2,57,0,10.686726776622613,43771,2495000,2640,0.0,4.0,25,0.8479412942454465,5.031813487955336,4.146294981608284,4.909218819898202
1009,"Ellebjergvej 3, 2 TH",2450,København,55.64998872679537,12.52681719292674,2,2,52,4205,10.503477234609825,36442,1895000,2556,0.0,2.0,25,0.2761123977879571,3.5114552534430596,1.5579813512736256,4.526153815704961
1010,"Øresundsvej 156, 3 MF",2300,Tårnby,55.66196216493121,12.63073166902812,3,2,83,0,10.899624049615,54156,4495000,3097,0.0,5.0,25,1.5674419285301846,0.11488388903219643,3.8257511211842337,4.777050038892727
1011,"Åboulevard 12, 5 TH",2200,Frederiksberg,55.68338736066227,12.55626092407833,5,4,89,0,10.711903499513793,44887,3995000,3371,0.0,5.0,25,0.8469932917176684,0.25831121365766674,0.94264184746435,0.6040246229994028
1012,"Holmbladsgade 11, 2 TH",2300,Tårnby,55.66451667637785,12.602970480529098,2,3,90,0,10.64936948807994,42166,3795000,3997,0.0,3.0,25,1.9549431351868212,0.09462339953299671,2.0770890484492073,3.204022953685965
1013,"Jagtvej 51, 5 3",2200,Frederiksberg,55.692847454671146,12.54691656508019,5,1,32,1257,10.847510176148171,51406,1645000,1332,0.0,3.0,25,0.9730842402430598,1.2855141306635467,1.0101073967830787,1.5294968260425388
1014,"Helsingborggade 13, 2 th",2100,København,55.71390959837818,12.570345402367922,2,3,75,0,10.705489138008156,44600,3345000,4741,0.0,4.0,25,1.1240944168219282,3.4178763531581904,2.5912464601485246,3.3240257065988863
1015,"Saltværksvej 113, 1 tv",2770,Tårnby,55.6367987361049,12.631469235754919,1,2,52,2160,10.33113806777952,30673,1595000,2219,0.0,3.0,25,0.37733587511505434,0.9995882442119317,5.354682965138561,6.701729703098983
1016,"Trekronergade 31, 2",2500,København,55.658700661439816,12.519966986058732,2,3,60,0,10.674752512360026,43250,2595000,2896,0.0,2.0,25,0.8627006112877177,2.584711487810311,1.2116118724608629,4.042546990146593
1017,"Borups Alle 113, 5 G",2000,Frederiksberg,55.69325266766695,12.53350161395119,5,2,61,2188,10.61890979160975,40901,2495000,3061,0.0,3.0,25,0.6153263688264168,1.3350420131248,1.8499975045107158,2.267310066874489
1018,"Strandvejen 110B, st th",2900,Gentofte,55.733907775093925,12.57526438653628,0,3,79,5686,10.767811078785028,47468,3750000,3915,-6.1,3.0,25,0.7559269905988291,5.647101539512175,4.837641108665953,5.570159754895649
1019,"Rødager Alle 61B, 2",2610,Rødovre,55.67562560464675,12.454102541569462,2,1,45,0,10.099588732738454,24333,1095000,2979,0.0,3.0,25,0.2924807415768865,2.6638729928465086,5.480654382276825,7.0884207863438435
1020,"Mathildevej 17, 4",2000,Frederiksberg,55.67541108213435,12.5163773242714,4,3,73,0,10.858729730545225,51986,3795000,2839,0.0,2.0,26,1.2038415926206387,0.8482205667099049,1.9834924628020132,3.256139112730215
1021,"Reberbanegade 8, 3 TV",2300,Tårnby,55.662937550705465,12.60315928055136,3,2,49,0,10.653629244615882,42346,2075000,2029,0.0,0.0,26,2.055032968301338,0.0818830399399206,2.1581491870943585,3.334951546417516
1022,"Dalstrøget 71, 2 th",2870,Gentofte,55.73622215023362,12.5188370936363,2,2,60,0,10.36037428013116,31583,1895000,3089,0.0,3.0,26,1.8648426240362592,5.719942532383044,5.734704153988222,6.5032074507712565
1023,"Bagsværd Hovedgade 116A, 11 F",2880,Furesø,55.76061072493873,12.45571947983994,1,1,45,0,10.126631103850338,25000,1125000,1552,0.0,3.0,26,0.5136178997527775,8.45936666371405,10.253773569236323,10.966200984026848
1024,"Lombardigade 21, 3 TH",2300,Tårnby,55.654366220326395,12.61361500887395,3,2,56,0,10.529693327342192,37410,2095000,2223,0.0,4.0,26,1.5050019562101944,0.9052325672330424,3.21618698970372,4.480389437396722
1025,"Topperne 11, 3 33",2620,Albertslund,55.672419785503074,12.343008005088551,3,4,97,0,10.0039209498574,22113,2145000,3465,0.0,4.0,27,2.494268758537092,9.460346952138536,12.3221929182822,14.074491465876916
1026,"Tagensvej 47, 3 22",2200,Frederiksberg,55.69993488467276,12.55274972513532,3,2,43,4221,10.744946973787279,46395,1995000,2122,0.0,3.0,28,0.48932172821780984,2.0130128050959026,1.1696401961787934,1.9370308980584878
1027,"Vojensvej 2, 2 th",2610,Rødovre,55.66518725013371,12.473495605545411,2,2,51,1229,10.216544931319136,27352,1395000,3122,0.0,1.0,28,1.2576093629014358,2.6985208221067913,4.072662318944296,6.177765626877105
1028,"Bratskovvej 1B, 2 tv",2720,Frederiksberg,55.688584337945954,12.487700546871471,2,2,77,0,10.723025063923394,45389,3495000,2853,0.0,2.0,28,0.09395728740647435,0.255837691847089,4.29926166236506,4.9345548229574705
1029,"Vigerslevvej 119, 2 tv",2500,København,55.662416621345365,12.48304817193078,2,2,51,0,10.442725690738797,34294,1749000,2390,0.0,2.0,28,1.3708061573442147,2.7753780636104146,3.4603127434829233,5.740103891275873
1030,"Hørdumsgade 19, 2 th",2450,København,55.65327742974709,12.536257299768591,2,2,63,0,10.364513502749514,31714,1998000,2500,0.0,3.0,28,0.9242701807897111,3.119227849933155,1.028860459079289,3.9082424297753997
1031,"Tagensvej 75, 4 TV",2200,Frederiksberg,55.701952679730866,12.54982805767995,4,3,74,0,10.757030159556331,46959,3475000,3350,0.0,3.0,28,0.2848339371457376,2.2473725768464634,1.4580623560922017,2.2194243513050775
1032,"Kongelundsvej 63C, 1 2",2300,Tårnby,55.637825452088315,12.590216077958301,1,1,49,0,10.361924545410398,31632,1550000,1704,0.0,2.0,28,1.996983312391506,0.4592114341540712,3.8966463930411583,5.384007294002181
1033,"Rungsted Bytorv 2, 1 12",2960,Hørsholm,55.88288533062444,12.529054079017289,1,4,140,0,10.482289531311213,35678,4995000,6136,0.0,4.0,28,0.6851738170606027,21.906401702449593,21.46300561062818,22.24452870738425
1034,"Heimdalsgade 20, 1 TH",2200,Frederiksberg,55.70150145507043,12.54335439642517,1,2,57,0,10.645829577276263,42017,2395000,2089,0.0,3.0,28,0.608362034685797,2.272790598212238,1.6819553358616164,2.3897969862438817
1035,"Thyrasgade 4, 5 611",2200,Frederiksberg,55.697665116712955,12.54604782403745,5,2,56,0,10.781557071590084,48125,2695000,1682,0.0,3.0,28,0.8179364847698013,1.816320763001889,1.2784522199759054,1.9483995835188777
1036,"Magnoliavej 4, 1 th",2600,Albertslund,55.66040040686867,12.4059991215761,1,3,65,0,10.227778757855184,27661,1798000,3503,0.0,2.0,28,0.7286856809202616,6.133169471319609,8.312817159913747,10.394775437522851
1037,"Vigerslevvej 316, 1 TV",2500,København,55.64718090426317,12.49393727845834,1,2,61,0,10.278424722275334,29098,1775000,3441,0.0,3.0,28,0.7758881484630707,4.2448426023387436,3.255592085029674,6.114520939263442
1038,"Frederiksgårds Allé 16A, 2 tv",2720,Frederiksberg,55.69307976710419,12.50914590537232,2,2,62,0,10.379007190594633,32177,1995000,2876,0.0,3.0,28,1.484651201013966,1.0434773337272352,3.3728905869823356,3.6966234175205943
1039,"Hvidovre Torv 4, 2 TH",2650,Hvidovre,55.656689160577876,12.47385550882135,2,3,89,0,10.338090662387613,30887,2749000,3153,0.0,3.0,28,0.5373093221775689,3.575744504366272,4.08999979682343,6.542422356800326
1040,"Brannersvej 27, st 74",2920,Gentofte,55.75711947006295,12.56956098358603,0,2,57,0,10.686726776622613,43771,2495000,2873,0.0,3.0,28,0.5715714420069016,8.228669900521473,7.3694081490036,8.125883021363645
1041,"Baldersgade 76, st TV",2200,Frederiksberg,55.702018437368686,12.54942003311691,0,3,75,0,10.70696786478042,44666,3350000,2610,0.0,3.0,28,0.28983095572782713,2.2572024542214812,1.4784580136729413,2.2376282768156965
1042,"Nordre Fasanvej 157, 1 TH",2000,Frederiksberg,55.69235690945943,12.531510475172961,1,2,56,0,10.663522056137511,42767,2395000,2216,0.0,4.0,28,0.6909258610853183,1.244888814096673,1.9642688720007289,2.3394125319234607
1043,"Nordre Fasanvej 157, 1 TH",2000,Frederiksberg,55.69235690945943,12.531510475172961,1,2,56,0,10.663522056137511,42767,2395000,2216,0.0,4.0,28,0.6909258610853183,1.244888814096673,1.9642688720007289,2.3394125319234607
1044,"Rungsted Bytorv 2, 1 12",2960,Hørsholm,55.88288533062444,12.529054079017289,1,4,140,0,10.482289531311213,35678,4995000,6136,0.0,4.0,28,0.6851738170606027,21.906401702449593,21.46300561062818,22.24452870738425
1045,"Hvidovre Torv 4, 2 TH",2650,Hvidovre,55.656689160577876,12.47385550882135,2,3,89,0,10.338090662387613,30887,2749000,3153,0.0,3.0,28,0.5373093221775689,3.575744504366272,4.08999979682343,6.542422356800326
1046,"Tagensvej 75, 4 TV",2200,Frederiksberg,55.701952679730866,12.54982805767995,4,3,74,0,10.757030159556331,46959,3475000,3350,0.0,3.0,28,0.2848339371457376,2.2473725768464634,1.4580623560922017,2.2194243513050775
1047,"Frederiksgårds Allé 16A, 2 tv",2720,Frederiksberg,55.69307976710419,12.50914590537232,2,2,62,0,10.379007190594633,32177,1995000,2876,0.0,3.0,28,1.484651201013966,1.0434773337272352,3.3728905869823356,3.6966234175205943
1048,"Adilsvej 13, 1 tv",2000,Frederiksberg,55.68445719330509,12.534808399526382,1,2,52,0,10.927250568714278,55673,2895000,2402,0.0,2.0,28,0.3361404731678131,0.3589458007539046,1.8989193918192782,1.9474017761698008
