Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Yearly_expenses,First_year_expenses,log_yearly_sqm_exp,Price_development,Energy_saving,Days_on_market
"Vigerslevvej 278B, st TH",2500,København,55.64969825951497,12.49079064667584,0,2,54,0,10.198058343191331,26851,1450000,4431,102492.0,172492.0,7.5485559791698735,-17.1,2.0,183
"Blankavej 23, 1 tv",2500,København,55.66731797869242,12.50981229973076,1,2,54,0,10.493826513114392,36092,1949000,2117,91306.8,191306.8,7.432996496982438,-2.5,4.0,183
"Højdedraget 33, st TH",2500,København,55.66884507121449,12.48591072144947,0,3,77,0,10.499517922316345,36298,2795000,2585,126084.0,261084.0,7.400898208623092,0.0,3.0,183
"Vangede Bygade 66, st th",2820,Gladsaxe,55.75046062117165,12.51741001241386,0,2,51,0,10.285786382612454,29313,1495000,2291,78486.0,148486.0,7.338849911191956,-5.1,2.0,183
"Drechselsgade 4A, 4 TH",2300,Tårnby,55.6577171860031,12.56767230350888,4,3,131,0,10.731231183345313,45763,5995000,3955,251004.0,546004.0,7.558026831040769,-3.2,5.0,183
"Amager Strandvej 110B, 7 tv",2300,Tårnby,55.66052002566703,12.63206139514705,7,4,122,2019,11.090293851940155,65532,7995000,5009,331452.0,726452.0,7.907217237010699,0.0,8.0,183
"Sortedam Dossering 41C, 5 TH",2200,Frederiksberg,55.69166098250402,12.56798077118683,5,2,56,0,10.88809092459237,53535,2998000,2865,136005.6,286005.6,7.7950996496059,-3.2,3.0,183
"Vangedevej 162A, 2 TV",2870,Gentofte,55.73701985062753,12.52362626680051,2,3,79,0,10.493355383642072,36075,2850000,3584,139788.0,279788.0,7.478434415720756,-1.6,4.0,183
"Glamsbjergvej 18, 3.2",2770,Tårnby,55.63345592356396,12.59755697394007,3,4,114,0,10.537680590252403,37710,4299000,3721,190384.8,405384.8,7.420604117825395,0.0,6.0,184
"Callisensvej 20, st TH",2900,Gentofte,55.73012845806192,12.57474328129152,0,2,49,0,10.79706221716655,48877,2395000,2412,110448.0,225448.0,7.72047980283263,0.0,3.0,184
"Holmegårdsparken 3, 3 tv",2980,Hørsholm,55.91068757458917,12.49120928050971,3,3,119,0,9.621389858378247,15084,1795000,4382,113748.0,198748.0,6.862617261129513,-2.7,3.0,184
"Kildevældsgade 75, st tv",2100,København,55.71408700946836,12.57104650081273,0,3,68,0,10.579946251809838,39338,2675000,4471,144582.0,274582.0,7.66209439445445,-2.7,3.0,184
"Jens Otto Krags Gade 7, 3 2",2300,Tårnby,55.65906500672173,12.56894023139055,3,2,78,0,10.68226181906351,43576,3399000,3334,155230.8,325230.8,7.595959493960598,-8.0,4.0,184
"Søndre Fasanvej 94C, 4 65",2500,København,55.6671654844525,12.51670286561753,4,2,88,0,10.646234093587358,42034,3699000,4266,176584.8,361584.8,7.604219678754361,-4.4,4.0,184
"Gothersgade 23, 3",1123,København,55.68189290416071,12.58319607639671,3,3,102,0,11.061563004475026,63676,6495000,2904,255342.0,575342.0,7.825386288753059,-7.1,2.0,184
"Bohrsgade 2, 19 2",1799,København,55.66379512422618,12.53540923592227,1,4,156,0,10.825521759037349,50288,7845000,6116,339486.0,729486.0,7.685331980767676,-1.9,8.0,184
"Egeparken 33A, st TV",2680,Solrød,55.53586027967231,12.21836397212812,0,4,102,0,9.88113968887222,19558,1995000,3171,105996.0,200996.0,6.9461838232488615,0.0,4.0,185
"Islands Brygge 56, th",2300,Tårnby,55.65745427818321,12.56620103063496,0,4,113,0,10.990077865976913,59283,6699000,5182,289276.8,624276.8,7.847751475465522,0.0,5.0,185
"Brogårdsvej 106, st TH",2820,Gladsaxe,55.75260285754126,12.52015393207613,0,2,58,0,10.193317317045368,26724,1550000,2558,83406.0,158406.0,7.271032517658728,-8.6,3.0,185
"Islands Brygge 58, th",2300,Tårnby,55.65737541216091,12.56613023328337,0,4,113,0,10.95976628818816,57513,6499000,5182,282496.8,607496.8,7.824034683358508,0.0,5.0,185
"Jagtvej 215A, st 4",2100,København,55.70911060368336,12.5742708931268,0,1,45,0,10.475709265167193,35444,1595000,2656,86256.0,161256.0,7.55841240792113,-11.1,4.0,185
"Islands Brygge 56, tv",2300,Tårnby,55.65745427818321,12.56620103063496,0,3,109,0,10.995796684651125,59623,6499000,4987,280156.8,605156.8,7.851756843180757,0.0,5.0,185
"Marstalsgade 32, 5 tv",2100,København,55.70391202113441,12.58909852330143,5,2,52,0,10.778539536393685,47980,2495000,2177,111018.0,231018.0,7.666203910728344,-3.9,3.0,185
"Islands Brygge 40, th",2300,Tårnby,55.65764214453157,12.56623403542513,0,3,146,0,10.91120821851613,54787,7999000,6862,353506.8,753506.8,7.79205137863475,0.0,5.0,185
"Islands Brygge 40, tv",2300,Tårnby,55.65764214453157,12.56623403542513,0,3,136,0,10.982169205715358,58816,7999000,6370,347602.8,747602.8,7.846160841840782,0.0,5.0,185
"Islands Brygge 62, tv",2300,Tårnby,55.65707306844709,12.56570509958319,0,4,147,0,10.727026828278731,45571,6699000,6928,310228.8,645228.8,7.65463278196305,0.0,5.0,185
"Islands Brygge 60, th",2300,Tårnby,55.65720871198481,12.5659878232268,0,4,145,0,10.948857279808518,56889,8249000,6871,361924.8,776924.8,7.822457992000841,0.0,5.0,185
"Islands Brygge 60, th",2300,Tårnby,55.65720871198481,12.5659878232268,0,4,136,0,10.694441793098985,44110,5999000,6418,280378.8,580378.8,7.631241939271474,0.0,5.0,185
"Islands Brygge 44, th",2300,Tårnby,55.65771368840225,12.56593835532504,0,5,136,0,11.042793827531794,62492,8499000,6380,364672.8,789672.8,7.894100906431261,0.0,5.0,185
"Hans Bekkevolds Alle 16s, st tv",2900,Gentofte,55.72856995530515,12.58162750459961,0,5,262,0,11.465833857436378,95400,24995000,19756,1084716.0,2329716.0,8.328484255780715,-3.9,4.0,185
"Dronningens Tværgade 12, 4",1302,København,55.68358991011006,12.58758495316513,4,5,136,0,10.71032049749989,44816,6095000,4463,260490.0,560490.0,7.557664865986748,-6.2,4.0,185
"Islands Brygge 40, mf",2300,Tårnby,55.65764214453157,12.56623403542513,0,4,152,0,10.954833515403148,57230,8699000,7156,380764.8,815764.8,7.826056619805721,0.0,5.0,185
"Nordre Fasanvej 157, 2 TH",2000,Frederiksberg,55.69235690945943,12.53151047517296,2,2,56,0,10.68624689178576,43750,2450000,2205,109680.0,229680.0,7.579970623501047,-3.9,4.0,186
"Hambros Alle 21, st",2900,Gentofte,55.73765040380955,12.58136037677462,0,7,279,0,11.046499428500923,62724,17500000,9089,702318.0,1577318.0,7.83092979006992,0.0,3.0,186
"Herman Triers Plads 4, st TH",1631,København,55.68263590027809,12.55550830945684,0,4,105,0,10.665390909906383,42847,4499000,2913,187468.8,412468.8,7.487407360389063,-4.2,3.0,186
"Bækkeskovvej 10C, 1 TV",2665,Vallensbæk,55.61868913307271,12.38494874748564,1,2,66,0,10.06087584278487,23409,1545000,2345,80664.0,155664.0,7.1083929160466255,-11.5,3.0,186
"Hellerupvej 3, st TV",2900,Gentofte,55.73139523296633,12.57477950809725,0,3,110,0,10.72346560226837,45409,4995000,5240,232524.0,477524.0,7.656268358696167,0.0,1.0,186
"Artillerivej 114, 5",2300,Tårnby,55.65867775651536,12.57081358695964,5,4,144,0,11.1069252136985,66631,9595000,5880,396144.0,871144.0,7.919719760924575,-4.0,5.0,186
"Vigerslev Allé 19, 5",2500,København,55.66167208914064,12.51982041128733,5,4,118,0,10.547785817200792,38093,4495000,3183,190890.0,410890.0,7.388768000429283,-4.3,4.0,187
"Søvang Alle 21, 1 tv",2770,Tårnby,55.63824357642166,12.64610149999061,1,3,65,0,10.451146426347467,34584,2248000,3521,118287.6,233287.6,7.506486956318359,-4.1,2.0,187
"Annettevej 20, st TH",2920,Gentofte,55.75709276075244,12.56831480058166,0,3,81,0,10.576355492237692,39197,3175000,2909,142788.0,297788.0,7.474667137070715,-0.6,2.0,187
"Frederikssundsvej 17, 1 th",2400,København,55.70138649996107,12.53487323488038,1,5,173,0,10.27163147557801,28901,5000000,5938,240756.0,490756.0,7.238247656970422,-4.8,2.0,188
"C.F. Møllers Allé 56, st TH",2300,Tårnby,55.63442887135109,12.57876233687176,0,3,88,0,10.499738295850376,36306,3195000,3274,147912.0,302912.0,7.4270359668319825,0.0,5.0,188
Frederikssundsvej 346,2700,København,55.71298053416494,12.46985633311011,0,1,36,0,9.838949031398556,18750,675000,1742,44034.0,74034.0,7.1091984033170075,0.0,3.0,189
"Strandlodsvej 13G, 2 TH",2300,Tårnby,55.66544654943231,12.62176417163062,2,4,101,0,10.610143083120866,40544,4095000,5645,206874.0,406874.0,7.624744674423664,-6.8,8.0,189
"Ny Ordrup Sidealle 7, st tv",2920,Gentofte,55.76311273487828,12.58513209844431,0,3,73,0,10.398427667071894,32808,2395000,3652,125328.0,240328.0,7.448230138458629,-7.7,3.0,189
"Islands Brygge 7, 1 th",2300,Tårnby,55.66870227656273,12.57949132645981,1,3,96,0,10.636191928094528,41614,3995000,4208,186240.0,381240.0,7.570443252057374,-9.7,2.0,190
"Ægirsgade 73, st tv",2200,Frederiksberg,55.70174043871324,12.55001579078792,0,3,67,0,10.602194250301306,40223,2695000,3382,132258.0,262258.0,7.587817219993427,-10.0,3.0,190
"Sankt Jørgens Allé 8, 4 tv",1615,København,55.67395053475098,12.55920661658265,4,3,83,0,10.819778284410283,50000,4150000,3509,182958.0,387958.0,7.698171289489202,-2.4,3.0,190
"Agerskovvej 4K, st",2610,Rødovre,55.67127071261917,12.46250058647649,0,2,70,0,10.151986911112646,25642,1795000,2733,93960.0,178960.0,7.20212919672349,-2.7,3.0,191
"H.V. Nyholms Vej 2, 1 3",2000,Frederiksberg,55.67925271082887,12.51347605954366,1,4,105,0,10.686498288754322,43761,4595000,4601,211296.0,436296.0,7.607054922836775,-4.2,4.0,192
"Elbagade 19, st tv",2300,Tårnby,55.65369684433836,12.6131397860054,0,2,58,0,10.470447732845688,35258,2045000,2555,100134.0,200134.0,7.453821557425039,0.0,4.0,192
"Pelargonievej 7, 1 tv",2000,Frederiksberg,55.67145333506905,12.51486049582781,1,3,98,0,10.454004932343432,34683,3399000,3302,154846.8,324846.8,7.3652240413574175,-0.8,3.0,192
"Sophus Bauditz Vej 4, 3 th",2920,Gentofte,55.75816131906782,12.59363891014334,3,3,78,0,10.995662499240233,59615,4650000,3296,197352.0,427352.0,7.8360353886292495,0.0,3.0,192
"Frederikssundsvej 346, 5 Lejl. 504",2700,København,55.71298053416494,12.46985633311011,5,1,35,0,9.740968623038354,17000,595000,1669,40512.0,65512.0,7.054005444014434,0.0,3.0,192
"Viktoriagade 10A, 1 TH",1655,København,55.67179597493127,12.55722880362409,1,4,123,0,10.660594962054951,42642,5245000,3919,224982.0,484982.0,7.511591322613969,-4.5,3.0,192
"Amager Landevej 84, 1 TH",2770,Tårnby,55.63320603018289,12.62039130804584,1,3,70,0,10.284352543776059,29271,2049000,3752,114316.8,219316.8,7.398233578560099,-2.4,3.0,192
"Østerbrogade 84B, 3",2100,København,55.7007008746722,12.57805621380737,3,3,63,0,10.894663097601999,53888,3395000,2282,142788.0,307788.0,7.725981565351621,-3.0,3.0,193
"Rørholmsgade 9A, 3 th",1352,København,55.68950500992967,12.57254362069959,3,4,107,0,10.731908357153642,45794,4900000,4594,221238.0,466238.0,7.63416548964924,-7.5,5.0,193
"Johannes V. Jensens Alle 54, 1 tv",2000,Frederiksberg,55.67183602833253,12.50022561214882,1,6,200,0,10.455934850992938,34750,6950000,7774,329058.0,674058.0,7.405671939455213,0.0,3.0,193
"Pilestræde 35D, 2",1112,København,55.68078734455412,12.58010298107149,2,3,103,0,10.920365425621668,55291,5695000,3665,237354.0,517354.0,7.742578988356927,-5.0,3.0,193
"Prinsesse Alexandrines Alle 14, st TV",2920,Gentofte,55.75462579137479,12.56378431644243,0,4,118,0,10.80181795903329,49110,5795000,4640,252444.0,537444.0,7.668260096456365,-3.3,2.0,193
"Godthåbsvænget 33, 2 TV",2000,Frederiksberg,55.69182444139616,12.52031948331054,2,3,87,0,10.60092551451323,40172,3495000,4702,175218.0,345218.0,7.607878073278507,-5.4,4.0,196
"Harrestrupvang 9C, st TH",2500,København,55.66836527013212,12.48570893050974,0,2,53,0,10.430196367929657,33867,1795000,2645,92904.0,177904.0,7.469030067373472,-10.0,3.0,196
"Dalstrøget 63, 3 MF",2870,Gentofte,55.73574257838725,12.51925605057551,3,1,44,0,10.433439104100595,33977,1495000,1560,69714.0,139714.0,7.3679668034926555,0.0,3.0,196
"Sundkaj 81, tv",2150,København,55.70965825307992,12.59828977769837,0,4,136,136,10.956335095836494,57316,7795000,6033,336960.0,721960.0,7.815064622191696,0.0,5.0,197
"Rosenvængets Allé 42B, 2 th",2100,København,55.6998898240592,12.58489222489905,2,3,87,0,10.841363635435306,51091,4445000,4149,200622.0,420622.0,7.743269700829004,-7.3,2.0,197
"Åboulevard 16, 1 TH",2200,Frederiksberg,55.68364583131365,12.55602976232177,1,4,116,0,10.495791775666511,36163,4195000,4343,194640.0,399640.0,7.42531678635104,-8.7,5.0,197
"Jagtvej 57, 1 TV",2200,Frederiksberg,55.69333589318601,12.54743841885996,1,3,97,0,10.62582939137535,41185,3995000,3234,174552.0,369552.0,7.495266991999103,-9.1,3.0,198
"Tværbommen 25, st TV",2820,Gladsaxe,55.75078852454092,12.52008600683877,0,4,84,0,10.359233776285055,31547,2650000,3762,135144.0,265144.0,7.3832793567592505,-11.5,2.0,198
"Frederiksborggade 41, 4 + kl",1360,København,55.68566804076241,12.5659701203436,4,6,84,0,10.963670814584455,57738,4850000,4526,218892.0,458892.0,7.865516937631601,0.0,3.0,198
"Himmerlandsvej 23, 1 TV",2720,Frederiksberg,55.69315060643918,12.50918409619708,1,2,56,764,10.431465235119685,33910,1899000,2685,96592.8,191592.8,7.452907792526161,-9.6,3.0,198
"Højagerparken 77, 2 th",2750,Egedal,55.73455478620832,12.35918980688017,2,3,78,12470,10.071245235769604,23653,1845000,3258,101790.0,191790.0,7.173958319756794,-5.1,1.0,198
"Maglemosevej 9, 2 TH",2900,Gentofte,55.74365334962572,12.57870693000393,2,3,74,0,11.06958713543389,64189,4750000,2971,196842.0,431842.0,7.886091562260603,0.0,2.0,198
"Bellevuevej 5, 2 tv",2930,Lyngby-Taarbæk,55.77669983492842,12.59003424505112,2,4,108,0,10.907477757940512,54583,5895000,5141,261846.0,551846.0,7.793380596545407,-1.8,5.0,198
"Rigensgade 9B, 2 th",1316,København,55.68776200871597,12.58266698446822,2,5,209,0,10.99889471025529,59808,12500000,6998,507726.0,1132726.0,7.795362959004701,0.0,5.0,199
"Livjægergade 32, st th",2100,København,55.6990976860299,12.5864595781412,0,3,79,0,10.697384636196217,44240,3495000,3047,155358.0,325358.0,7.584039557648801,-7.9,3.0,199
"Sorgenfrigade 5, 3 TV",2200,Frederiksberg,55.69566589499374,12.54553229723549,3,2,60,0,10.655280928528807,42416,2545000,2100,111624.0,236624.0,7.528546797349942,-5.6,3.0,199
"Saltværksvej 179, 1",2770,Tårnby,55.63613944522254,12.6257967128717,1,5,119,528,10.228790501392256,27689,3295000,2056,136686.0,296686.0,7.04631811031048,-5.7,1.0,200
"Nicolai Eigtveds Gade 36, st th",1402,København,55.67222268277744,12.58487278057868,0,4,157,0,10.899328563168293,54140,8500000,7741,381042.0,806042.0,7.794419078905436,-19.0,4.0,200
"Strandlodsvej 12A, 2 2",2300,Tårnby,55.66676772465544,12.62026364092469,2,4,127,0,10.710900479224417,44842,5695000,4250,244374.0,524374.0,7.5622680311831925,-5.0,8.0,200
"Lavendelstræde 17A, 1 th",1462,København,55.67609476484312,12.57143125591483,1,3,115,0,10.638136496521085,41695,4795000,4258,213960.0,448960.0,7.528612232281937,-4.0,2.0,200
"Hessensgade 45, 1 TV",2300,Tårnby,55.6637836693458,12.61686992851252,1,2,62,0,10.469965456491996,35241,2185000,2854,108600.0,213600.0,7.468292301436881,-5.0,3.0,200
"Store Strandstræde 18B, th",1255,København,55.68105024782366,12.58956430379013,0,3,98,0,10.888763155865234,53571,5250000,3163,216096.0,476096.0,7.698510553703997,-8.7,4.0,203
"Andrei Sakharovs Vej 3, tv",2450,København,55.65655258688945,12.56102956221046,0,4,117,0,10.939639159861633,56367,6595000,4839,281952.0,606952.0,7.7873181878687,0.0,8.0,204
"Ørestads Boulevard 57A, 4 409",2300,Tårnby,55.63442746630914,12.5821956341611,4,3,112,0,10.390348298848286,32544,3645000,4099,172902.0,352902.0,7.341981367689374,-2.8,5.0,204
"Andrei Sakharovs Vej 9, tv",2450,København,55.65655258688945,12.56102956221046,0,3,99,0,10.787957325420447,48434,4795000,3955,210324.0,445324.0,7.6612846277265865,0.0,8.0,204
"Andrei Sakharovs Vej 19, th",2450,København,55.65655258688945,12.56102956221046,0,2,58,0,10.916650879371755,55086,3195000,2261,135756.0,290756.0,7.758171425168048,0.0,8.0,204
"Andrei Sakharovs Vej 19, mf",2450,København,55.65655258688945,12.56102956221046,0,3,97,0,10.828995673459891,50463,4895000,3955,213714.0,453714.0,7.6976829730585745,0.0,8.0,204
"Skodsborg Strandvej 215, 2 tv",2942,Rudersdal,55.82705953200529,12.57378270401434,2,3,85,1800,10.830302707866496,50529,4295000,4278,197250.0,407250.0,7.749575982217804,0.0,2.0,204
"Willy Brandts Vej 19, tv",2450,København,55.657084,12.561235,0,3,120,0,11.042921835724492,62500,7500000,4784,311658.0,686658.0,7.862169968947402,0.0,8.0,204
"Nyhavn 31F, 2 mf",1051,København,55.680233068825,12.59014185068613,2,2,93,0,11.073831181881586,64462,5995000,3558,246240.0,541240.0,7.88146245591945,-7.8,3.0,204
"Andrei Sakharovs Vej 13, TH",2450,København,55.65584435882861,12.56064711438913,0,3,96,0,10.776118935069867,47864,4595000,3825,201984.0,426984.0,7.651595573857601,0.0,6.0,204
"Vejlebrovej 50, 2 TV",2635,Ishøj,55.61130072448189,12.36003955362172,2,3,96,0,9.879758225836891,19531,1875000,2909,98718.0,188718.0,6.935674388146869,-10.5,4.0,205
"Nyhavn 31K, 2",1051,København,55.680233068825,12.59014185068613,2,4,166,0,10.589811507747948,39728,6595000,6973,307560.0,632560.0,7.524437680789574,0.0,0.0,205
"Martin Luther Kings Vej 25, 4 th",2450,København,55.65768361240918,12.56264331782757,4,4,140,0,11.001499661132206,59964,8395000,4617,340308.0,755308.0,7.79596394627219,-2.3,8.0,205
"Martin Luther Kings Vej 9, 5 tv",2450,København,55.6584040727184,12.56229529867417,5,3,157,0,10.76004951120163,47101,7395000,5906,321876.0,686876.0,7.62567585184312,0.0,8.0,206
"Strandpromenaden 65, 2 tv",2100,København,55.7190893453335,12.58297302651609,2,4,127,0,11.41322666926311,90511,11495000,6719,470622.0,1040622.0,8.217623416555394,0.0,8.0,206
"Andrei Sakharovs Vej 13, TV",2450,København,55.65576385971659,12.56094197570318,0,2,71,0,10.832358816615612,50633,3595000,2740,155064.0,330064.0,7.688913336864796,0.0,6.0,206
"Martin Luther Kings Vej 9, st tv",2450,København,55.6584040727184,12.56229529867417,0,2,135,0,10.595684281560079,39962,5395000,5036,243636.0,508636.0,7.498155808711812,0.0,8.0,206
"Godtgemt 24, 1 2",2880,Furesø,55.76167405022275,12.457551801945,1,1,38,0,10.313309821085701,30131,1145000,1688,59220.0,114220.0,7.351428441929197,-4.2,1.0,207
"Drechselsgade 4A, 1 TV",2300,Tårnby,55.6577171860031,12.56767230350888,1,2,94,0,10.88064758217347,53138,4995000,3166,207636.0,452636.0,7.700247043374644,-9.2,5.0,208
"Geelskovparken 26, 1 mf",2830,Rudersdal,55.80161112993967,12.49195077824747,1,2,61,0,10.346473211391473,31147,1900000,2673,96486.0,191486.0,7.366279334908769,-9.5,4.0,210
"Frederiksberg Alle 41, 106",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,5,166,0,11.005593730458493,60210,9995000,6815,420924.0,915924.0,7.838219785446495,0.0,5.0,210
"Frederiksberg Alle 41, 103",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,4,109,0,11.097546375348252,66009,7195000,4068,293040.0,648040.0,7.896716515223552,0.0,5.0,210
"Flensborggade 21, 2 TH",1669,København,55.6680083540391,12.54737122079231,2,3,67,0,10.803221982094566,49179,3295000,3161,149946.0,309946.0,7.71333788887187,-5.7,3.0,210
"Frederiksberg Alle 41, 204",1820,Frederiksberg,55.67368051661517,12.54058182644116,2,2,57,0,10.994756276448804,59561,3395000,2066,140196.0,305196.0,7.807745454670599,0.0,5.0,210
"Frederiksberg Alle 41, 308",1820,Frederiksberg,55.67368051661517,12.54058182644116,3,2,61,0,11.011604528218484,60573,3695000,2252,152598.0,332598.0,7.824688427413401,0.0,5.0,210
"Frederiksberg Alle 41, 310",1820,Frederiksberg,55.67368051661517,12.54058182644116,3,2,57,0,11.023779790196127,61315,3495000,2066,143586.0,313586.0,7.831638169972744,0.0,5.0,210
"Frederiksberg Alle 41, 307",1820,Frederiksberg,55.67368051661517,12.54058182644116,3,2,53,0,11.06751297975247,64056,3395000,1944,138732.0,303732.0,7.8700073799112005,0.0,5.0,210
"Garderhøjvej 4, 1",2820,Gladsaxe,55.7660301541859,12.53069515426694,1,3,91,0,10.626387691245421,41208,3750000,3032,163674.0,348674.0,7.494772417105227,-5.1,2.0,210
"Frederiksberg Alle 41, 403",1820,Frederiksberg,55.67368051661517,12.54058182644116,4,2,53,0,11.096546011496184,65943,3495000,1944,142122.0,312122.0,7.894149209098515,0.0,5.0,210
"Frederiksberg Alle 41, 201",1820,Frederiksberg,55.67368051661517,12.54058182644116,2,2,53,0,11.052682049496653,63113,3345000,1944,136872.0,301872.0,7.856509547952363,0.0,5.0,210
"Frederiksberg Alle 41, 104",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,4,107,0,11.116053331280083,67242,7195000,4026,292536.0,647536.0,7.913514180541876,0.0,5.0,210
"Frederiksberg Alle 41, 404",1820,Frederiksberg,55.67368051661517,12.54058182644116,4,2,57,0,11.052000499657696,63070,3595000,2066,146976.0,321976.0,7.85497331929097,0.0,5.0,210
"Frederiksberg Alle 41, 110",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,2,57,0,10.964865154594012,57807,3295000,2066,136806.0,296806.0,7.783267875023354,0.0,5.0,210
"Frederiksberg Alle 41, 203",1820,Frederiksberg,55.67368051661517,12.54058182644116,2,2,53,0,11.052682049496653,63113,3345000,1944,136872.0,301872.0,7.856509547952363,0.0,5.0,210
"Langdraget 3, st tv",2720,Frederiksberg,55.68072576128797,12.49023087511586,0,2,55,670,10.420643099996989,33545,1845000,2343,90810.0,180810.0,7.409191505451403,-2.6,3.0,210
"Frederiksberg Alle 41, 102",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,4,115,0,11.043961295299155,62565,7195000,4319,296052.0,651052.0,7.853358265189459,0.0,5.0,210
"Frederiksberg Alle 41, 109",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,2,53,0,11.006805419252556,60283,3195000,1944,131952.0,286952.0,7.8199015855210146,0.0,5.0,210
"Frederiksberg Alle 41, 105",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,4,110,0,11.088415142656158,65409,7195000,4136,293856.0,648856.0,7.890364764620832,0.0,5.0,210
"Frederiksberg Alle 41, 108",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,2,53,0,11.006805419252556,60283,3195000,1944,131952.0,286952.0,7.8199015855210146,0.0,5.0,210
"Frederiksberg Alle 41, 401",1820,Frederiksberg,55.67368051661517,12.54058182644116,4,2,53,0,11.096546011496184,65943,3495000,1944,142122.0,312122.0,7.894149209098515,0.0,5.0,210
"Frederiksberg Alle 41, 107",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,2,53,0,11.006805419252556,60283,3195000,1944,131952.0,286952.0,7.8199015855210146,0.0,5.0,210
"Frederiksberg Alle 41, 202",1820,Frederiksberg,55.67368051661517,12.54058182644116,2,2,53,0,11.052682049496653,63113,3345000,1944,136872.0,301872.0,7.856509547952363,0.0,5.0,210
"Frederiksberg Alle 41, 309",1820,Frederiksberg,55.67368051661517,12.54058182644116,3,2,53,0,11.06751297975247,64056,3395000,1944,138732.0,303732.0,7.8700073799112005,0.0,5.0,210
"Frederiksberg Alle 41, 101",1820,Frederiksberg,55.67368051661517,12.54058182644116,1,4,137,0,10.936084674806935,56167,7695000,5112,322518.0,702518.0,7.763933301785787,0.0,5.0,211
"Jagtvej 215B, 3 2",2100,København,55.70919796799257,12.57435850803479,3,2,65,0,10.555395985079477,38384,2495000,2895,119634.0,239634.0,7.5178050911393175,0.0,4.0,211
"Holger Danskes Vej 12A, 1 th",2000,Frederiksberg,55.68677927201757,12.53847200043202,1,3,58,0,10.81803676885198,49913,2895000,2017,122658.0,262658.0,7.656712263266644,-9.4,3.0,211
"Prinsessegade 5A, 2 TV",1422,København,55.67056190077282,12.5909257284371,2,3,68,0,10.890721253220848,53676,3650000,3324,163788.0,343788.0,7.786820482468089,-8.6,3.0,212
"C.F. Møllers Allé 58, 10 TH",2300,Tårnby,55.63432218246325,12.57872080919367,1,3,89,0,10.661063873251763,42662,3797000,3152,166862.4,351862.4,7.536288429935841,-5.0,5.0,213
"Brannersvej 29, 1 tv",2920,Gentofte,55.75768914486042,12.57037847176822,1,3,95,0,10.765702174211611,47368,4500000,4593,207666.0,432666.0,7.6898094072229135,0.0,4.0,213
"Dexter Gordons Vej 35, 2 6",2450,København,55.6477424939421,12.54825582165544,2,4,120,0,10.682422445046257,43583,5230000,4436,230628.0,490628.0,7.561069559040359,-4.0,4.0,214
"Frankrigsgade 19, 3 TH",2300,Tårnby,55.66195938509173,12.60798451644003,3,2,54,0,10.659421721194839,42592,2300000,2018,102186.0,217186.0,7.545565914502617,0.0,3.0,214
"Martin Luther Kings Vej 25, 6 th",2450,København,55.65767510540569,12.56262663945846,6,4,140,0,11.070537002757467,64250,8995000,5314,369012.0,814012.0,7.876942020209789,-5.3,7.0,214
"Delta Park 32, 6 TV",2665,Vallensbæk,55.62758831777813,12.38892668156278,6,3,95,0,10.19772310395775,26842,2550000,3219,125238.0,250238.0,7.184094314373421,-3.8,4.0,214
"Andrei Sakharovs Vej 19, TH",2450,København,55.65593747811969,12.56084642571263,0,2,58,0,10.884854161146471,53362,3095000,2209,131742.0,281742.0,7.728157732950972,0.0,6.0,215
"Andrei Sakharovs Vej 3, TV",2450,København,55.6558448195841,12.56063125219853,0,4,117,0,10.908850868984608,54658,6395000,4880,275664.0,590664.0,7.764764076974432,0.0,6.0,215
"Martin Luther Kings Vej 11, st 3",2450,København,55.65842439120314,12.560977021513,0,4,181,0,10.756476331740021,46933,8495000,7127,373818.0,793818.0,7.633027295671501,0.0,8.0,215
"Andrei Sakharovs Vej 19, TV",2450,København,55.65570087004304,12.56063407507681,0,4,113,0,10.764265574480024,47300,5345000,4619,236772.0,501772.0,7.64746511304512,0.0,6.0,215
"Martin Luther Kings Vej 9, st TH",2450,København,55.65852140841866,12.56135165804051,0,6,229,0,10.823690621230199,50196,11495000,10761,519126.0,1089126.0,7.726179903695284,-11.5,8.0,215
"Willy Brandts Vej 17, th",2450,København,55.65704302646446,12.56178984188595,0,3,118,0,10.784399780508467,48262,5695000,4715,249954.0,529954.0,7.658347555448642,0.0,8.0,215
"Martin Luther Kings Vej 17, 3",2450,København,55.65796346532945,12.56260514566513,3,4,147,0,10.903880433697777,54387,7995000,5431,336516.0,731516.0,7.735968388449033,0.0,8.0,215
"Østerbrogade 196, st TH",2100,København,55.71156889441597,12.57815878574169,0,3,75,0,10.659609532257463,42600,3195000,3291,148116.0,303116.0,7.588262915995618,-3.0,4.0,217
