Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,log_sqm_price,Sqm_price,Price,Owner_expense,Yearly_expenses,First_year_expenses,log_yearly_sqm_exp,Price_development,Energy_saving,Days_on_market
"Rundforbivej 265, st B",2850,Rudersdal,55.81947259896863,12.53017274280222,0,3,72,0,9.940927835509973,20763,1495000,2491,80886.0,150886.0,7.024129915903064,0.0,2.0,25
"Langdraget 11, 2 TV",2720,Frederiksberg,55.68110206135808,12.48996206077226,2,2,48,0,10.471978128496518,35312,1695000,1758,78870.0,158870.0,7.404355195484146,0.0,2.0,25
"Gammel Køge Landevej 233E, 1",2650,Hvidovre,55.63985658752398,12.49884856262769,1,2,67,0,10.138480620207487,25298,1695000,2524,88062.0,168062.0,7.181103771448288,0.0,3.0,25
"Jagtvej 55, 5 tv",2200,Frederiksberg,55.69322252229122,12.54731670600146,5,4,117,0,10.641536394447272,41837,4895000,3249,205242.0,445242.0,7.46977111489981,0.0,3.0,25
"Judithsvej 5, 2 3",2900,Gentofte,55.72825839466488,12.56515543395731,2,2,57,0,10.686726776622612,43771,2495000,2640,116574.0,236574.0,7.623230275636618,0.0,4.0,25
"Nordre Frihavnsgade 94, st tv",2100,København,55.70342019165523,12.58900561923486,0,2,69,0,10.74298362943121,46304,3195000,2216,135216.0,290216.0,7.580522274187004,0.0,3.0,25
"Ellebjergvej 3, 2 TH",2450,København,55.64998872679537,12.52681719292674,2,2,52,4205,10.503477234609823,36442,1895000,2556,95226.0,185226.0,7.512764574154186,0.0,2.0,25
"Nørre Farimagsgade 69, 2 th",1364,København,55.68557964624553,12.56869965267432,2,3,98,0,10.934374023807974,56071,5495000,3036,223026.0,493026.0,7.730076156903625,0.0,4.0,25
Slotsherrensvej 112,2720,Frederiksberg,55.69864793907113,12.47431654800011,0,3,75,695,10.41229113335048,33266,2495000,2244,111822.0,231822.0,7.30717548677241,0.0,1.0,25
"Helsingborggade 13, 2 th",2100,København,55.71390959837818,12.57034540236792,2,3,75,0,10.705489138008156,44600,3345000,4741,170436.0,335436.0,7.728627025132818,0.0,4.0,25
"Nyhavn 31B, 1 TH",1051,København,55.680233068825,12.59014185068613,1,2,74,0,11.014407128226281,60743,4495000,2471,182346.0,402346.0,7.809596166954388,0.0,0.0,25
"Nørrebrogade 63, 3 TV",2200,Frederiksberg,55.69032408651652,12.55456726615178,3,5,147,0,10.696095378697706,44183,6495000,6036,292926.0,612926.0,7.597242709594926,0.0,3.0,25
"Nørre Farimagsgade 69, 2 th",1364,København,55.68557964624553,12.56869965267432,2,3,98,0,10.934374023807974,56071,5495000,3036,223026.0,493026.0,7.730076156903625,0.0,4.0,25
"Herninggade 3, 2 TV",2100,København,55.70726784713993,12.58841915104494,2,2,64,0,10.68443954523277,43671,2795000,2785,128484.0,263484.0,7.604676578586599,-3.5,3.0,25
"Birkedommervej 30, 3 th",2400,København,55.70883119536629,12.52801342546473,3,2,52,0,10.503477234609823,36442,1895000,2776,97866.0,187866.0,7.540110756460658,0.0,4.0,25
"Gammel Køge Landevej 233E, 1",2650,Hvidovre,55.63985658752398,12.49884856262769,1,2,67,0,10.138480620207487,25298,1695000,2524,88062.0,168062.0,7.181103771448288,0.0,3.0,25
"Jagtvej 55, 5 tv",2200,Frederiksberg,55.69322252229122,12.54731670600146,5,4,117,0,10.641536394447272,41837,4895000,3249,205242.0,445242.0,7.46977111489981,0.0,3.0,25
"Judithsvej 5, 2 3",2900,Gentofte,55.72825839466488,12.56515543395731,2,2,57,0,10.686726776622612,43771,2495000,2640,116574.0,236574.0,7.623230275636618,0.0,4.0,25
"Ellebjergvej 3, 2 TH",2450,København,55.64998872679537,12.52681719292674,2,2,52,4205,10.503477234609823,36442,1895000,2556,95226.0,185226.0,7.512764574154186,0.0,2.0,25
"Øresundsvej 156, 3 MF",2300,Tårnby,55.66196216493121,12.63073166902812,3,2,83,0,10.899624049615001,54156,4495000,3097,189858.0,409858.0,7.735191095505966,0.0,5.0,25
"Åboulevard 12, 5 TH",2200,Frederiksberg,55.68338736066227,12.55626092407833,5,4,89,0,10.711903499513792,44887,3995000,3371,176196.0,371196.0,7.590715921018798,0.0,5.0,25
"Holmbladsgade 11, 2 TH",2300,Tårnby,55.66451667637785,12.6029704805291,2,3,90,0,10.64936948807994,42166,3795000,3997,176928.0,361928.0,7.583688478807394,0.0,3.0,25
"Jagtvej 51, 5 3",2200,Frederiksberg,55.69284745467115,12.54691656508019,5,1,32,1257,10.847510176148173,51406,1645000,1332,71898.0,151898.0,7.717267824110845,0.0,3.0,25
"Helsingborggade 13, 2 th",2100,København,55.71390959837818,12.57034540236792,2,3,75,0,10.705489138008156,44600,3345000,4741,170436.0,335436.0,7.728627025132818,0.0,4.0,25
"Saltværksvej 113, 1 tv",2770,Tårnby,55.6367987361049,12.63146923575492,1,2,52,2160,10.33113806777952,30673,1595000,2219,81012.0,156012.0,7.351108852248443,0.0,3.0,25
"Trekronergade 31, 2",2500,København,55.65870066143982,12.51996698605873,2,3,60,0,10.674752512360026,43250,2595000,2896,123036.0,248036.0,7.625887712235991,0.0,2.0,25
"Borups Alle 113, 5 G",2000,Frederiksberg,55.69325266766695,12.53350161395119,5,2,61,2188,10.61890979160975,40901,2495000,3061,121626.0,241626.0,7.597832177275028,0.0,3.0,25
"Strandvejen 110B, st th",2900,Gentofte,55.73390777509393,12.57526438653628,0,3,79,5686,10.76781107878503,47468,3750000,3915,174270.0,359270.0,7.698913247187666,-6.1,3.0,25
"Rødager Alle 61B, 2",2610,Rødovre,55.67562560464675,12.45410254156946,2,1,45,0,10.099588732738454,24333,1095000,2979,73182.0,123182.0,7.394042278300973,0.0,3.0,25
"Mathildevej 17, 4",2000,Frederiksberg,55.67541108213435,12.5163773242714,4,3,73,0,10.858729730545223,51986,3795000,2839,163032.0,348032.0,7.711242338390856,0.0,2.0,26
"Reberbanegade 8, 3 TV",2300,Tårnby,55.66293755070546,12.60315928055136,3,2,49,0,10.653629244615882,42346,2075000,2029,94938.0,194938.0,7.569159027836411,0.0,0.0,26
"Dalstrøget 71, 2 th",2870,Gentofte,55.73622215023362,12.5188370936363,2,2,60,0,10.36037428013116,31583,1895000,3089,101622.0,191622.0,7.434670763897076,0.0,3.0,26
"Bagsværd Hovedgade 116A, 11 F",2880,Furesø,55.76061072493873,12.45571947983994,1,1,45,0,10.126631103850338,25000,1125000,1552,56844.0,111844.0,7.141403462941432,0.0,3.0,26
"Lombardigade 21, 3 TH",2300,Tårnby,55.6543662203264,12.61361500887395,3,2,56,0,10.529693327342192,37410,2095000,2223,98010.0,198010.0,7.467473102528076,0.0,4.0,26
"Topperne 11, 3 33",2620,Albertslund,55.67241978550307,12.34300800508855,3,4,97,0,10.003920949857399,22113,2145000,3465,114444.0,219444.0,7.07312992086353,0.0,4.0,27
"Tagensvej 47, 3 22",2200,Frederiksberg,55.69993488467276,12.55274972513532,3,2,43,4221,10.744946973787279,46395,1995000,2122,93408.0,188408.0,7.683532157960279,0.0,3.0,28
"Vojensvej 2, 2 th",2610,Rødovre,55.66518725013371,12.47349560554541,2,2,51,1229,10.216544931319138,27352,1395000,3122,85068.0,150068.0,7.419380582918692,0.0,1.0,28
"Bratskovvej 1B, 2 tv",2720,Frederiksberg,55.68858433794595,12.48770054687147,2,2,77,0,10.723025063923394,45389,3495000,2853,153030.0,323030.0,7.594583837731398,0.0,2.0,28
"Vigerslevvej 119, 2 tv",2500,København,55.66241662134537,12.48304817193078,2,2,51,0,10.442725690738797,34294,1749000,2390,87802.8,177802.8,7.4510230370509785,0.0,2.0,28
"Hørdumsgade 19, 2 th",2450,København,55.65327742974709,12.53625729976859,2,2,63,0,10.364513502749514,31714,1998000,2500,97725.6,197725.6,7.346784103928442,0.0,3.0,28
"Tagensvej 75, 4 TV",2200,Frederiksberg,55.70195267973086,12.54982805767995,4,3,74,0,10.757030159556333,46959,3475000,3350,158250.0,328250.0,7.6678662468022525,0.0,3.0,28
"Kongelundsvej 63C, 1 2",2300,Tårnby,55.63782545208832,12.5902160779583,1,1,49,0,10.361924545410398,31632,1550000,1704,73158.0,148158.0,7.308556466677693,0.0,2.0,28
"Rungsted Bytorv 2, 1 12",2960,Hørsholm,55.88288533062444,12.52905407901729,1,4,140,0,10.482289531311213,35678,4995000,6136,243276.0,488276.0,7.46030945764689,0.0,4.0,28
"Heimdalsgade 20, 1 TH",2200,Frederiksberg,55.70150145507043,12.54335439642517,1,2,57,0,10.645829577276265,42017,2395000,2089,106572.0,221572.0,7.533524824211955,0.0,3.0,28
"Thyrasgade 4, 5 611",2200,Frederiksberg,55.69766511671295,12.54604782403745,5,2,56,0,10.781557071590086,48125,2695000,1682,111858.0,241858.0,7.599633797988368,0.0,3.0,28
"Magnoliavej 4, 1 th",2600,Albertslund,55.66040040686867,12.4059991215761,1,3,65,0,10.227778757855184,27661,1798000,3503,102981.6,192981.6,7.367918340581273,0.0,2.0,28
"Vigerslevvej 316, 1 TV",2500,København,55.64718090426317,12.49393727845834,1,2,61,0,10.278424722275334,29098,1775000,3441,101712.0,186712.0,7.419026705002879,0.0,3.0,28
"Frederiksgårds Allé 16A, 2 tv",2720,Frederiksberg,55.69307976710419,12.50914590537232,2,2,62,0,10.379007190594631,32177,1995000,2876,102456.0,197456.0,7.410054332060816,0.0,3.0,28
"Hvidovre Torv 4, 2 TH",2650,Hvidovre,55.65668916057788,12.47385550882135,2,3,89,0,10.338090662387614,30887,2749000,3153,130858.8,270858.8,7.293237788544088,0.0,3.0,28
"Brannersvej 27, st 74",2920,Gentofte,55.75711947006295,12.56956098358603,0,2,57,0,10.686726776622612,43771,2495000,2873,119370.0,239370.0,7.646931924254534,0.0,3.0,28
"Baldersgade 76, st TV",2200,Frederiksberg,55.70201843736869,12.54942003311691,0,3,75,0,10.70696786478042,44666,3350000,2610,145050.0,310050.0,7.56734567601324,0.0,3.0,28
"Nordre Fasanvej 157, 1 TH",2000,Frederiksberg,55.69235690945943,12.53151047517296,1,2,56,0,10.663522056137511,42767,2395000,2216,108096.0,223096.0,7.565423309432322,0.0,4.0,28
"Nordre Fasanvej 157, 1 TH",2000,Frederiksberg,55.69235690945943,12.53151047517296,1,2,56,0,10.663522056137511,42767,2395000,2216,108096.0,223096.0,7.565423309432322,0.0,4.0,28
"Rungsted Bytorv 2, 1 12",2960,Hørsholm,55.88288533062444,12.52905407901729,1,4,140,0,10.482289531311213,35678,4995000,6136,243276.0,488276.0,7.46030945764689,0.0,4.0,28
"Hvidovre Torv 4, 2 TH",2650,Hvidovre,55.65668916057788,12.47385550882135,2,3,89,0,10.338090662387614,30887,2749000,3153,130858.8,270858.8,7.293237788544088,0.0,3.0,28
"Tagensvej 75, 4 TV",2200,Frederiksberg,55.70195267973086,12.54982805767995,4,3,74,0,10.757030159556333,46959,3475000,3350,158250.0,328250.0,7.6678662468022525,0.0,3.0,28
"Frederiksgårds Allé 16A, 2 tv",2720,Frederiksberg,55.69307976710419,12.50914590537232,2,2,62,0,10.379007190594631,32177,1995000,2876,102456.0,197456.0,7.410054332060816,0.0,3.0,28
"Adilsvej 13, 1 tv",2000,Frederiksberg,55.68445719330509,12.53480839952638,1,2,52,0,10.927250568714278,55673,2895000,2402,127278.0,267278.0,7.802885230918978,0.0,2.0,28
"Tagensvej 55, 3 TV",2200,Frederiksberg,55.70031683356857,12.55229082962473,3,3,66,0,10.688826419085547,43863,2895000,2560,129174.0,269174.0,7.579260869662958,-1.7,3.0,28
"Thyrasgade 4, 5 611",2200,Frederiksberg,55.69766511671295,12.54604782403745,5,2,56,0,10.781557071590086,48125,2695000,1682,111858.0,241858.0,7.599633797988368,0.0,3.0,28
"Rasmus Rasks Vej 10, st TH",2500,København,55.66277313107919,12.51748563004843,0,3,79,0,10.638448235909484,41708,3295000,2512,142158.0,302158.0,7.495246541607511,0.0,1.0,28
"Vojensvej 2, 2 th",2610,Rødovre,55.66518725013371,12.47349560554541,2,2,51,1229,10.216544931319138,27352,1395000,3122,85068.0,150068.0,7.419380582918692,0.0,1.0,28
"Robert Jacobsens Vej 74, 1 T5",2300,Tårnby,55.61741868830892,12.5719039784568,1,4,145,0,10.396902486042325,32758,4750000,5688,229446.0,464446.0,7.366689244258511,0.0,5.0,28
"Holmbladsgade 81, st TH",2300,Tårnby,55.66647795728593,12.61271202258487,0,2,71,0,10.506409105022517,36549,2595000,2657,120168.0,245168.0,7.433966165636575,0.0,4.0,29
"Christian Langes Plads 13, tv",2450,København,55.65655258688945,12.56102956221046,0,4,145,0,11.012957351205019,60655,8795000,5747,367428.0,802428.0,7.8375489176525965,0.0,8.0,29
"Hamletsgade 4, 2 162",2200,Frederiksberg,55.70296508637887,12.54746777364266,2,1,67,0,10.396994062531652,32761,2195000,2708,107220.0,212220.0,7.377945457990562,0.0,2.0,29
"Århusgade 95, 1 tv",2100,København,55.70691818257389,12.58653976326729,1,3,82,806,10.794583545775726,48756,3998000,3691,179817.6,379817.6,7.69297903550543,0.0,3.0,29
"Keplersgade 24, 3 th",2300,Tårnby,55.65380092610256,12.61235420532091,3,4,86,0,10.555083305937838,38372,3300000,4060,160590.0,325590.0,7.532262515802029,0.0,3.0,29
"Lauravej 15, 1 th",2500,København,55.66843801817996,12.51026266700721,1,2,58,0,10.585775989761197,39568,2295000,3345,118254.0,228254.0,7.62014712187413,0.0,3.0,29
"Rødovre Parkvej 213, 2",2610,Rødovre,55.67998336444387,12.45133619224291,2,1,47,0,10.14348822091676,25425,1195000,2047,65388.0,120388.0,7.23794643266104,0.0,3.0,29
"Tøndergade 24, 2 TH",1752,København,55.66985998213342,12.5417955559727,2,3,67,0,10.833109033818927,50671,3395000,3383,156000.0,321000.0,7.752918666840708,0.0,4.0,29
"Elverhøjen 1B, 1 TH",2730,Herlev,55.72102366957039,12.44863470264862,1,2,56,0,10.305948151623994,29910,1675000,2497,86994.0,166994.0,7.3482427390061,0.0,2.0,29
Vagtelvej 53,2000,Frederiksberg,55.69316956123863,12.5216981010491,0,5,107,0,10.699755241810553,44345,4745000,4612,216348.0,451348.0,7.611814666868295,0.0,4.0,29
"Christian Langes Plads 9, tv",2450,København,55.65655258688945,12.56102956221046,0,3,100,0,10.984444905965518,58950,5895000,3999,248142.0,538142.0,7.816586255942438,0.0,8.0,29
"Helga Larsens Plads 10, 4 TH",2720,Frederiksberg,55.68444896801119,12.48419676333836,4,3,76,0,10.476160579628198,35460,2695000,3753,136710.0,266710.0,7.494883832639707,0.0,3.0,29
"Snogegårdsvej 8E, 1 th",2820,Gladsaxe,55.74995824931513,12.51768359868607,1,2,51,0,10.384431121820198,32352,1650000,2326,84012.0,164012.0,7.406889292040872,0.0,3.0,29
"Hellerupvej 51C, 3 TV",2900,Gentofte,55.73323715011206,12.56153023787285,3,5,140,0,10.66478391544408,42821,5995000,5185,265764.0,560764.0,7.548721553298542,0.0,3.0,29
Slotsbakken 142,2970,Rudersdal,55.90348226959893,12.50839094219305,0,2,69,0,10.079120121179287,23840,1645000,2628,87450.0,167450.0,7.144715975849489,0.0,3.0,29
"Rosbæksvej 3, 2 TV",2100,København,55.72248941560142,12.5767688082481,2,3,74,0,11.014407128226281,60743,4495000,3654,196542.0,416542.0,7.8845663347060615,0.0,3.0,29
"Bagerstræde 5A, st",1617,København,55.67297775285351,12.55399485209284,0,4,98,0,10.733501183228723,45867,4495000,3061,189426.0,409426.0,7.56678624724929,0.0,2.0,29
"Damhustorvet 9, 2 th",2610,Rødovre,55.67217808997941,12.47333605825971,2,2,55,0,10.335854213841799,30818,1695000,2135,83394.0,163394.0,7.323998458080342,0.0,3.0,29
"Nørrebrogade 219, 1 TV",2200,Frederiksberg,55.69913823773722,12.54049735751416,1,2,57,0,10.624736163206949,41140,2345000,2663,111600.0,226600.0,7.579625061094798,0.0,3.0,29
"Christian Langes Plads 13, th",2450,København,55.65655258688945,12.56102956221046,0,4,150,0,11.165252736369972,70633,10595000,5945,430824.0,955824.0,7.96281963892276,0.0,8.0,29
"Hellerupvej 51C, 3 TV",2900,Gentofte,55.73323715011206,12.56153023787285,3,5,140,0,10.66478391544408,42821,5995000,5185,265764.0,560764.0,7.548721553298542,0.0,3.0,29
"Keplersgade 24, 3 th",2300,Tårnby,55.65380092610256,12.61235420532091,3,4,86,0,10.555083305937838,38372,3300000,4060,160590.0,325590.0,7.532262515802029,0.0,3.0,29
"Christian Langes Plads 9, th",2450,København,55.65655258688945,12.56102956221046,0,2,61,0,10.955968638860549,57295,3495000,2308,146490.0,316490.0,7.783838581550504,0.0,8.0,29
"Amagerbrogade 297, 2 TV",2300,Tårnby,55.64121915582925,12.61699769191638,2,3,66,0,10.367787446365185,31818,2100000,3681,115362.0,220362.0,7.466175547373966,0.0,3.0,29
"Askevænget 23, 1 TV",2830,Rudersdal,55.79398889833914,12.47728701806512,1,3,69,0,10.433674529780738,33985,2345000,2710,112164.0,227164.0,7.393610860373324,0.0,3.0,29
"Snogegårdsvej 8E, 1 th",2820,Gladsaxe,55.74995824931513,12.51768359868607,1,2,51,0,10.384431121820198,32352,1650000,2326,84012.0,164012.0,7.406889292040872,0.0,3.0,29
"Christian Langes Plads 13, th",2450,København,55.65655258688945,12.56102956221046,0,4,150,0,11.10695522930662,66633,9995000,5945,410484.0,905484.0,7.914456936161256,0.0,8.0,29
"Bagsværd Hovedgade 99, 2 H",2880,Furesø,55.76027302593636,12.45525903976325,2,2,40,0,10.28789925144646,29375,1175000,1876,62592.0,117592.0,7.3555132992805525,0.0,1.0,29
Vagtelvej 53,2000,Frederiksberg,55.69316956123863,12.5216981010491,0,5,107,0,10.699755241810553,44345,4745000,4612,216348.0,451348.0,7.611814666868295,0.0,4.0,29
"Ejgårdsvej 15, st",2920,Gentofte,55.75864825379406,12.57635030084581,0,5,175,0,10.787833437827631,48428,8475000,6042,360054.0,780054.0,7.629223325259904,0.0,1.0,29
"Christian Langes Plads 13, tv",2450,København,55.65655258688945,12.56102956221046,0,4,145,0,11.012957351205019,60655,8795000,5747,367428.0,802428.0,7.8375489176525965,0.0,8.0,29
"Dronningens Vænge 4, 1 TH",2800,Rudersdal,55.78101266984326,12.49192506872098,1,2,79,0,10.624711855667964,41139,3250000,3676,154452.0,314452.0,7.578190794970356,0.0,3.0,29
"Johan Kellers Vej 47, 1 TV",2450,København,55.65505150405894,12.53616294566248,1,2,59,0,10.514990744055563,36864,2175000,2584,104988.0,209988.0,7.484063892988545,0.0,3.0,29
"Helga Larsens Plads 10, 4 TH",2720,Frederiksberg,55.68444896801119,12.48419676333836,4,3,76,0,10.476160579628198,35460,2695000,3753,136710.0,266710.0,7.494883832639707,0.0,3.0,29
"Slejpnersgade 8, st tv",2200,Frederiksberg,55.70128897201037,12.5432396137504,0,2,55,1474,10.616878439573116,40818,2245000,2422,105318.0,215318.0,7.55740643845193,0.0,3.0,29
"Rødovre Parkvej 213, 2",2610,Rødovre,55.67998336444387,12.45133619224291,2,1,47,0,10.14348822091676,25425,1195000,2047,65388.0,120388.0,7.23794643266104,0.0,3.0,29
"Rødovre Parkvej 215, 2",2610,Rødovre,55.67990398313361,12.45128145473884,2,3,67,0,10.291365577217242,29477,1975000,3033,103596.0,198596.0,7.343561378632557,0.0,3.0,29
"Dronningens Tværgade 10, 1",1302,København,55.68354893073242,12.58775626756376,1,3,121,0,10.777559481473872,47933,5800000,3212,235164.0,525164.0,7.572247876470313,0.0,5.0,29
"Rosbæksvej 3, 2 TV",2100,København,55.72248941560142,12.5767688082481,2,3,74,0,11.014407128226281,60743,4495000,3654,196542.0,416542.0,7.8845663347060615,0.0,3.0,29
"Christian Langes Plads 9, tv",2450,København,55.65655258688945,12.56102956221046,0,3,100,0,10.984444905965518,58950,5895000,3999,248142.0,538142.0,7.816586255942438,0.0,8.0,29
"Tøndergade 24, 2 TH",1752,København,55.66985998213342,12.5417955559727,2,3,67,0,10.833109033818927,50671,3395000,3383,156000.0,321000.0,7.752918666840708,0.0,4.0,29
"Kong Hans Alle 3, 1 th",2860,Gladsaxe,55.75016988047317,12.49421986118018,1,2,47,0,10.30108848558749,29765,1399000,2681,79594.8,149594.8,7.434556441355372,0.0,3.0,30
"Christiansvej 13, 1 tv",2600,Albertslund,55.66398232535179,12.38835225632113,1,2,64,0,10.123466100507182,24921,1595000,2264,81552.0,156552.0,7.150113049220151,0.0,2.0,30
"Roskildevej 114, 4 TV",2000,Frederiksberg,55.67259301246311,12.49859085194915,4,2,69,0,10.44639306976553,34420,2375000,2557,111444.0,226444.0,7.387170996966749,0.0,3.0,30
"Malmøgade 10, 2 TH",2100,København,55.69197803608961,12.57900960232043,2,6,188,0,10.881136754541224,53164,9995000,6516,417336.0,912336.0,7.705204968900065,0.0,3.0,30
"Rådmandsgade 48B, 3 th",2200,Frederiksberg,55.70078271040102,12.55297002922912,3,2,55,1469,10.72245207378078,45363,2495000,2254,111942.0,231942.0,7.618402973767583,0.0,3.0,30
"Blidahpark 12, st tv",2900,Gentofte,55.74332557077874,12.57915508810694,0,2,61,0,10.750192379971189,46639,2845000,2560,127314.0,267314.0,7.643537890758844,0.0,2.0,30
"Kabbelejevej 31, st tv",2700,København,55.70780229821947,12.4920099726233,0,3,79,0,10.276773762280058,29050,2295000,4240,128994.0,238994.0,7.398073318167182,0.0,2.0,30
"Norsvej 5, st mf",1916,Frederiksberg,55.67793800328459,12.55565451374053,0,3,101,0,10.904211340385112,54405,5495000,5174,248682.0,518682.0,7.808809733973885,0.0,3.0,30
"Tagensvej 53, 3 TV",2200,Frederiksberg,55.70024140965715,12.55241135687621,3,3,66,0,10.705959879210065,44621,2945000,2560,130704.0,275704.0,7.591035761555225,-4.8,3.0,30
"Bergthorasgade 17, 1 2",2300,Tårnby,55.66474404477369,12.57893869519647,1,2,43,0,10.68290416824825,43604,1875000,2153,89646.0,179646.0,7.642423744385577,0.0,4.0,30
"Landskronagade 61, 2 TV",2100,København,55.71267211133687,12.56806629216292,2,3,72,0,10.761131704977476,47152,3395000,2399,144192.0,309192.0,7.602234904775861,0.0,3.0,30
"H.C. Ørsteds Vej 70, 3 tv",1879,Frederiksberg,55.68449116594266,12.55168200712371,3,7,224,0,10.482653835144635,35691,7995000,6760,352464.0,747464.0,7.361057716504462,-2.4,3.0,30
"Ved Sønderport 16, 2 tv",2300,Tårnby,55.66650181229021,12.60181677091207,2,2,64,0,10.68443954523277,43671,2795000,1864,117432.0,252432.0,7.514731638277397,0.0,3.0,30
"Bredegrund 3, 5",2300,Tårnby,55.65931302039461,12.61418263492888,5,3,107,0,10.527713287629652,37336,3995000,3865,182124.0,377124.0,7.43961421828614,0.0,4.0,30
"Blidahpark 16, 2 th",2900,Gentofte,55.7434888445827,12.57910629238184,2,2,61,0,10.90610275886971,54508,3325000,2913,147756.0,312756.0,7.792443679407561,0.0,2.0,30
"Valdemar Holmers Gade 40, 1",2100,København,55.71098680987014,12.55829288186804,1,3,76,0,10.77949780990826,48026,3650000,2619,155328.0,335328.0,7.622560948799943,0.0,3.0,30
"Øresundsvej 48, 1 th",2300,Tårnby,55.66027846025688,12.61346048877964,1,4,105,0,10.292924899567096,29523,3100000,6039,177558.0,332558.0,7.433092244928859,0.0,3.0,30
"Folkvarsvej 30, 1 tv",2000,Frederiksberg,55.683327256739,12.53220769321166,1,2,46,0,10.936583063952368,56195,2585000,2871,122364.0,247364.0,7.886114091663131,0.0,3.0,31
"Sigynsgade 66, 1 TH",2200,Frederiksberg,55.70583771001907,12.55135908517805,1,2,71,0,10.383534330109535,32323,2295000,3091,115206.0,225206.0,7.391797232179656,0.0,4.0,31
"Burmeistersgade 25, st TH",1429,København,55.67604340744776,12.59901872538881,0,2,54,0,10.699890535397843,44351,2395000,2420,110544.0,225544.0,7.6241848641643015,0.0,3.0,31
"Christian Langes Plads 9, TV",2450,København,55.65593265703348,12.56070285069647,0,3,100,0,11.017809134909417,60950,6095000,3999,254922.0,554922.0,7.8435427090079815,0.0,6.0,31
"Ahornsgade 21, st th",2200,Frederiksberg,55.69164659791615,12.55919236736911,0,2,48,0,10.935692909006638,56145,2695000,2055,116334.0,246334.0,7.793019632251169,0.0,3.0,31
"Christian Langes Plads 9, mf",2450,København,55.65593403931686,12.56065526401909,0,3,108,0,10.890367214850572,53657,5795000,4622,252228.0,537228.0,7.755957492223761,0.0,6.0,31
"Sankt Peders Stræde 32, 2",1453,København,55.67884091304033,12.56728966150954,2,4,112,0,10.801756869812465,49107,5500000,3058,223146.0,498146.0,7.597082673439217,0.0,5.0,31
"Langdraget 27, st tv",2720,Frederiksberg,55.68185556325437,12.48939266909454,0,2,55,0,10.618200511010635,40872,2248000,2938,111291.6,226291.6,7.61257587748492,0.0,3.0,31
"Folkvarsvej 28, st th",2000,Frederiksberg,55.68328681121642,12.53236319388377,0,2,46,0,10.817595904751217,49891,2295000,1800,99714.0,209714.0,7.681419970866483,0.0,3.0,31
"Slotsherrensvej 9, 1 th",2720,Frederiksberg,55.694540993773,12.49197253673219,1,2,61,1911,10.345413157647068,31114,1898000,2686,96567.6,191567.6,7.36712469604018,0.0,4.0,31
"Holger Danskes Vej 19, st th",2000,Frederiksberg,55.68660460379774,12.53735797482543,0,2,55,0,10.61910536672344,40909,2250000,2761,109572.0,219572.0,7.597003961171869,0.0,3.0,31
"Christian Langes Plads 13, TV",2450,København,55.65593035318692,12.56078216181623,0,4,145,0,10.989942910933607,59275,8595000,5771,360936.0,785936.0,7.8197221938589845,0.0,6.0,31
"Nørre Farimagsgade 69, 5 tv",1364,København,55.68557964624553,12.56869965267432,5,3,108,910,10.700949702360713,44398,4795000,2911,197796.0,432796.0,7.512860248395136,0.0,4.0,31
Berggreensgade 30,2100,København,55.71546706047403,12.57429452858472,0,3,63,0,10.99411807146258,59523,3750000,1745,148230.0,333230.0,7.763385674116373,-6.1,4.0,31
"Poppelgade 16, st th",2200,Frederiksberg,55.69227761596582,12.55851749708362,0,2,51,650,10.837264505417558,50882,2595000,1841,110376.0,235376.0,7.6798223651635436,0.0,3.0,31
"Taastrup Have 4, 2 th",2630,Høje-Taastrup,55.653097125011,12.29723303939837,2,2,60,10770,10.123265446374036,24916,1495000,1915,73974.0,143974.0,7.117124396874507,0.0,3.0,31
"Grækenlandsvej 118, 1 tv",2300,Tårnby,55.64532263683094,12.61993627374359,1,2,50,0,10.515966830028619,36900,1845000,2185,88914.0,178914.0,7.483401883990087,0.0,4.0,31
"Frimestervej 5, st TH",2400,København,55.70678599108445,12.53658746151765,0,2,49,0,10.614327292626992,40714,1995000,2521,98196.0,193196.0,7.602900462204755,0.0,3.0,31
"Victor Bendix Gade 18, st TV",2100,København,55.71204755745418,12.56635289131729,0,3,83,0,10.526453655972313,37289,3095000,3094,142362.0,292362.0,7.447287780618984,0.0,4.0,31
"Kastanie Allé 17, 2 th",2720,Frederiksberg,55.6838128649558,12.49012417425901,2,3,93,0,10.535078427396968,37612,3498000,4047,167139.6,342139.6,7.493985177196005,0.0,2.0,31
"Christian Langes Plads 13, TV",2450,København,55.6559124170919,12.56078053182877,0,4,145,0,11.057424166724601,63413,9195000,5771,381276.0,836276.0,7.874545058879205,0.0,6.0,31
"Christian Langes Plads 9, TH",2450,København,55.65581561164115,12.56070811822354,0,2,61,0,11.011604528218484,60573,3695000,2308,153270.0,333270.0,7.829082486819642,0.0,6.0,31
"Bogensegade 9, 1 th",2100,København,55.70865597850148,12.58091811817038,1,3,70,0,10.789319076925574,48500,3395000,2713,147960.0,312960.0,7.6562020038970315,0.0,2.0,31
Vangedevej 232C,2870,Gentofte,55.72964848268912,12.52450710118111,0,2,40,0,10.528757310692988,37375,1495000,1522,69258.0,139258.0,7.456714486729031,0.0,0.0,31
