Address,Zip_code,Municipality,Latitude,Longitude,Floor,Rooms,Area,Land_area,Price,Sqm_price,log_sqm_price,Price_development,Owner_expense,Sqm_owner_expenses,Yearly_expenses,First_year_expenses,Sqm_yearly_expenses,log_sqm_yearly_exp,Energy_saving,Days_on_market,School_dist,Metro_dist,Jail_dist,Centrum_coor
Slotsbakken 47,2970,Rudersdal,55.901946789444544,12.50642766545548,0,2,76,0,2250000,29605,10.295698544965877,0.0,3280,43.157894736842096,115800.0,225800.0,1523.6842105263156,7.328886503834701,4.0,66,1.4249874169926515,23.918102931057682,23.744891891437682,24.531258900683106
"Engelholmvej 35, st TH",2700,København,55.70247076727808,12.498938011749251,0,2,59,0,1750000,29661,10.297588330565242,0.0,2274,38.54237288135593,86778.0,171778.0,1470.8135593220334,7.293570968396067,3.0,39,1.3084627069900738,1.7603510368333373,4.2038663281923885,4.670512471329683
"Cedervænget 17, st TV",2830,Rudersdal,55.79499820462251,12.478159110799911,0,3,74,0,2195000,29662,10.297622044301908,0.0,2953,39.905405405405396,110160.0,215160.0,1488.6486486486488,7.305624040198366,3.0,3,2.3467082293927657,12.01853007674725,12.73268907704025,13.511005623818797
"Rødovre Parkvej 207, 2",2610,Rødovre,55.680166766433715,12.45120914106002,2,1,47,0,1395000,29680,10.298228697281317,0.0,2234,47.53191489361702,74412.0,139412.0,1583.2340425531916,7.3672248964278175,3.0,7,0.6256742944190921,2.629973374798214,5.807553735146204,7.2196974058385655
"Birketinget 2A, st TH",2300,Tårnby,55.65607733850466,12.600079093100979,0,2,84,0,2495000,29702,10.298969662590892,0.0,3751,44.654761904761905,129906.0,249906.0,1546.5,7.343749592125124,4.0,16,2.3588232052620186,0.6514309979740973,2.439140221700009,3.80028093232963
"Bredebovej 31, 4 mf",2800,Rudersdal,55.79565763412089,12.504936150102846,4,2,69,14330,2050000,29710,10.299238968456653,-6.6,2795,40.5072463768116,103200.0,203200.0,1495.6521739130435,7.31031762743234,4.0,72,2.749094091382541,12.09595478033746,12.198525226517287,12.98781738693802
"Hedesøvej 4, lejl2",2640,Roskilde,55.643188,12.205266,0,3,78,0,2319000,29730,10.299911915992144,0.0,2501,32.06410256410256,108358.8,228358.8,1389.2153846153851,7.236494395250999,9.0,60,3.241808654511437,18.644307553364875,21.057428162627637,23.141576656640854
"Parkvej 151, 1 MF",2630,Høje-Taastrup,55.65362590732096,12.319285378481819,1,2,42,0,1250000,29761,10.300954090533024,0.0,1332,31.714285714285715,58524.0,118524.0,1393.4285714285709,7.239522587214685,4.0,109,0.9564550633600076,11.44075674505202,13.803456096263368,15.878050823566795
"Kong Hans Alle 3, 1 th",2860,Gladsaxe,55.75016988047317,12.494219861180179,1,2,47,0,1399000,29765,10.30108848558749,0.0,2681,57.04255319148936,79594.8,149594.8,1693.5063829787234,7.4345564413553715,3.0,30,1.4743121276852502,7.002857803951763,7.8632819474720765,8.615097900946369
"Johannes V. Jensens Alle 2, 2 4",2000,Frederiksberg,55.67198781217407,12.4961661588922,2,4,151,0,4495000,29768,10.30118927002646,0.0,6687,44.28476821192053,232938.0,452938.0,1542.635761589404,7.34124776590291,2.0,32,1.2526315483643116,1.5318358583582958,2.8397865067210875,4.583578207010157
"Sallingvej 76, st tv",2720,Frederiksberg,55.69329644369856,12.49778329519299,0,2,67,0,1995000,29776,10.301457978882032,0.0,2628,39.223880597014926,99480.0,194480.0,1484.7761194029852,7.303019278526375,3.0,72,0.906955882036804,0.7902029794763729,4.087526704742879,4.394724135824817
"Herlev Hovedgade 93A, st TH",2730,Herlev,55.72149982265853,12.44448709892164,0,3,67,0,1995000,29776,10.301457978882032,0.0,2397,35.776119402985074,96708.0,191708.0,1443.4029850746274,7.2747587887215435,3.0,24,2.031595161418536,4.803915829142435,8.16610919519246,8.684145672236943
"Lauggårds Alle 18, 2 th",2860,Gladsaxe,55.72834097075513,12.514606105328289,2,3,62,0,1847000,29790,10.301928045707328,-5.1,3164,51.03225806451614,100736.4,190736.4,1624.7806451612905,7.393128098059139,4.0,84,2.2689897850435634,4.803241924082643,5.134876820261786,5.876425031736529
"Herlev Hovedgade 99A, 1 th",2730,Herlev,55.721880044170724,12.44407455777581,1,3,73,0,2175000,29794,10.302062309939537,0.0,2678,36.684931506849324,106116.0,211116.0,1453.6438356164385,7.281828673215344,3.0,32,2.0057145748158955,4.853277640840705,8.207294081055936,8.727183070948232
"Rødovrevej 192, st TV",2610,Rødovre,55.686429137591794,12.46476456734735,0,2,73,0,2175000,29794,10.302062309939537,0.0,2633,36.06849315068493,105576.0,210576.0,1446.2465753424658,7.276726910548272,3.0,58,1.1851336513588908,1.6573336013053046,5.326110722999878,6.3577511163540334
"Bagsværdvej 69B, 1 1",2800,Rudersdal,55.764758071815564,12.48648344156562,1,3,67,0,1997000,29805,10.302431443654028,-4.7,2065,30.820895522388053,92798.4,187798.4,1385.0507462686567,7.233492057855381,0.0,53,0.4155959641540475,8.629084625191837,9.500680529705251,10.262992252785232
"Helmer Søgårds Alle 26, 1 TV",2770,Tårnby,55.63165351701728,12.643040963674519,1,3,67,0,1998000,29820,10.302934588318733,0.0,2914,43.49253731343283,102693.6,202693.6,1532.7402985074627,7.334812457154466,1.0,15,0.7239104495547981,0.413663618486573,6.274491167024753,7.605296517917825
"Aldershvilevej 108, 1 A",2880,Furesø,55.76260949255744,12.45722005274224,1,4,87,0,2595000,29827,10.303169302555226,0.0,3612,41.51724137931035,131628.0,256628.0,1512.9655172413793,7.3218269225447505,3.0,50,0.4243789491992441,8.650612879270506,10.36224947609812,11.081405818244416
"Herlev Hovedgade 101, st TH",2730,Herlev,55.72196790213109,12.443827414782861,0,3,62,0,1850000,29838,10.303538027942793,0.0,2857,46.08064516129032,97164.0,187164.0,1567.161290322581,7.357021166429022,2.0,14,1.990323160169149,4.870498777093852,8.22549060120926,8.745503271118473
Dianas Have 25,2970,Rudersdal,55.876102211488075,12.50497497606407,0,3,97,0,2895000,29845,10.30377260060275,0.0,4915,50.670103092783506,157434.0,297434.0,1623.0309278350517,7.3920506233004035,3.0,14,1.749572561146668,21.0392641889992,20.919420483684878,21.707477652910246
"Emdrupvej 111, 3 7",2400,København,55.722510324252994,12.541642424708213,3,3,97,0,2895000,29845,10.30377260060275,-6.5,4862,50.123711340206185,156798.0,296798.0,1616.4742268041236,7.3880026532116725,4.0,113,1.076785356099655,4.5840233501125285,3.744174986725135,4.530459803408038
"Gyngemose Parkvej 16, 2 tv",2860,Gladsaxe,55.7248568002811,12.474033240844081,2,5,100,0,2985000,29850,10.303940118820748,0.0,3654,36.54,145320.0,290320.0,1453.2,7.281523300347048,5.0,102,0.19249927263035504,4.316751122025671,6.723848020199554,7.333595503055896
"Hedesøvej 3, lejl3",2640,Roskilde,55.64344200000001,12.205438,0,2,77,0,2299000,29857,10.304174597191192,0.0,2442,31.714285714285715,107236.8,222236.8,1392.6857142857143,7.2389893304389155,9.0,60,3.2263204831925965,18.626376835550982,21.043724849386653,23.125331569479357
"Sejlbjerg Allé 5, Lejl1",2640,Roskilde,55.64446228360114,12.20447576001125,0,2,82,82,2449000,29865,10.304442505166406,0.0,2568,31.31707317073171,113668.8,238668.8,1386.2048780487805,7.2343249884856125,9.0,87,3.2694486209152585,18.65523227495179,21.09262350323193,23.162479125075198
"Lundebjerggårdsvej 1A, 1 th",2740,Herlev,55.72260994753107,12.40471112383627,1,3,117,4241,3495000,29871,10.304643389056194,0.0,3720,31.794871794871803,163434.0,333434.0,1396.8717948717954,7.241990583300363,5.0,123,0.4796433322269503,6.703226493351102,10.53283065998767,10.992865783037283
"Sejlbjerg Alle 5, Lejl7",2640,Roskilde,55.64446228360114,12.20447576001125,0,3,92,0,2749000,29880,10.304944639246754,0.0,2629,28.57608695652174,124570.8,264570.8,1354.0304347826088,7.2108409309024735,9.0,7,3.2694486209152585,18.65523227495179,21.09262350323193,23.162479125075198
"Cedervænget 11, st MF",2830,Rudersdal,55.794626384241326,12.47858877938406,0,1,50,0,1495000,29900,10.305613759378778,-6.3,2099,41.98,76182.0,146182.0,1523.64,7.3288574878697,4.0,63,2.3947211906982093,11.97543031590275,12.683823412342734,13.462218111474636
"Frederiksdalsvej 10E, st TV",2830,Rudersdal,55.79699310000658,12.47947036713931,0,2,56,0,1675000,29910,10.305948151623994,0.0,2371,42.339285714285715,85482.0,165482.0,1526.4642857142858,7.330709415710138,3.0,4,2.169605311597385,12.234959512413502,12.901290902211368,13.681263421402106
"Elverhøjen 1B, 1 TH",2730,Herlev,55.721023669570386,12.448634702648619,1,2,56,0,1675000,29910,10.305948151623994,0.0,2497,44.589285714285715,86994.0,166994.0,1553.4642857142858,7.3482427390061,2.0,29,1.821948313744273,4.606243217616499,7.907165066544625,8.43022152270239
"Skjulhøj Allé 81, 2 TH",2720,Frederiksberg,55.6973337256225,12.48071129364758,2,3,70,0,2095000,29928,10.306549776027982,-4.8,3384,48.34285714285714,111942.0,211942.0,1599.1714285714286,7.377240916950695,3.0,121,0.13350266878937211,1.2934693330663072,5.200544363001473,5.5462452466553565
"Engbakken 45, 1 TV",2830,Rudersdal,55.79614846177385,12.47055269163926,1,3,70,0,2095000,29928,10.306549776027982,-4.6,2879,41.128571428571426,105882.0,205882.0,1512.6,7.321585303421929,2.0,178,2.1077616107803747,12.187528596932962,13.053741533950404,13.827852279152687
"Runebergs Alle 48, 1 TH",2860,Gladsaxe,55.73027203203647,12.50996770656735,1,3,75,0,2245000,29933,10.306716829702717,-6.3,3294,43.92,115782.0,225782.0,1543.76,7.341976278088101,3.0,112,1.909724360111032,4.929953821734563,5.481295546883199,6.217187423701828
"Bagsværdvej 71A, st TV",2800,Rudersdal,55.76536935817288,12.48617124596828,0,3,80,0,2395000,29937,10.306850452552423,0.0,3552,44.4,124128.0,239128.0,1551.6,7.347041935565812,2.0,66,0.4046331655324445,8.697778102754318,9.56935122106752,10.332011192674182
"Gladsaxevej 129, 1",2860,Gladsaxe,55.72994763738993,12.50684738740618,1,4,90,0,2695000,29944,10.307084249584264,0.0,3463,38.477777777777774,133230.0,263230.0,1480.333333333333,7.300022566623991,2.0,108,1.7592047159717816,4.8510406199752465,5.573886572625361,6.300680000124366
"Aldershvilevej 103A, 1 tv",2880,Furesø,55.76139962351387,12.458356706877561,1,4,90,0,2695000,29944,10.307084249584264,0.0,3240,36.0,130554.0,260554.0,1450.6,7.279732542929312,3.0,63,0.5594520927088549,8.502567835335004,10.213124173145626,10.931375987135649
"Gladsaxevej 107, 2 TV",2860,Gladsaxe,55.72961597279325,12.50995657659936,2,4,100,0,2995000,29950,10.307284603543597,-6.3,3137,31.37,139488.0,284488.0,1394.88,7.240563669050027,4.0,142,1.945064651880955,4.858925782809044,5.423718001553963,6.1574317711486195
"Frederikssundsvej 133, 2 5",2700,København,55.705321212134045,12.50680460537169,2,3,100,0,2995000,29950,10.307284603543597,-6.3,3461,34.61,143376.0,288376.0,1433.76,7.268055643135908,4.0,140,1.6801329663851619,2.2374033540823417,3.8549428338025455,4.392469824994269
"Ørestads Boulevard 57A, 3 307",2300,Tårnby,55.634427466309134,12.582195634161101,3,3,115,0,3445000,29956,10.307484917369258,0.0,4364,37.94782608695653,169302.0,339302.0,1472.1913043478262,7.294507253037285,5.0,179,1.391252536411573,0.4165813587450424,4.154511650569194,5.633437483307746
"Vallensbæk Stationstorv 54A, st th",2665,Vallensbæk,55.622689934686974,12.38918683160018,0,4,130,130,3895000,29961,10.307651814911244,0.0,4753,36.56153846153846,189390.0,379390.0,1456.8461538461538,7.284029209574197,6.0,141,0.5035810125595797,9.636925892505063,10.365747109547456,13.053815475140128
"Hedesøvej 4, lejl3",2640,Roskilde,55.643188,12.205266,0,2,60,0,1799000,29983,10.30838583336139,0.0,1903,31.716666666666665,83818.8,173818.8,1396.98,7.242068042762213,9.0,60,3.241808654511437,18.644307553364875,21.057428162627637,23.141576656640854
"Hedesøvej 3, lejl2",2640,Roskilde,55.64344200000001,12.205438,0,3,85,0,2549000,29988,10.308552580622953,0.0,2664,31.341176470588234,118210.8,248210.8,1390.715294117647,7.237573493848159,9.0,60,3.2263204831925965,18.626376835550982,21.043724849386653,23.125331569479357
"Pilegårdsvej 38, 2 tv",2860,Gladsaxe,55.719442360986356,12.46391476778128,2,2,55,0,1650000,30000,10.308952660644293,-4.3,2509,45.61818181818182,86208.0,166208.0,1567.4181818181821,7.357185074537567,3.0,64,0.9914638911569094,3.965294788158791,6.966489746193285,7.512013570098366
"Vigerslevvej 314, st TH",2500,København,55.64726983185076,12.493340999218528,0,3,61,0,1830000,30000,10.308952660644293,-3.4,3558,58.32786885245902,104832.0,194832.0,1718.5573770491806,7.449240483599375,3.0,80,0.767935137419395,4.246087933683064,3.2825343280698407,6.135675238589312
"Buddingevej 72H, 1 TV",2800,Rudersdal,55.761278540648185,12.49438511146377,1,2,55,0,1650000,30000,10.308952660644293,0.0,2863,52.05454545454546,90456.0,170456.0,1644.6545454545455,7.40528563838261,2.0,3,0.6093535696317738,8.239502177283374,8.919080246236126,9.68650146765502
"Aldershvilevej 125, 2 TH",2880,Furesø,55.76251344658412,12.45520223546592,2,3,83,2821,2495000,30060,10.310950663306963,-3.9,3024,36.43373493975904,121182.0,241182.0,1460.0240963855426,7.286208218939843,3.0,63,0.32820897454579434,8.672331248006113,10.435610246609018,11.151534709676582
Katrinedalsvej 2,2720,Frederiksberg,55.69270587862303,12.49925869709526,0,1,63,0,1895000,30079,10.311582532830313,0.0,2820,44.76190476190475,98394.0,188394.0,1561.8095238095239,7.353600379179968,3.0,108,0.9377515810099132,0.7855948258685881,3.9913627999048154,4.289480353041384
"Ådalsvej 65, 1 th",2720,Frederiksberg,55.69359411141848,12.49648862546317,1,2,63,2807,1895000,30079,10.311582532830313,0.0,2460,39.04761904761904,94074.0,184074.0,1493.2380952380954,7.308702259196973,3.0,31,0.8727919238544815,0.7795302513210507,4.170904292889592,4.48161172495958
"Hedesøvej 3, lejl1",2640,Roskilde,55.64344200000001,12.205438,0,3,103,0,3099000,30087,10.311848463756318,3.3,3197,31.03883495145631,143416.8,298416.8,1392.3961165048545,7.238781366867647,9.0,60,3.2263204831925965,18.626376835550982,21.043724849386653,23.125331569479357
"Hedesøvej 4, lejl1",2640,Roskilde,55.643188,12.205266,0,3,95,0,2859000,30094,10.312081095318824,0.0,3045,32.05263157894737,133324.8,278324.8,1403.418947368421,7.246666643773381,8.0,60,3.241808654511437,18.644307553364875,21.057428162627637,23.141576656640854
"Rådhusstræde 1, 3 tv",1466,København,55.67720592598648,12.5740309320774,3,6,249,0,7495000,30100,10.312280450736967,-25.0,9097,36.53413654618474,363558.0,733558.0,1460.0722891566265,7.2862412265976255,5.0,394,0.487411491267213,0.6835824128808583,0.02439206412552219,0.933244453257976
"Vangede Bygade 70, 1 th",2820,Gladsaxe,55.75046213280817,12.517043474503401,1,2,49,0,1475000,30102,10.312346893712308,0.0,1885,38.46938775510204,72870.0,142870.0,1487.142857142857,7.304612012553703,2.0,60,1.941175929215033,7.219545556420018,7.209759826618622,7.991077624246098
"Hedesøvej 3, lejl5",2640,Roskilde,55.64344200000001,12.205438,0,3,83,0,2499000,30108,10.312546196154422,0.0,2664,32.096385542168676,116680.8,241680.8,1405.7927710843371,7.248356672520829,9.0,60,3.2263204831925965,18.626376835550982,21.043724849386653,23.125331569479357
"Hedesøvej 3, lejl4",2640,Roskilde,55.64344200000001,12.205438,0,2,83,0,2499000,30108,10.312546196154422,0.0,2632,31.710843373493976,116296.8,241296.8,1401.1662650602414,7.2450602152843215,9.0,60,3.2263204831925965,18.626376835550982,21.043724849386653,23.125331569479357
"Roskildevej 341A, st MF",2610,Rødovre,55.671346904013795,12.460757250558,0,2,43,811,1295000,30116,10.312811870970013,0.0,1882,43.76744186046512,66798.0,126798.0,1553.4418604651162,7.3482283032632,2.0,56,0.5771205867666899,2.605744679252185,4.962198007041941,6.758503865109793
"Godtgemt 24, 1 2",2880,Furesø,55.76167405022275,12.457551801945,1,1,38,0,1145000,30131,10.3133098210857,-4.2,1688,44.42105263157895,59220.0,114220.0,1558.421052631579,7.351428441929197,1.0,207,0.5009219638134844,8.544542837917048,10.269014021133664,10.986644676286836
"Bagsværd Hovedgade 99, 12 F",2880,Furesø,55.76021113894443,12.45522166936086,1,1,38,0,1145000,30131,10.3133098210857,0.0,1975,51.97368421052632,62664.0,117664.0,1649.052631578947,7.407956239320687,3.0,127,0.5370111317622887,8.424759943498763,10.240824444461257,10.951545813363776
"Ørestads Boulevard 59B, 7 716",2300,Tårnby,55.63397334879205,12.582042883168668,7,1,106,0,3195000,30141,10.313641650130423,-13.6,4202,39.64150943396226,159048.0,314048.0,1500.4528301886792,7.313522228324107,5.0,265,1.343947779742736,0.4679211618954381,4.203075123087408,5.681404379998199
"Kastrupvej 50, 1 B",2300,Tårnby,55.6556687821793,12.617011434790587,1,2,63,0,1899000,30142,10.31367482697962,-2.6,2640,41.904761904761905,96052.8,191052.8,1524.6476190476196,7.3295185928638755,4.0,49,1.4019777740324442,0.7387037624816659,3.3130678785736407,4.5238207607177365
"Toftebæksvej 50, 1 TH",2800,Rudersdal,55.777006136843575,12.50788640804081,1,2,58,0,1749000,30155,10.314106025885089,-2.6,3206,55.27586206896552,97594.8,187594.8,1682.6689655172415,7.42813648174688,3.0,110,0.7901617099517627,10.043659796506557,10.170472989315837,10.957449168198169
"Karlslunde Kysthave 11, st TV",2690,Solrød,55.565792073644886,12.27055214725011,0,3,96,0,2895000,30156,10.314139187331591,-3.3,3554,37.020833333333336,141102.0,281102.0,1469.8125,7.2928901206170496,4.0,151,4.686681349959735,19.389741243167773,19.997927816006264,22.793420265854028
"Prisholmvej 7, 1 TV",2500,København,55.66040806318686,12.48285369622369,1,2,53,0,1599000,30169,10.314570186095,-5.9,4237,79.94339622641509,105046.8,185046.8,1982.0150943396227,7.5918693305721465,1.0,32,1.2324168167847849,2.989062014828549,3.4801728289102694,5.848993086202451
"Bredebovej 33, st th",2800,Rudersdal,55.79584869593786,12.5048575653642,0,2,76,0,2295000,30197,10.315497860680296,-8.0,3180,41.8421052631579,116274.0,226274.0,1529.921052631579,7.332971413467972,4.0,150,2.7364670967372344,12.116818220659905,12.220300832982687,13.009597961500196
"Amager Landevej 3B, 2 TH",2770,Tårnby,55.64017579937534,12.61761684224405,2,3,76,0,2295000,30197,10.315497860680296,-8.0,2944,38.73684210526316,113442.0,223442.0,1492.657894736842,7.308313631789652,2.0,142,1.2853032764679169,1.4541356429102914,4.492296910680298,5.8853387586156565
"Christiansvej 23, 1 tv",2600,Albertslund,55.663746083112365,12.387791012093697,1,3,61,0,1845000,30245,10.317086160541017,-2.6,2137,35.032786885245905,88338.0,178338.0,1448.1639344262296,7.278051780920153,2.0,154,1.2779852197965111,7.0068477155951845,9.456281054453015,11.426007618531823
"Rødovre Parkvej 185, st th",2610,Rødovre,55.680357449950286,12.452101185166173,0,3,76,0,2299000,30250,10.31725146345899,0.0,3126,41.131578947368425,115444.8,230444.8,1519.0105263157895,7.325814432338576,3.0,14,0.6009135676866034,2.5700680620376395,5.76208115485492,7.16238645315437
"Sejlbjerg Allé 5, lejl2",2640,Roskilde,55.64446228360114,12.20447576001125,0,2,76,0,2299000,30250,10.31725146345899,0.0,2417,31.802631578947373,106936.8,221936.8,1407.0631578947366,7.249259944447192,9.0,7,3.2694486209152585,18.65523227495179,21.09262350323193,23.162479125075198
"Bagsværd Hovedgade 99, 14 C",2880,Furesø,55.76021113894443,12.45522166936086,1,1,38,0,1149500,30250,10.31725146345899,0.0,1975,51.97368421052632,62501.4,122501.4,1644.7736842105264,7.405358075747231,3.0,4,0.5370111317622887,8.424759943498763,10.240824444461257,10.951545813363776
"Dalstrøget 120, 4",2870,Gentofte,55.73706700482428,12.52167027994624,4,2,76,0,2300000,30263,10.317681123208134,-4.2,3662,48.18421052631579,121914.0,236914.0,1604.1315789473686,7.3803378168247376,3.0,128,1.6636354420711712,5.865544772678352,5.735205537523539,6.509361068744526
"Stationsparken 35, 5 2",2600,Albertslund,55.66136514139616,12.393581413004501,5,3,94,0,2845000,30265,10.317747208325786,0.0,2777,29.542553191489358,129918.0,269918.0,1382.106382978723,7.231363978918341,8.0,266,1.0617026424056344,6.779163392634653,9.091887351977435,11.127005425613225
"Stradellasvej 32, 3 Lejl. 3",2450,København,55.6450611303405,12.52619894126279,3,2,56,0,1695000,30267,10.317813289076488,0.0,2799,49.98214285714285,91362.0,171362.0,1631.4642857142858,7.397233225333638,3.0,19,0.6379023285601763,3.655324548567564,2.0757635131632592,5.015496248467956
"Nakskovvej 40, st tv",2500,København,55.668886326279704,12.492675683467688,0,2,66,0,1999000,30287,10.318473856527929,-7.0,2784,42.18181818181818,101170.8,201170.8,1532.8909090909092,7.3349107146247015,2.0,129,1.4611773280371745,1.9088403725185383,2.9423646569390267,4.902816824770998
"Snogegårdsvej 8E, st TH",2820,Gladsaxe,55.74995824931513,12.517683598686073,0,2,51,0,1545000,30294,10.318704952086973,-6.4,2317,45.43137254901961,80328.0,155328.0,1575.0588235294117,7.3620478988349465,3.0,93,1.882535822724508,7.174182740898905,7.142312098796473,7.923866218525938
"Skodsborgvej 302, 2 tv",2850,Rudersdal,55.814958381542006,12.533005264544787,2,3,79,0,2395000,30316,10.31943090493192,0.0,3459,43.78481012658228,123012.0,238012.0,1557.113924050633,7.35058933810438,3.0,33,0.10672931166714167,14.45533751288322,13.921366821845362,14.706626171535492
"Skjulhøj Allé 1, 3 th",2720,Frederiksberg,55.69183099919629,12.48292791167757,3,2,75,0,2274000,30320,10.319562839756307,-0.0,3105,41.4,114262.8,229262.8,1523.504,7.3287682239556275,3.0,63,0.4953674434568581,0.7190541446326061,4.765234026493942,5.279372002063498
"Grushøj 3, st TH",2880,Furesø,55.758933864993686,12.45332271812453,0,2,46,0,1395000,30326,10.319760709360883,-3.8,2041,44.3695652173913,72096.0,137096.0,1567.304347826087,7.3571124467428755,1.0,107,0.6336204128155352,8.321051820377795,10.214264361483918,10.918893442040396
"Stationsparken 35, 5 4",2600,Albertslund,55.66136514139616,12.393581413004501,5,4,107,0,3245000,30327,10.319793683822168,0.0,3180,29.719626168224305,148314.0,308314.0,1386.1121495327102,7.234258092445095,8.0,11,1.0617026424056344,6.779163392634653,9.091887351977435,11.127005425613225
"Stationsparken 35, 5",2600,Albertslund,55.66136514139616,12.393581413004501,5,4,107,0,3245000,30327,10.319793683822168,0.0,3180,29.719626168224305,148314.0,308314.0,1386.1121495327102,7.234258092445095,8.0,133,1.0617026424056344,6.779163392634653,9.091887351977435,11.127005425613225
"Jyllingevej 7, 1 Lejl. 4",2720,Frederiksberg,55.69351555600442,12.49325005374511,1,2,75,0,2275000,30333,10.319991507759507,0.0,2005,26.73333333333333,101430.0,211430.0,1352.4,7.2096360708337315,4.0,18,0.7432339915075464,0.7057951110457256,4.373565041008438,4.6779235335391895
"Jyllingevej 7, 1 Lejl. 4",2720,Frederiksberg,55.69351555600442,12.49325005374511,1,2,75,0,2275000,30333,10.319991507759507,0.0,2005,26.73333333333333,101430.0,211430.0,1352.4,7.2096360708337315,4.0,18,0.7432339915075464,0.7057951110457256,4.373565041008438,4.6779235335391895
"Frederikssundsvej 396, st tv",2700,København,55.716076778336536,12.461466297402348,0,3,70,0,2125000,30357,10.320782412397868,0.0,2910,41.57142857142857,107040.0,212040.0,1529.142857142857,7.332462633312696,3.0,73,1.3473962966134954,3.705592843199796,6.9455820689218895,7.4583035833786395
Morbærhegnet 47,2670,Greve,55.58588479417305,12.27263707021737,0,3,69,0,2095000,30362,10.32094710549266,-4.6,2255,32.68115942028985,98394.0,198394.0,1426.0,7.262628600974241,4.0,127,2.8905254067453425,17.796480935892546,18.767355180356816,21.46015930997399
"Jernbane Allé 11, 3 TH",2720,Frederiksberg,55.68452218232237,12.49268612156999,3,2,69,0,2095000,30362,10.32094710549266,-8.7,3363,48.73913043478261,111690.0,211690.0,1618.695652173913,7.3893759509376125,4.0,85,0.40126952761662893,0.32523091883792793,3.7643755121621285,4.596807312321301
"Bredebovej 29, st TV",2800,Rudersdal,55.795510051227616,12.50506652594904,0,2,69,9693,2095000,30362,10.32094710549266,-2.6,2892,41.91304347826087,106038.0,206038.0,1536.7826086956522,7.337446294820593,4.0,113,2.747361363838148,12.080159156921342,12.180404935163764,12.969706314599351
"Slotsherrensvej 9, 2 tv",2720,Frederiksberg,55.694540993773,12.49197253673219,2,3,74,0,2248000,30378,10.321473941197963,-4.3,3360,45.405405405405396,116355.6,231355.6,1572.372972972973,7.360341205008336,4.0,102,0.6928053525479664,0.8085135733922955,4.462199811909387,4.7825143625576105
"Åsvinget 24, 1 TH",2665,Vallensbæk,55.618006941091174,12.378391871562279,1,4,92,0,2795000,30380,10.321539776149764,-1.9,3181,34.57608695652174,133236.0,268236.0,1448.2173913043478,7.278088693793228,4.0,56,1.3444933307555431,10.479809376563386,11.205063716583602,13.906703495241375
"Peter Bangs Vej 232, st",2500,København,55.67817528648625,12.491069655799947,0,4,115,0,3495000,30391,10.321901790930502,0.0,3124,27.16521739130435,156282.0,326282.0,1358.9739130434782,7.21448521826674,4.0,8,0.4927810852418046,0.9713343653459516,3.4338187486137737,4.745799396586004
"Kammerrådensvej 29, 1 TV",2970,Rudersdal,55.87980718722153,12.49611186302908,1,4,87,0,2645000,30402,10.322263674703963,0.0,4070,46.7816091954023,138654.0,268654.0,1593.7241379310346,7.373828781594548,3.0,2,1.923571940138818,21.43601183120151,21.427169540818728,22.216326634046283
"Askevænget 27, st tv",2830,Rudersdal,55.79355641118409,12.47858905787704,0,3,74,0,2250000,30405,10.322362347554213,-4.3,2276,30.756756756756765,103752.0,213752.0,1402.054054054054,7.245693621811408,4.0,74,2.5072662395229943,11.856559212833288,12.57562828597074,13.353500385658393
"Rødovrevej 315A, 3 7",2610,Rødovre,55.69516923881061,12.458374724551101,3,3,105,0,3195000,30428,10.323118516117194,0.0,3878,36.93333333333333,155160.0,310160.0,1477.7142857142858,7.298251771396379,3.0,38,1.4491352068594614,2.2351909431027384,6.194309688185849,6.864117667351367
"Amagerbrogade 263B, 3",2300,Tårnby,55.644312015027744,12.615486413175928,3,4,95,5815,2895000,30473,10.324596324632314,-3.3,3440,36.21052631578947,139734.0,279734.0,1470.8842105263159,7.2936190027013055,3.0,245,1.2841943127763218,1.458817350341121,4.05594976564482,5.429572716452688
"Sejlbjerg Alle 5, Lej11",2640,Roskilde,55.64446228360114,12.20447576001125,0,2,82,0,2499000,30475,10.324661954349473,0.0,2679,32.670731707317074,116860.8,241860.8,1425.1317073170733,7.262019514619133,9.0,53,3.2694486209152585,18.65523227495179,21.09262350323193,23.162479125075198
"Egehusene 1, lejl. 9, 2.sal",2600,Albertslund,55.66765320759697,12.37424145757992,0,4,108,0,3295000,30509,10.325777001034597,0.0,3937,36.4537037037037,159258.0,319258.0,1474.611111111111,7.296149580527238,8.0,371,2.0829629651185937,7.668339066626125,10.323602153284689,12.188886141877026
"Kaffevej 29, tv",2610,Rødovre,55.67633540515804,12.43844441338953,0,3,108,0,3295000,30509,10.325777001034597,0.0,3800,35.18518518518517,157614.0,317614.0,1459.388888888889,7.285773057823634,8.0,305,1.2653023794412408,3.5281793746130146,6.453862294567116,8.056607031069719
"Egehusene 1, lejl. 2, stuen",2600,Albertslund,55.66765320759697,12.37424145757992,0,4,108,0,3295000,30509,10.325777001034597,0.0,3937,36.4537037037037,159258.0,319258.0,1474.611111111111,7.296149580527238,8.0,371,2.0829629651185937,7.668339066626125,10.323602153284689,12.188886141877026
"Hedesøvej 4, lejl4",2640,Roskilde,55.643188,12.205266,0,3,95,0,2899000,30515,10.325973644978596,0.0,3045,32.05263157894737,134812.8,279812.8,1419.0821052631572,7.257765536841428,9.0,60,3.241808654511437,18.644307553364875,21.057428162627637,23.141576656640854
