date,identifier,type,value,country
1864-03-30,BE000006447,TMAX,8.2,BE
1864-03-30,AGE00135039,TMAX,18.5,AG
1864-03-30,GME00125218,TMAX,8.1,GM
1864-03-30,EZE00100082,TMAX,10.7,EZ
1864-03-30,ITE00100554,TMAX,10.8,IT
1864-03-30,ASN00066062,TMAX,22.9,AS
1864-03-30,AU000005901,TMAX,8.0,AU
1864-03-30,GM000004204,TMAX,10.6,GM
1864-03-30,UK000047811,TMAX,9.7,UK
1864-03-30,UK000056225,TMAX,11.3,UK
1864-03-30,SZ000006717,TMAX,-11.3,SZ
1864-03-31,ITE00100550,TMAX,14.3,IT
1864-03-31,ASN00086071,TMAX,30.6,AS
1864-03-31,CA006158350,TMAX,3.9,CA
1864-03-31,EIE00101859,TMAX,9.4,EI
1864-03-31,BE000006447,TMAX,10.1,BE
1864-03-31,AGE00135039,TMAX,17.0,AG
1864-03-31,GME00125218,TMAX,7.5,GM
1864-03-31,EZE00100082,TMAX,9.0,EZ
1864-03-31,ITE00100554,TMAX,14.4,IT
1864-03-31,ASN00066062,TMAX,23.4,AS
1864-03-31,AU000005901,TMAX,9.0,AU
1864-03-31,GM000004204,TMAX,9.5,GM
1864-03-31,UK000047811,TMAX,9.7,UK
1864-03-31,UK000056225,TMAX,9.8,UK
1864-03-31,SZ000006717,TMAX,-8.0,SZ
1864-04-01,ITE00100550,TMAX,15.0,IT
1864-04-01,ASN00086071,TMAX,29.5,AS
1864-04-01,CA006158350,TMAX,4.4,CA
1864-04-01,EIE00101859,TMAX,8.9,EI
1864-04-01,BE000006447,TMAX,10.8,BE
1864-04-01,AGE00135039,TMAX,16.0,AG
1864-04-01,GME00125218,TMAX,10.3,GM
1864-04-01,EZE00100082,TMAX,10.5,EZ
1864-04-01,ITE00100554,TMAX,15.2,IT
1864-04-01,ASN00066062,TMAX,23.9,AS
1864-04-01,AU000005901,TMAX,10.8,AU
1864-04-01,GM000004204,TMAX,10.4,GM
1864-04-01,UK000047811,TMAX,8.1,UK
1864-04-01,ASN00090015,TMAX,23.9,AS
1864-04-01,UK000056225,TMAX,10.9,UK
1864-04-01,SZ000006717,TMAX,1.0,SZ
1864-04-02,ITE00100550,TMAX,16.5,IT
1864-04-02,ASN00086071,TMAX,28.3,AS
1864-04-02,CA006158350,TMAX,6.1,CA
1864-04-02,EIE00101859,TMAX,10.0,EI
1864-04-02,BE000006447,TMAX,9.7,BE
1864-04-02,AGE00135039,TMAX,17.0,AG
1864-04-02,GME00125218,TMAX,4.5,GM
1864-04-02,EZE00100082,TMAX,7.7,EZ
1864-04-02,ITE00100554,TMAX,16.6,IT
1864-04-02,ASN00066062,TMAX,23.9,AS
1864-04-02,AU000005901,TMAX,8.8,AU
1864-04-02,GM000004204,TMAX,6.6,GM
1864-04-02,UK000047811,TMAX,10.6,UK
1864-04-02,ASN00090015,TMAX,19.4,AS
1864-04-02,UK000056225,TMAX,14.2,UK
1864-04-02,SZ000006717,TMAX,-7.0,SZ
1864-04-03,ITE00100550,TMAX,14.8,IT
1864-04-03,ASN00086071,TMAX,26.1,AS
1864-04-03,CA006158350,TMAX,7.2,CA
1864-04-03,EIE00101859,TMAX,10.0,EI
1864-04-03,BE000006447,TMAX,10.9,BE
1864-04-03,GME00125218,TMAX,7.1,GM
1864-04-03,EZE00100082,TMAX,7.7,EZ
1864-04-03,ITE00100554,TMAX,13.9,IT
1864-04-03,ASN00066062,TMAX,23.9,AS
1864-04-03,AU000005901,TMAX,8.3,AU
1864-04-03,GM000004204,TMAX,8.4,GM
1864-04-03,UK000047811,TMAX,14.4,UK
1864-04-03,ASN00090015,TMAX,22.2,AS
1864-04-03,UK000056225,TMAX,16.7,UK
1864-04-03,SZ000006717,TMAX,-5.8,SZ
1864-04-04,ITE00100550,TMAX,15.5,IT
1864-04-04,ASN00086071,TMAX,28.3,AS
1864-04-04,CA006158350,TMAX,7.8,CA
1864-04-04,EIE00101859,TMAX,10.6,EI
1864-04-04,BE000006447,TMAX,10.5,BE
1864-04-04,AGE00135039,TMAX,22.5,AG
1864-04-04,GME00125218,TMAX,7.0,GM
1864-04-04,EZE00100082,TMAX,7.8,EZ
1864-04-04,ITE00100554,TMAX,16.1,IT
1864-04-04,ASN00066062,TMAX,24.0,AS
1864-04-04,AU000005901,TMAX,9.8,AU
1864-04-04,GM000004204,TMAX,9.9,GM
1864-04-04,UK000047811,TMAX,13.6,UK
1864-04-04,ASN00090015,TMAX,21.1,AS
1864-04-04,UK000056225,TMAX,5.4,UK
1864-04-04,SZ000006717,TMAX,2.6,SZ
1864-04-05,ITE00100550,TMAX,18.1,IT
1864-04-05,ASN00086071,TMAX,28.3,AS
1864-04-05,CA006158350,TMAX,5.0,CA
1864-04-05,EIE00101859,TMAX,9.4,EI
1864-04-05,BE000006447,TMAX,8.9,BE
1864-04-05,AGE00135039,TMAX,17.5,AG
1864-04-05,GME00125218,TMAX,4.5,GM
1864-04-05,EZE00100082,TMAX,3.7,EZ
1864-04-05,ITE00100554,TMAX,19.5,IT
1864-04-05,ASN00066062,TMAX,28.6,AS
1864-04-05,AU000005901,TMAX,7.0,AU
1864-04-05,GM000004204,TMAX,5.4,GM
1864-04-05,UK000047811,TMAX,11.4,UK
1864-04-05,ASN00090015,TMAX,23.3,AS
1864-04-05,UK000056225,TMAX,8.0,UK
1864-04-05,SZ000006717,TMAX,-0.4,SZ
1864-04-06,ITE00100550,TMAX,14.3,IT
1864-04-06,ASN00086071,TMAX,27.8,AS
1864-04-06,CA006158350,TMAX,8.9,CA
1864-04-06,EIE00101859,TMAX,15.0,EI
1864-04-06,BE000006447,TMAX,7.7,BE
1864-04-06,AGE00135039,TMAX,17.5,AG
1864-04-06,GME00125218,TMAX,2.3,GM
1864-04-06,EZE00100082,TMAX,1.7,EZ
1864-04-06,ITE00100554,TMAX,18.2,IT
1864-04-06,ASN00066062,TMAX,28.6,AS
1864-04-06,AU000005901,TMAX,0.8,AU
1864-04-06,GM000004204,TMAX,3.9,GM
1864-04-06,UK000047811,TMAX,11.4,UK
1864-04-06,ASN00090015,TMAX,25.6,AS
1864-04-06,UK000056225,TMAX,10.9,UK
1864-04-06,SZ000006717,TMAX,-5.1,SZ
1864-04-07,ITE00100550,TMAX,6.3,IT
1864-04-07,ASN00086071,TMAX,17.3,AS
1864-04-07,CA006158350,TMAX,7.8,CA
1864-04-07,EIE00101859,TMAX,12.2,EI
1864-04-07,BE000006447,TMAX,7.9,BE
1864-04-07,AGE00135039,TMAX,21.5,AG
1864-04-07,GME00125218,TMAX,-0.6,GM
1864-04-07,EZE00100082,TMAX,-0.3,EZ
1864-04-07,ITE00100554,TMAX,7.5,IT
1864-04-07,ASN00066062,TMAX,26.1,AS
1864-04-07,AU000005901,TMAX,1.3,AU
1864-04-07,GM000004204,TMAX,0.4,GM
1864-04-07,UK000047811,TMAX,13.9,UK
1864-04-07,ASN00090015,TMAX,18.3,AS
1864-04-07,UK000056225,TMAX,12.6,UK
1864-04-07,SZ000006717,TMAX,-4.2,SZ
1864-04-08,ITE00100550,TMAX,7.8,IT
1864-04-08,ASN00086071,TMAX,20.6,AS
1864-04-08,CA006158350,TMAX,10.0,CA
1864-04-08,EIE00101859,TMAX,15.6,EI
1864-04-08,BE000006447,TMAX,7.9,BE
1864-04-08,AGE00135039,TMAX,19.0,AG
1864-04-08,GME00125218,TMAX,3.0,GM
1864-04-08,EZE00100082,TMAX,1.3,EZ
1864-04-08,ITE00100554,TMAX,9.8,IT
1864-04-08,ASN00066062,TMAX,21.7,AS
1864-04-08,AU000005901,TMAX,-0.5,AU
1864-04-08,GM000004204,TMAX,3.1,GM
1864-04-08,UK000047811,TMAX,16.8,UK
1864-04-08,ASN00090015,TMAX,17.8,AS
1864-04-08,UK000056225,TMAX,13.7,UK
1864-04-08,SZ000006717,TMAX,-7.0,SZ
1864-04-09,ITE00100550,TMAX,12.8,IT
1864-04-09,ASN00086071,TMAX,22.1,AS
1864-04-09,CA006158350,TMAX,6.7,CA
1864-04-09,EIE00101859,TMAX,16.7,EI
1864-04-09,BE000006447,TMAX,9.6,BE
1864-04-09,AGE00135039,TMAX,17.0,AG
1864-04-09,GME00125218,TMAX,4.6,GM
1864-04-09,EZE00100082,TMAX,5.5,EZ
1864-04-09,ITE00100554,TMAX,15.3,IT
1864-04-09,ASN00066062,TMAX,25.1,AS
1864-04-09,AU000005901,TMAX,0.8,AU
1864-04-09,GM000004204,TMAX,6.5,GM
1864-04-09,UK000047811,TMAX,18.1,UK
1864-04-09,ASN00090015,TMAX,19.4,AS
1864-04-09,UK000056225,TMAX,15.1,UK
1864-04-09,SZ000006717,TMAX,-5.0,SZ
1864-04-10,ITE00100550,TMAX,11.0,IT
1864-04-10,ASN00086071,TMAX,19.9,AS
1864-04-10,CA006158350,TMAX,3.3,CA
1864-04-10,EIE00101859,TMAX,17.8,EI
1864-04-10,BE000006447,TMAX,12.4,BE
1864-04-10,GME00125218,TMAX,9.3,GM
1864-04-10,EZE00100082,TMAX,7.5,EZ
1864-04-10,ITE00100554,TMAX,14.5,IT
1864-04-10,ASN00066062,TMAX,24.4,AS
1864-04-10,AU000005901,TMAX,5.3,AU
1864-04-10,GM000004204,TMAX,10.1,GM
1864-04-10,UK000047811,TMAX,16.3,UK
1864-04-10,ASN00090015,TMAX,20.0,AS
1864-04-10,UK000056225,TMAX,17.1,UK
1864-04-10,SZ000006717,TMAX,-2.9,SZ
1864-04-11,ITE00100550,TMAX,16.5,IT
1864-04-11,ASN00086071,TMAX,26.1,AS
1864-04-11,CA006158350,TMAX,8.3,CA
1864-04-11,EIE00101859,TMAX,18.3,EI
1864-04-11,BE000006447,TMAX,14.9,BE
1864-04-11,AGE00135039,TMAX,19.0,AG
1864-04-11,GME00125218,TMAX,7.8,GM
1864-04-11,EZE00100082,TMAX,12.2,EZ
1864-04-11,ITE00100554,TMAX,19.5,IT
1864-04-11,ASN00066062,TMAX,23.9,AS
1864-04-11,AU000005901,TMAX,4.3,AU
1864-04-11,GM000004204,TMAX,8.3,GM
1864-04-11,UK000047811,TMAX,12.4,UK
1864-04-11,ASN00090015,TMAX,21.7,AS
1864-04-11,UK000056225,TMAX,13.2,UK
1864-04-11,SZ000006717,TMAX,-1.4,SZ
1864-04-12,ITE00100550,TMAX,18.5,IT
1864-04-12,ASN00086071,TMAX,27.3,AS
1864-04-12,CA006158350,TMAX,4.4,CA
1864-04-12,EIE00101859,TMAX,19.4,EI
1864-04-12,BE000006447,TMAX,13.4,BE
1864-04-12,AGE00135039,TMAX,18.0,AG
1864-04-12,GME00125218,TMAX,10.0,GM
1864-04-12,EZE00100082,TMAX,9.0,EZ
1864-04-12,ITE00100554,TMAX,18.0,IT
1864-04-12,ASN00066062,TMAX,22.2,AS
1864-04-12,AU000005901,TMAX,9.6,AU
1864-04-12,GM000004204,TMAX,10.8,GM
1864-04-12,UK000047811,TMAX,12.6,UK
1864-04-12,ASN00090015,TMAX,28.3,AS
1864-04-12,UK000056225,TMAX,13.6,UK
1864-04-12,SZ000006717,TMAX,2.0,SZ
1864-04-13,ITE00100550,TMAX,19.3,IT
1864-04-13,ASN00086071,TMAX,25.4,AS
1864-04-13,CA006158350,TMAX,6.7,CA
1864-04-13,EIE00101859,TMAX,15.6,EI
1864-04-13,BE000006447,TMAX,11.8,BE
1864-04-13,AGE00135039,TMAX,18.5,AG
1864-04-13,GME00125218,TMAX,7.4,GM
1864-04-13,EZE00100082,TMAX,7.5,EZ
1864-04-13,ITE00100554,TMAX,19.7,IT
1864-04-13,ASN00066062,TMAX,24.8,AS
1864-04-13,AU000005901,TMAX,10.5,AU
1864-04-13,GM000004204,TMAX,8.5,GM
1864-04-13,UK000047811,TMAX,14.0,UK
1864-04-13,ASN00090015,TMAX,23.3,AS
1864-04-13,UK000056225,TMAX,15.3,UK
1864-04-13,SZ000006717,TMAX,2.5,SZ
1864-04-14,ITE00100550,TMAX,16.0,IT
1864-04-14,ASN00086071,TMAX,26.7,AS
1864-04-14,CA006158350,TMAX,7.2,CA
1864-04-14,EIE00101859,TMAX,16.7,EI
1864-04-14,BE000006447,TMAX,14.9,BE
1864-04-14,AGE00135039,TMAX,19.5,AG
1864-04-14,GME00125218,TMAX,7.4,GM
1864-04-14,EZE00100082,TMAX,9.5,EZ
1864-04-14,ITE00100554,TMAX,18.7,IT
1864-04-14,ASN00066062,TMAX,24.7,AS
1864-04-14,AU000005901,TMAX,9.5,AU
1864-04-14,GM000004204,TMAX,9.6,GM
1864-04-14,UK000047811,TMAX,14.0,UK
1864-04-14,ASN00090015,TMAX,20.6,AS
1864-04-14,UK000056225,TMAX,18.1,UK
1864-04-14,SZ000006717,TMAX,3.6,SZ
1864-04-15,ITE00100550,TMAX,16.0,IT
1864-04-15,ASN00086071,TMAX,23.9,AS
1864-04-15,CA006158350,TMAX,10.0,CA
1864-04-15,EIE00101859,TMAX,14.4,EI
1864-04-15,BE000006447,TMAX,17.6,BE
1864-04-15,AGE00135039,TMAX,21.0,AG
1864-04-15,GME00125218,TMAX,8.8,GM
1864-04-15,EZE00100082,TMAX,8.9,EZ
1864-04-15,ITE00100554,TMAX,19.7,IT
1864-04-15,ASN00066062,TMAX,21.7,AS
1864-04-15,AU000005901,TMAX,8.3,AU
1864-04-15,GM000004204,TMAX,10.4,GM
1864-04-15,UK000047811,TMAX,12.0,UK
1864-04-15,ASN00090015,TMAX,21.1,AS
1864-04-15,UK000056225,TMAX,9.6,UK
1864-04-15,SZ000006717,TMAX,4.8,SZ
1864-04-16,ITE00100550,TMAX,13.8,IT
1864-04-16,ASN00086071,TMAX,17.0,AS
1864-04-16,CA006158350,TMAX,9.4,CA
1864-04-16,EIE00101859,TMAX,16.1,EI
1864-04-16,BE000006447,TMAX,17.0,BE
1864-04-16,AGE00135039,TMAX,21.5,AG
1864-04-16,GME00125218,TMAX,8.9,GM
1864-04-16,EZE00100082,TMAX,8.3,EZ
1864-04-16,ITE00100554,TMAX,18.0,IT
1864-04-16,ASN00066062,TMAX,20.1,AS
1864-04-16,AU000005901,TMAX,7.9,AU
1864-04-16,GM000004204,TMAX,9.9,GM
1864-04-16,UK000047811,TMAX,13.1,UK
1864-04-16,ASN00090015,TMAX,15.6,AS
1864-04-16,UK000056225,TMAX,14.0,UK
1864-04-16,SZ000006717,TMAX,1.9,SZ
1864-04-17,ITE00100550,TMAX,10.1,IT
1864-04-17,ASN00086071,TMAX,15.1,AS
1864-04-17,CA006158350,TMAX,10.0,CA
1864-04-17,EIE00101859,TMAX,16.7,EI
1864-04-17,BE000006447,TMAX,13.0,BE
1864-04-17,GME00125218,TMAX,9.3,GM
1864-04-17,EZE00100082,TMAX,9.6,EZ
1864-04-17,ITE00100554,TMAX,10.0,IT
1864-04-17,ASN00066062,TMAX,17.9,AS
1864-04-17,AU000005901,TMAX,12.3,AU
1864-04-17,GM000004204,TMAX,9.9,GM
1864-04-17,UK000047811,TMAX,12.4,UK
1864-04-17,ASN00090015,TMAX,16.1,AS
1864-04-17,UK000056225,TMAX,15.8,UK
1864-04-17,SZ000006717,TMAX,-1.3,SZ
1864-04-18,ITE00100550,TMAX,15.1,IT
1864-04-18,ASN00086071,TMAX,19.3,AS
1864-04-18,CA006158350,TMAX,9.4,CA
1864-04-18,EIE00101859,TMAX,17.8,EI
1864-04-18,BE000006447,TMAX,16.7,BE
1864-04-18,AGE00135039,TMAX,19.0,AG
1864-04-18,GME00125218,TMAX,10.3,GM
1864-04-18,EZE00100082,TMAX,11.3,EZ
1864-04-18,ITE00100554,TMAX,15.9,IT
1864-04-18,ASN00066062,TMAX,19.7,AS
1864-04-18,AU000005901,TMAX,12.8,AU
1864-04-18,GM000004204,TMAX,10.6,GM
1864-04-18,UK000047811,TMAX,14.0,UK
1864-04-18,ASN00090015,TMAX,18.3,AS
1864-04-18,UK000056225,TMAX,17.6,UK
1864-04-18,SZ000006717,TMAX,-0.9,SZ
1864-04-19,ITE00100550,TMAX,17.5,IT
1864-04-19,ASN00086071,TMAX,18.3,AS
1864-04-19,CA006158350,TMAX,7.2,CA
1864-04-19,EIE00101859,TMAX,15.0,EI
1864-04-19,BE000006447,TMAX,19.1,BE
1864-04-19,AGE00135039,TMAX,18.5,AG
1864-04-19,GME00125218,TMAX,11.3,GM
1864-04-19,EZE00100082,TMAX,12.1,EZ
1864-04-19,ITE00100554,TMAX,17.0,IT
1864-04-19,ASN00066062,TMAX,19.1,AS
1864-04-19,AU000005901,TMAX,13.5,AU
1864-04-19,GM000004204,TMAX,14.8,GM
1864-04-19,UK000047811,TMAX,14.1,UK
1864-04-19,ASN00090015,TMAX,19.4,AS
1864-04-19,UK000056225,TMAX,21.3,UK
1864-04-19,SZ000006717,TMAX,2.8,SZ
1864-04-20,ITE00100550,TMAX,18.1,IT
1864-04-20,ASN00086071,TMAX,20.1,AS
1864-04-20,CA006158350,TMAX,10.0,CA
1864-04-20,EIE00101859,TMAX,15.6,EI
1864-04-20,BE000006447,TMAX,20.7,BE
1864-04-20,AGE00135039,TMAX,20.0,AG
1864-04-20,GME00125218,TMAX,14.0,GM
1864-04-20,EZE00100082,TMAX,12.4,EZ
1864-04-20,ITE00100554,TMAX,19.4,IT
1864-04-20,ASN00066062,TMAX,20.2,AS
1864-04-20,AU000005901,TMAX,13.3,AU
1864-04-20,GM000004204,TMAX,15.1,GM
1864-04-20,UK000047811,TMAX,14.6,UK
1864-04-20,ASN00090015,TMAX,17.8,AS
1864-04-20,UK000056225,TMAX,19.8,UK
1864-04-20,SZ000006717,TMAX,3.0,SZ
1864-04-21,ITE00100550,TMAX,16.8,IT
1864-04-21,ASN00086071,TMAX,22.8,AS
1864-04-21,CA006158350,TMAX,13.3,CA
1864-04-21,EIE00101859,TMAX,16.7,EI
1864-04-21,BE000006447,TMAX,16.9,BE
1864-04-21,AGE00135039,TMAX,20.0,AG
1864-04-21,GME00125218,TMAX,10.1,GM
1864-04-21,EZE00100082,TMAX,10.4,EZ
1864-04-21,ITE00100554,TMAX,18.9,IT
1864-04-21,ASN00066062,TMAX,21.4,AS
1864-04-21,AU000005901,TMAX,10.4,AU
1864-04-21,GM000004204,TMAX,10.8,GM
1864-04-21,UK000047811,TMAX,16.2,UK
1864-04-21,ASN00090015,TMAX,18.3,AS
1864-04-21,UK000056225,TMAX,17.6,UK
1864-04-21,SZ000006717,TMAX,0.4,SZ
1864-04-22,ITE00100550,TMAX,9.6,IT
1864-04-22,ASN00086071,TMAX,22.7,AS
1864-04-22,CA006158350,TMAX,12.8,CA
1864-04-22,EIE00101859,TMAX,18.9,EI
1864-04-22,BE000006447,TMAX,16.5,BE
1864-04-22,AGE00135039,TMAX,20.5,AG
1864-04-22,GME00125218,TMAX,7.0,GM
1864-04-22,EZE00100082,TMAX,9.4,EZ
1864-04-22,ITE00100554,TMAX,14.1,IT
1864-04-22,ASN00066062,TMAX,22.2,AS
1864-04-22,AU000005901,TMAX,14.4,AU
1864-04-22,GM000004204,TMAX,10.6,GM
1864-04-22,UK000047811,TMAX,16.3,UK
1864-04-22,ASN00090015,TMAX,20.0,AS
1864-04-22,UK000056225,TMAX,18.1,UK
1864-04-22,SZ000006717,TMAX,0.3,SZ
1864-04-23,ITE00100550,TMAX,17.5,IT
1864-04-23,ASN00086071,TMAX,17.6,AS
1864-04-23,CA006158350,TMAX,10.6,CA
1864-04-23,EIE00101859,TMAX,19.4,EI
1864-04-23,BE000006447,TMAX,18.3,BE
1864-04-23,AGE00135039,TMAX,28.0,AG
1864-04-23,GME00125218,TMAX,14.5,GM
1864-04-23,EZE00100082,TMAX,16.2,EZ
1864-04-23,ITE00100554,TMAX,18.0,IT
1864-04-23,ASN00066062,TMAX,21.7,AS
1864-04-23,AU000005901,TMAX,17.8,AU
1864-04-23,GM000004204,TMAX,17.8,GM
1864-04-23,UK000047811,TMAX,18.7,UK
1864-04-23,ASN00090015,TMAX,15.0,AS
1864-04-23,UK000056225,TMAX,13.7,UK
1864-04-23,SZ000006717,TMAX,2.6,SZ
1864-04-24,ITE00100550,TMAX,20.8,IT
1864-04-24,ASN00086071,TMAX,13.2,AS
1864-04-24,CA006158350,TMAX,9.4,CA
1864-04-24,EIE00101859,TMAX,20.0,EI
1864-04-24,BE000006447,TMAX,15.4,BE
1864-04-24,GME00125218,TMAX,15.9,GM
1864-04-24,EZE00100082,TMAX,15.9,EZ
1864-04-24,ITE00100554,TMAX,21.5,IT
1864-04-24,ASN00066062,TMAX,18.3,AS
1864-04-24,AU000005901,TMAX,18.1,AU
1864-04-24,GM000004204,TMAX,17.6,GM
1864-04-24,UK000047811,TMAX,15.1,UK
1864-04-24,ASN00090015,TMAX,13.9,AS
1864-04-24,UK000056225,TMAX,14.8,UK
1864-04-24,SZ000006717,TMAX,6.5,SZ
1864-04-25,ITE00100550,TMAX,23.3,IT
1864-04-25,ASN00086071,TMAX,13.7,AS
1864-04-25,CA006158350,TMAX,10.6,CA
1864-04-25,EIE00101859,TMAX,19.4,EI
1864-04-25,BE000006447,TMAX,19.5,BE
1864-04-25,AGE00135039,TMAX,25.0,AG
1864-04-25,GME00125218,TMAX,19.1,GM
1864-04-25,EZE00100082,TMAX,20.4,EZ
1864-04-25,ITE00100554,TMAX,22.4,IT
1864-04-25,ASN00066062,TMAX,18.3,AS
1864-04-25,AU000005901,TMAX,20.0,AU
1864-04-25,GM000004204,TMAX,20.0,GM
1864-04-25,UK000047811,TMAX,14.4,UK
1864-04-25,ASN00090015,TMAX,15.0,AS
1864-04-25,UK000056225,TMAX,13.1,UK
1864-04-25,SZ000006717,TMAX,4.8,SZ
1864-04-26,ITE00100550,TMAX,23.4,IT
1864-04-26,ASN00086071,TMAX,16.0,AS
1864-04-26,CA006158350,TMAX,15.0,CA
1864-04-26,EIE00101859,TMAX,17.8,EI
1864-04-26,BE000006447,TMAX,13.6,BE
1864-04-26,AGE00135039,TMAX,17.0,AG
1864-04-26,GME00125218,TMAX,21.5,GM
1864-04-26,EZE00100082,TMAX,23.2,EZ
1864-04-26,ITE00100554,TMAX,23.1,IT
1864-04-26,ASN00066062,TMAX,16.2,AS
1864-04-26,AU000005901,TMAX,23.5,AU
1864-04-26,GM000004204,TMAX,21.5,GM
1864-04-26,UK000047811,TMAX,13.0,UK
1864-04-26,ASN00090015,TMAX,16.7,AS
1864-04-26,UK000056225,TMAX,13.2,UK
1864-04-26,SZ000006717,TMAX,8.2,SZ
1864-04-27,ITE00100550,TMAX,25.1,IT
1864-04-27,ASN00086071,TMAX,17.7,AS
1864-04-27,CA006158350,TMAX,6.7,CA
1864-04-27,EIE00101859,TMAX,20.0,EI
1864-04-27,BE000006447,TMAX,14.9,BE
1864-04-27,AGE00135039,TMAX,18.5,AG
1864-04-27,GME00125218,TMAX,12.1,GM
1864-04-27,EZE00100082,TMAX,16.8,EZ
1864-04-27,ITE00100554,TMAX,24.2,IT
1864-04-27,ASN00066062,TMAX,17.3,AS
1864-04-27,AU000005901,TMAX,23.4,AU
1864-04-27,GM000004204,TMAX,13.3,GM
1864-04-27,UK000047811,TMAX,13.5,UK
1864-04-27,ASN00090015,TMAX,13.9,AS
1864-04-27,UK000056225,TMAX,10.7,UK
1864-04-27,SZ000006717,TMAX,4.1,SZ
1864-04-28,ITE00100550,TMAX,22.9,IT
1864-04-28,ASN00086071,TMAX,16.7,AS
1864-04-28,CA006158350,TMAX,9.4,CA
1864-04-28,EIE00101859,TMAX,20.6,EI
1864-04-28,BE000006447,TMAX,10.8,BE
1864-04-28,AGE00135039,TMAX,18.0,AG
1864-04-28,GME00125218,TMAX,17.8,GM
1864-04-28,EZE00100082,TMAX,18.0,EZ
1864-04-28,ITE00100554,TMAX,24.4,IT
1864-04-28,ASN00066062,TMAX,19.1,AS
1864-04-28,AU000005901,TMAX,18.3,AU
1864-04-28,GM000004204,TMAX,18.4,GM
1864-04-28,UK000047811,TMAX,15.5,UK
1864-04-28,ASN00090015,TMAX,12.8,AS
1864-04-28,UK000056225,TMAX,17.0,UK
1864-04-28,SZ000006717,TMAX,4.6,SZ
1864-04-29,ITE00100550,TMAX,15.9,IT
1864-04-29,ASN00086071,TMAX,17.2,AS
1864-04-29,CA006158350,TMAX,10.6,CA
1864-04-29,EIE00101859,TMAX,21.1,EI
1864-04-29,BE000006447,TMAX,11.7,BE
1864-04-29,AGE00135039,TMAX,18.5,AG
1864-04-29,GME00125218,TMAX,10.9,GM
1864-04-29,EZE00100082,TMAX,11.8,EZ
1864-04-29,ITE00100554,TMAX,19.1,IT
1864-04-29,ASN00066062,TMAX,16.7,AS
1864-04-29,AU000005901,TMAX,16.0,AU
1864-04-29,GM000004204,TMAX,12.4,GM
1864-04-29,UK000047811,TMAX,14.2,UK
1864-04-29,ASN00090015,TMAX,14.4,AS
1864-04-29,UK000056225,TMAX,14.2,UK
1864-04-29,SZ000006717,TMAX,-2.2,SZ
1864-04-30,ITE00100550,TMAX,19.0,IT
1864-04-30,ASN00086071,TMAX,17.7,AS
1864-04-30,CA006158350,TMAX,9.4,CA
1864-04-30,EIE00101859,TMAX,21.7,EI
1864-04-30,BE000006447,TMAX,11.6,BE
1864-04-30,AGE00135039,TMAX,20.0,AG
1864-04-30,GME00125218,TMAX,10.3,GM
1864-04-30,EZE00100082,TMAX,9.5,EZ
1864-04-30,ITE00100554,TMAX,20.3,IT
1864-04-30,ASN00066062,TMAX,16.6,AS
1864-04-30,AU000005901,TMAX,14.3,AU
1864-04-30,GM000004204,TMAX,10.6,GM
1864-04-30,UK000047811,TMAX,14.1,UK
1864-04-30,ASN00090015,TMAX,17.8,AS
1864-04-30,UK000056225,TMAX,16.9,UK
1864-04-30,SZ000006717,TMAX,-2.6,SZ
1864-05-01,ITE00100550,TMAX,20.4,IT
1864-05-01,ASN00086071,TMAX,16.9,AS
1864-05-01,CA006158350,TMAX,12.2,CA
1864-05-01,EIE00101859,TMAX,19.4,EI
1864-05-01,BE000006447,TMAX,12.8,BE
1864-05-01,GME00125218,TMAX,8.3,GM
1864-05-01,EZE00100082,TMAX,7.1,EZ
1864-05-01,ITE00100554,TMAX,24.3,IT
1864-05-01,ASN00066062,TMAX,18.2,AS
1864-05-01,AU000005901,TMAX,10.4,AU
1864-05-01,GM000004204,TMAX,10.1,GM
1864-05-01,UK000047811,TMAX,14.1,UK
1864-05-01,ASN00090015,TMAX,17.8,AS
1864-05-01,UK000056225,TMAX,17.9,UK
1864-05-01,SZ000006717,TMAX,-0.2,SZ
1864-05-02,ITE00100550,TMAX,18.6,IT
1864-05-02,ASN00086071,TMAX,21.2,AS
1864-05-02,CA006158350,TMAX,11.7,CA
1864-05-02,EIE00101859,TMAX,16.7,EI
1864-05-02,BE000006447,TMAX,13.1,BE
1864-05-02,AGE00135039,TMAX,19.0,AG
1864-05-02,GME00125218,TMAX,7.1,GM
1864-05-02,EZE00100082,TMAX,9.5,EZ
1864-05-02,ITE00100554,TMAX,19.9,IT
1864-05-02,ASN00066062,TMAX,18.7,AS
1864-05-02,AU000005901,TMAX,15.4,AU
1864-05-02,GM000004204,TMAX,10.8,GM
1864-05-02,UK000047811,TMAX,14.8,UK
1864-05-02,ASN00090015,TMAX,17.8,AS
1864-05-02,UK000056225,TMAX,17.7,UK
1864-05-02,SZ000006717,TMAX,3.1,SZ
1864-05-03,ITE00100550,TMAX,23.3,IT
1864-05-03,ASN00086071,TMAX,21.3,AS
1864-05-03,CA006158350,TMAX,8.9,CA
1864-05-03,EIE00101859,TMAX,15.6,EI
1864-05-03,BE000006447,TMAX,10.6,BE
1864-05-03,AGE00135039,TMAX,19.5,AG
1864-05-03,GME00125218,TMAX,7.1,GM
1864-05-03,EZE00100082,TMAX,8.3,EZ
1864-05-03,ITE00100554,TMAX,25.4,IT
1864-05-03,ASN00066062,TMAX,19.1,AS
