date,identifier,type,value,country
1864-07-03,CA006158350,TMAX,23.3,CA
1864-07-03,EIE00101859,TMAX,22.2,EI
1864-07-03,BE000006447,TMAX,19.2,BE
1864-07-03,GME00125218,TMAX,21.9,GM
1864-07-03,EZE00100082,TMAX,21.0,EZ
1864-07-03,ITE00100554,TMAX,28.7,IT
1864-07-03,ASN00066062,TMAX,13.3,AS
1864-07-03,AU000005901,TMAX,21.3,AU
1864-07-03,GM000004204,TMAX,22.4,GM
1864-07-03,UK000047811,TMAX,15.8,UK
1864-07-03,ASN00090015,TMAX,15.6,AS
1864-07-03,UK000056225,TMAX,18.9,UK
1864-07-03,SZ000006717,TMAX,11.0,SZ
1864-07-04,ITE00100550,TMAX,25.9,IT
1864-07-04,ASN00086071,TMAX,11.1,AS
1864-07-04,CA006158350,TMAX,22.8,CA
1864-07-04,EIE00101859,TMAX,22.2,EI
1864-07-04,BE000006447,TMAX,18.7,BE
1864-07-04,AGE00135039,TMAX,30.0,AG
1864-07-04,GME00125218,TMAX,19.8,GM
1864-07-04,EZE00100082,TMAX,21.6,EZ
1864-07-04,ITE00100554,TMAX,28.9,IT
1864-07-04,ASN00066062,TMAX,15.0,AS
1864-07-04,AU000005901,TMAX,23.1,AU
1864-07-04,GM000004204,TMAX,17.9,GM
1864-07-04,UK000047811,TMAX,18.7,UK
1864-07-04,ASN00090015,TMAX,12.2,AS
1864-07-04,UK000056225,TMAX,20.6,UK
1864-07-04,SZ000006717,TMAX,3.4,SZ
1864-07-05,ITE00100550,TMAX,28.1,IT
1864-07-05,ASN00086071,TMAX,14.4,AS
1864-07-05,CA006158350,TMAX,25.0,CA
1864-07-05,EIE00101859,TMAX,23.3,EI
1864-07-05,BE000006447,TMAX,18.4,BE
1864-07-05,AGE00135039,TMAX,28.0,AG
1864-07-05,GME00125218,TMAX,18.3,GM
1864-07-05,EZE00100082,TMAX,18.5,EZ
1864-07-05,ITE00100554,TMAX,28.6,IT
1864-07-05,ASN00066062,TMAX,16.3,AS
1864-07-05,AU000005901,TMAX,21.6,AU
1864-07-05,GM000004204,TMAX,19.3,GM
1864-07-05,UK000047811,TMAX,16.8,UK
1864-07-05,ASN00090015,TMAX,14.4,AS
1864-07-05,UK000056225,TMAX,18.9,UK
1864-07-05,SZ000006717,TMAX,8.0,SZ
1864-07-06,ITE00100550,TMAX,30.0,IT
1864-07-06,ASN00086071,TMAX,15.9,AS
1864-07-06,CA006158350,TMAX,28.9,CA
1864-07-06,EIE00101859,TMAX,23.9,EI
1864-07-06,BE000006447,TMAX,16.7,BE
1864-07-06,AGE00135039,TMAX,27.0,AG
1864-07-06,GME00125218,TMAX,15.0,GM
1864-07-06,EZE00100082,TMAX,15.5,EZ
1864-07-06,ITE00100554,TMAX,30.3,IT
1864-07-06,ASN00066062,TMAX,17.5,AS
1864-07-06,AU000005901,TMAX,21.5,AU
1864-07-06,GM000004204,TMAX,15.4,GM
1864-07-06,UK000047811,TMAX,19.6,UK
1864-07-06,ASN00090015,TMAX,15.0,AS
1864-07-06,UK000056225,TMAX,21.2,UK
1864-07-06,SZ000006717,TMAX,7.6,SZ
1864-07-07,ITE00100550,TMAX,28.5,IT
1864-07-07,ASN00086071,TMAX,16.0,AS
1864-07-07,CA006158350,TMAX,21.7,CA
1864-07-07,EIE00101859,TMAX,22.2,EI
1864-07-07,BE000006447,TMAX,16.3,BE
1864-07-07,AGE00135039,TMAX,27.5,AG
1864-07-07,GME00125218,TMAX,13.5,GM
1864-07-07,EZE00100082,TMAX,15.9,EZ
1864-07-07,ITE00100554,TMAX,28.1,IT
1864-07-07,ASN00066062,TMAX,16.6,AS
1864-07-07,AU000005901,TMAX,19.6,AU
1864-07-07,GM000004204,TMAX,14.9,GM
1864-07-07,UK000047811,TMAX,17.4,UK
1864-07-07,ASN00090015,TMAX,13.9,AS
1864-07-07,UK000056225,TMAX,19.6,UK
1864-07-07,SZ000006717,TMAX,6.7,SZ
1864-07-08,ITE00100550,TMAX,29.8,IT
1864-07-08,ASN00086071,TMAX,13.3,AS
1864-07-08,CA006158350,TMAX,26.1,CA
1864-07-08,EIE00101859,TMAX,21.7,EI
1864-07-08,BE000006447,TMAX,14.9,BE
1864-07-08,AGE00135039,TMAX,29.5,AG
1864-07-08,GME00125218,TMAX,17.5,GM
1864-07-08,EZE00100082,TMAX,15.5,EZ
1864-07-08,ITE00100554,TMAX,28.1,IT
1864-07-08,ASN00066062,TMAX,15.8,AS
1864-07-08,AU000005901,TMAX,15.8,AU
1864-07-08,GM000004204,TMAX,16.9,GM
1864-07-08,UK000047811,TMAX,16.5,UK
1864-07-08,ASN00090015,TMAX,15.6,AS
1864-07-08,UK000056225,TMAX,19.0,UK
1864-07-08,SZ000006717,TMAX,6.4,SZ
1864-07-09,ITE00100550,TMAX,28.8,IT
1864-07-09,ASN00086071,TMAX,15.1,AS
1864-07-09,CA006158350,TMAX,27.8,CA
1864-07-09,EIE00101859,TMAX,22.2,EI
1864-07-09,BE000006447,TMAX,21.2,BE
1864-07-09,AGE00135039,TMAX,32.0,AG
1864-07-09,GME00125218,TMAX,17.4,GM
1864-07-09,EZE00100082,TMAX,17.1,EZ
1864-07-09,ITE00100554,TMAX,29.8,IT
1864-07-09,ASN00066062,TMAX,15.3,AS
1864-07-09,AU000005901,TMAX,19.0,AU
1864-07-09,GM000004204,TMAX,18.4,GM
1864-07-09,UK000047811,TMAX,18.9,UK
1864-07-09,ASN00090015,TMAX,14.4,AS
1864-07-09,UK000056225,TMAX,23.4,UK
1864-07-09,SZ000006717,TMAX,10.8,SZ
1864-07-10,ITE00100550,TMAX,26.5,IT
1864-07-10,ASN00086071,TMAX,16.7,AS
1864-07-10,CA006158350,TMAX,23.3,CA
1864-07-10,EIE00101859,TMAX,23.9,EI
1864-07-10,BE000006447,TMAX,23.2,BE
1864-07-10,GME00125218,TMAX,18.6,GM
1864-07-10,EZE00100082,TMAX,20.8,EZ
1864-07-10,ITE00100554,TMAX,27.7,IT
1864-07-10,ASN00066062,TMAX,15.2,AS
1864-07-10,AU000005901,TMAX,22.3,AU
1864-07-10,GM000004204,TMAX,20.0,GM
1864-07-10,UK000047811,TMAX,19.1,UK
1864-07-10,ASN00090015,TMAX,15.0,AS
1864-07-10,UK000056225,TMAX,23.3,UK
1864-07-10,SZ000006717,TMAX,11.0,SZ
1864-07-11,ITE00100550,TMAX,28.1,IT
1864-07-11,ASN00086071,TMAX,16.1,AS
1864-07-11,CA006158350,TMAX,29.4,CA
1864-07-11,EIE00101859,TMAX,26.7,EI
1864-07-11,BE000006447,TMAX,26.7,BE
1864-07-11,AGE00135039,TMAX,27.5,AG
1864-07-11,GME00125218,TMAX,25.8,GM
1864-07-11,EZE00100082,TMAX,25.0,EZ
1864-07-11,ITE00100554,TMAX,30.6,IT
1864-07-11,ASN00066062,TMAX,14.9,AS
1864-07-11,AU000005901,TMAX,27.1,AU
1864-07-11,GM000004204,TMAX,25.5,GM
1864-07-11,UK000047811,TMAX,21.0,UK
1864-07-11,ASN00090015,TMAX,16.7,AS
1864-07-11,UK000056225,TMAX,21.9,UK
1864-07-11,SZ000006717,TMAX,10.1,SZ
1864-07-12,ITE00100550,TMAX,29.8,IT
1864-07-12,ASN00086071,TMAX,11.2,AS
1864-07-12,CA006158350,TMAX,25.6,CA
1864-07-12,EIE00101859,TMAX,27.2,EI
1864-07-12,BE000006447,TMAX,24.5,BE
1864-07-12,AGE00135039,TMAX,26.5,AG
1864-07-12,GME00125218,TMAX,22.0,GM
1864-07-12,EZE00100082,TMAX,27.1,EZ
1864-07-12,ITE00100554,TMAX,31.2,IT
1864-07-12,ASN00066062,TMAX,13.1,AS
1864-07-12,AU000005901,TMAX,30.4,AU
1864-07-12,GM000004204,TMAX,25.5,GM
1864-07-12,UK000047811,TMAX,20.5,UK
1864-07-12,ASN00090015,TMAX,16.1,AS
1864-07-12,UK000056225,TMAX,22.6,UK
1864-07-12,SZ000006717,TMAX,15.7,SZ
1864-07-13,ITE00100550,TMAX,30.3,IT
1864-07-13,ASN00086071,TMAX,17.3,AS
1864-07-13,CA006158350,TMAX,24.4,CA
1864-07-13,EIE00101859,TMAX,28.3,EI
1864-07-13,BE000006447,TMAX,22.6,BE
1864-07-13,AGE00135039,TMAX,27.0,AG
1864-07-13,GME00125218,TMAX,19.6,GM
1864-07-13,EZE00100082,TMAX,20.6,EZ
1864-07-13,ITE00100554,TMAX,32.2,IT
1864-07-13,ASN00066062,TMAX,15.8,AS
1864-07-13,AU000005901,TMAX,25.5,AU
1864-07-13,GM000004204,TMAX,19.6,GM
1864-07-13,UK000047811,TMAX,19.9,UK
1864-07-13,ASN00090015,TMAX,13.9,AS
1864-07-13,UK000056225,TMAX,24.5,UK
1864-07-13,SZ000006717,TMAX,10.9,SZ
1864-07-14,ITE00100550,TMAX,25.4,IT
1864-07-14,ASN00086071,TMAX,17.7,AS
1864-07-14,CA006158350,TMAX,28.3,CA
1864-07-14,EIE00101859,TMAX,28.3,EI
1864-07-14,BE000006447,TMAX,24.1,BE
1864-07-14,AGE00135039,TMAX,28.5,AG
1864-07-14,GME00125218,TMAX,20.6,GM
1864-07-14,EZE00100082,TMAX,21.1,EZ
1864-07-14,ITE00100554,TMAX,28.4,IT
1864-07-14,ASN00066062,TMAX,19.1,AS
1864-07-14,AU000005901,TMAX,25.4,AU
1864-07-14,GM000004204,TMAX,21.3,GM
1864-07-14,UK000047811,TMAX,20.6,UK
1864-07-14,ASN00090015,TMAX,14.4,AS
1864-07-14,UK000056225,TMAX,26.2,UK
1864-07-14,SZ000006717,TMAX,7.9,SZ
1864-07-15,ITE00100550,TMAX,28.8,IT
1864-07-15,ASN00086071,TMAX,11.7,AS
1864-07-15,CA006158350,TMAX,28.9,CA
1864-07-15,EIE00101859,TMAX,27.2,EI
1864-07-15,BE000006447,TMAX,22.5,BE
1864-07-15,AGE00135039,TMAX,31.0,AG
1864-07-15,GME00125218,TMAX,19.3,GM
1864-07-15,EZE00100082,TMAX,23.9,EZ
1864-07-15,ITE00100554,TMAX,30.1,IT
1864-07-15,ASN00066062,TMAX,12.5,AS
1864-07-15,AU000005901,TMAX,26.0,AU
1864-07-15,GM000004204,TMAX,23.0,GM
1864-07-15,UK000047811,TMAX,19.4,UK
1864-07-15,ASN00090015,TMAX,13.9,AS
1864-07-15,UK000056225,TMAX,24.4,UK
1864-07-15,SZ000006717,TMAX,11.0,SZ
1864-07-16,ITE00100550,TMAX,31.0,IT
1864-07-16,ASN00086071,TMAX,11.5,AS
1864-07-16,CA006158350,TMAX,31.1,CA
1864-07-16,EIE00101859,TMAX,26.1,EI
1864-07-16,BE000006447,TMAX,23.1,BE
1864-07-16,AGE00135039,TMAX,31.0,AG
1864-07-16,GME00125218,TMAX,19.3,GM
1864-07-16,EZE00100082,TMAX,21.9,EZ
1864-07-16,ITE00100554,TMAX,31.5,IT
1864-07-16,ASN00066062,TMAX,15.0,AS
1864-07-16,AU000005901,TMAX,26.5,AU
1864-07-16,GM000004204,TMAX,21.5,GM
1864-07-16,UK000047811,TMAX,23.1,UK
1864-07-16,ASN00090015,TMAX,15.0,AS
1864-07-16,UK000056225,TMAX,27.8,UK
1864-07-16,SZ000006717,TMAX,14.3,SZ
1864-07-17,ITE00100550,TMAX,30.4,IT
1864-07-17,ASN00086071,TMAX,10.5,AS
1864-07-17,CA006158350,TMAX,27.2,CA
1864-07-17,EIE00101859,TMAX,23.9,EI
1864-07-17,BE000006447,TMAX,24.0,BE
1864-07-17,GME00125218,TMAX,21.9,GM
1864-07-17,EZE00100082,TMAX,26.1,EZ
1864-07-17,ITE00100554,TMAX,32.9,IT
1864-07-17,ASN00066062,TMAX,15.1,AS
1864-07-17,AU000005901,TMAX,29.4,AU
1864-07-17,GM000004204,TMAX,24.5,GM
1864-07-17,UK000047811,TMAX,20.1,UK
1864-07-17,ASN00090015,TMAX,13.3,AS
1864-07-17,UK000056225,TMAX,24.4,UK
1864-07-17,SZ000006717,TMAX,13.2,SZ
1864-07-18,ITE00100550,TMAX,30.8,IT
1864-07-18,ASN00086071,TMAX,10.1,AS
1864-07-18,CA006158350,TMAX,29.4,CA
1864-07-18,EIE00101859,TMAX,24.4,EI
1864-07-18,BE000006447,TMAX,22.7,BE
1864-07-18,AGE00135039,TMAX,27.5,AG
1864-07-18,GME00125218,TMAX,18.5,GM
1864-07-18,EZE00100082,TMAX,24.1,EZ
1864-07-18,ITE00100554,TMAX,30.8,IT
1864-07-18,ASN00066062,TMAX,17.2,AS
1864-07-18,AU000005901,TMAX,26.9,AU
1864-07-18,GM000004204,TMAX,22.8,GM
1864-07-18,UK000047811,TMAX,19.6,UK
1864-07-18,ASN00090015,TMAX,12.2,AS
1864-07-18,UK000056225,TMAX,27.8,UK
1864-07-18,SZ000006717,TMAX,11.1,SZ
1864-07-19,ITE00100550,TMAX,29.8,IT
1864-07-19,ASN00086071,TMAX,12.1,AS
1864-07-19,CA006158350,TMAX,30.6,CA
1864-07-19,EIE00101859,TMAX,23.9,EI
1864-07-19,BE000006447,TMAX,23.0,BE
1864-07-19,AGE00135039,TMAX,27.5,AG
1864-07-19,GME00125218,TMAX,16.6,GM
1864-07-19,EZE00100082,TMAX,18.7,EZ
1864-07-19,ITE00100554,TMAX,30.7,IT
1864-07-19,ASN00066062,TMAX,13.4,AS
1864-07-19,AU000005901,TMAX,22.1,AU
1864-07-19,GM000004204,TMAX,18.4,GM
1864-07-19,UK000047811,TMAX,21.0,UK
1864-07-19,ASN00090015,TMAX,13.3,AS
1864-07-19,UK000056225,TMAX,27.4,UK
1864-07-19,SZ000006717,TMAX,5.2,SZ
1864-07-20,ITE00100550,TMAX,31.5,IT
1864-07-20,ASN00086071,TMAX,13.3,AS
1864-07-20,CA006158350,TMAX,31.1,CA
1864-07-20,EIE00101859,TMAX,23.3,EI
1864-07-20,BE000006447,TMAX,25.5,BE
1864-07-20,AGE00135039,TMAX,27.5,AG
1864-07-20,GME00125218,TMAX,18.4,GM
1864-07-20,EZE00100082,TMAX,18.3,EZ
1864-07-20,ITE00100554,TMAX,31.7,IT
1864-07-20,ASN00066062,TMAX,14.9,AS
1864-07-20,AU000005901,TMAX,20.3,AU
1864-07-20,GM000004204,TMAX,19.5,GM
1864-07-20,UK000047811,TMAX,21.8,UK
1864-07-20,ASN00090015,TMAX,13.3,AS
1864-07-20,UK000056225,TMAX,24.6,UK
1864-07-20,SZ000006717,TMAX,9.3,SZ
1864-07-21,ITE00100550,TMAX,32.5,IT
1864-07-21,ASN00086071,TMAX,15.0,AS
1864-07-21,CA006158350,TMAX,20.6,CA
1864-07-21,EIE00101859,TMAX,22.2,EI
1864-07-21,BE000006447,TMAX,25.6,BE
1864-07-21,AGE00135039,TMAX,27.5,AG
1864-07-21,GME00125218,TMAX,20.0,GM
1864-07-21,EZE00100082,TMAX,21.0,EZ
1864-07-21,ITE00100554,TMAX,32.0,IT
1864-07-21,ASN00066062,TMAX,15.3,AS
1864-07-21,AU000005901,TMAX,22.1,AU
1864-07-21,GM000004204,TMAX,19.4,GM
1864-07-21,UK000047811,TMAX,19.4,UK
1864-07-21,UK000056225,TMAX,20.1,UK
1864-07-21,SZ000006717,TMAX,12.3,SZ
1864-07-22,ITE00100550,TMAX,32.1,IT
1864-07-22,ASN00086071,TMAX,16.1,AS
1864-07-22,CA006158350,TMAX,23.9,CA
1864-07-22,EIE00101859,TMAX,22.8,EI
1864-07-22,BE000006447,TMAX,23.4,BE
1864-07-22,AGE00135039,TMAX,27.0,AG
1864-07-22,GME00125218,TMAX,25.1,GM
1864-07-22,EZE00100082,TMAX,26.6,EZ
1864-07-22,ITE00100554,TMAX,30.8,IT
1864-07-22,ASN00066062,TMAX,15.6,AS
1864-07-22,AU000005901,TMAX,20.8,AU
1864-07-22,GM000004204,TMAX,24.0,GM
1864-07-22,UK000047811,TMAX,18.9,UK
1864-07-22,ASN00090015,TMAX,13.9,AS
1864-07-22,UK000056225,TMAX,23.6,UK
1864-07-22,SZ000006717,TMAX,8.8,SZ
1864-07-23,ITE00100550,TMAX,31.8,IT
1864-07-23,ASN00086071,TMAX,16.2,AS
1864-07-23,CA006158350,TMAX,27.8,CA
1864-07-23,EIE00101859,TMAX,21.1,EI
1864-07-23,BE000006447,TMAX,24.1,BE
1864-07-23,AGE00135039,TMAX,27.5,AG
1864-07-23,GME00125218,TMAX,21.8,GM
1864-07-23,EZE00100082,TMAX,22.8,EZ
1864-07-23,ITE00100554,TMAX,32.5,IT
1864-07-23,ASN00066062,TMAX,17.6,AS
1864-07-23,AU000005901,TMAX,21.0,AU
1864-07-23,GM000004204,TMAX,21.4,GM
1864-07-23,UK000047811,TMAX,18.7,UK
1864-07-23,ASN00090015,TMAX,13.9,AS
1864-07-23,UK000056225,TMAX,24.5,UK
1864-07-23,SZ000006717,TMAX,8.8,SZ
1864-07-24,ITE00100550,TMAX,28.5,IT
1864-07-24,ASN00086071,TMAX,15.7,AS
1864-07-24,CA006158350,TMAX,25.6,CA
1864-07-24,EIE00101859,TMAX,20.6,EI
1864-07-24,BE000006447,TMAX,21.5,BE
1864-07-24,GME00125218,TMAX,23.8,GM
1864-07-24,EZE00100082,TMAX,23.4,EZ
1864-07-24,ITE00100554,TMAX,31.2,IT
1864-07-24,ASN00066062,TMAX,17.7,AS
1864-07-24,AU000005901,TMAX,25.6,AU
1864-07-24,GM000004204,TMAX,23.6,GM
1864-07-24,UK000047811,TMAX,17.9,UK
1864-07-24,ASN00090015,TMAX,15.0,AS
1864-07-24,UK000056225,TMAX,22.3,UK
1864-07-24,SZ000006717,TMAX,15.0,SZ
1864-07-25,ITE00100550,TMAX,29.1,IT
1864-07-25,ASN00086071,TMAX,13.7,AS
1864-07-25,CA006158350,TMAX,22.8,CA
1864-07-25,EIE00101859,TMAX,20.0,EI
1864-07-25,BE000006447,TMAX,20.5,BE
1864-07-25,AGE00135039,TMAX,27.0,AG
1864-07-25,GME00125218,TMAX,26.3,GM
1864-07-25,EZE00100082,TMAX,27.2,EZ
1864-07-25,ITE00100554,TMAX,31.1,IT
1864-07-25,ASN00066062,TMAX,18.3,AS
1864-07-25,AU000005901,TMAX,26.3,AU
1864-07-25,GM000004204,TMAX,25.9,GM
1864-07-25,UK000047811,TMAX,18.1,UK
1864-07-25,ASN00090015,TMAX,13.9,AS
1864-07-25,UK000056225,TMAX,23.2,UK
1864-07-25,SZ000006717,TMAX,14.1,SZ
1864-07-26,ITE00100550,TMAX,28.8,IT
1864-07-26,ASN00086071,TMAX,12.3,AS
1864-07-26,CA006158350,TMAX,26.1,CA
1864-07-26,EIE00101859,TMAX,20.6,EI
1864-07-26,BE000006447,TMAX,22.5,BE
1864-07-26,AGE00135039,TMAX,34.0,AG
1864-07-26,GME00125218,TMAX,19.8,GM
1864-07-26,EZE00100082,TMAX,22.7,EZ
1864-07-26,ITE00100554,TMAX,30.7,IT
1864-07-26,ASN00066062,TMAX,16.8,AS
1864-07-26,AU000005901,TMAX,27.3,AU
1864-07-26,GM000004204,TMAX,21.3,GM
1864-07-26,UK000047811,TMAX,17.4,UK
1864-07-26,ASN00090015,TMAX,14.4,AS
1864-07-26,UK000056225,TMAX,24.5,UK
1864-07-26,SZ000006717,TMAX,9.4,SZ
1864-07-27,ITE00100550,TMAX,30.6,IT
1864-07-27,ASN00086071,TMAX,12.7,AS
1864-07-27,CA006158350,TMAX,27.8,CA
1864-07-27,EIE00101859,TMAX,21.1,EI
1864-07-27,BE000006447,TMAX,24.7,BE
1864-07-27,AGE00135039,TMAX,32.0,AG
1864-07-27,GME00125218,TMAX,19.5,GM
1864-07-27,EZE00100082,TMAX,20.9,EZ
1864-07-27,ITE00100554,TMAX,32.2,IT
1864-07-27,ASN00066062,TMAX,15.1,AS
1864-07-27,AU000005901,TMAX,23.3,AU
1864-07-27,GM000004204,TMAX,19.4,GM
1864-07-27,UK000047811,TMAX,18.7,UK
1864-07-27,ASN00090015,TMAX,15.0,AS
1864-07-27,UK000056225,TMAX,22.9,UK
1864-07-27,SZ000006717,TMAX,12.5,SZ
1864-07-28,ITE00100550,TMAX,31.0,IT
1864-07-28,ASN00086071,TMAX,14.1,AS
1864-07-28,CA006158350,TMAX,31.1,CA
1864-07-28,EIE00101859,TMAX,22.8,EI
1864-07-28,BE000006447,TMAX,25.4,BE
1864-07-28,AGE00135039,TMAX,30.0,AG
1864-07-28,GME00125218,TMAX,22.8,GM
1864-07-28,EZE00100082,TMAX,23.3,EZ
1864-07-28,ITE00100554,TMAX,31.6,IT
1864-07-28,ASN00066062,TMAX,14.6,AS
1864-07-28,AU000005901,TMAX,24.6,AU
1864-07-28,GM000004204,TMAX,22.9,GM
1864-07-28,UK000047811,TMAX,19.4,UK
1864-07-28,ASN00090015,TMAX,13.3,AS
1864-07-28,UK000056225,TMAX,23.4,UK
1864-07-28,SZ000006717,TMAX,16.2,SZ
1864-07-29,ITE00100550,TMAX,29.5,IT
1864-07-29,ASN00086071,TMAX,12.9,AS
1864-07-29,CA006158350,TMAX,26.7,CA
1864-07-29,EIE00101859,TMAX,21.1,EI
1864-07-29,BE000006447,TMAX,23.9,BE
1864-07-29,AGE00135039,TMAX,30.0,AG
1864-07-29,GME00125218,TMAX,25.5,GM
1864-07-29,EZE00100082,TMAX,26.0,EZ
1864-07-29,ITE00100554,TMAX,33.0,IT
1864-07-29,ASN00066062,TMAX,15.9,AS
1864-07-29,AU000005901,TMAX,27.8,AU
1864-07-29,GM000004204,TMAX,25.9,GM
1864-07-29,UK000047811,TMAX,20.3,UK
1864-07-29,ASN00090015,TMAX,14.4,AS
1864-07-29,UK000056225,TMAX,24.0,UK
1864-07-29,SZ000006717,TMAX,12.8,SZ
1864-07-30,ITE00100550,TMAX,31.3,IT
1864-07-30,ASN00086071,TMAX,11.1,AS
1864-07-30,CA006158350,TMAX,27.2,CA
1864-07-30,EIE00101859,TMAX,20.0,EI
1864-07-30,BE000006447,TMAX,24.6,BE
1864-07-30,AGE00135039,TMAX,28.0,AG
1864-07-30,GME00125218,TMAX,21.6,GM
1864-07-30,EZE00100082,TMAX,24.2,EZ
1864-07-30,ITE00100554,TMAX,32.1,IT
1864-07-30,ASN00066062,TMAX,15.4,AS
1864-07-30,AU000005901,TMAX,26.8,AU
1864-07-30,GM000004204,TMAX,23.1,GM
1864-07-30,UK000047811,TMAX,21.0,UK
1864-07-30,ASN00090015,TMAX,13.3,AS
1864-07-30,UK000056225,TMAX,25.0,UK
1864-07-30,SZ000006717,TMAX,11.8,SZ
1864-07-31,ITE00100550,TMAX,31.3,IT
1864-07-31,ASN00086071,TMAX,14.3,AS
1864-07-31,CA006158350,TMAX,32.2,CA
1864-07-31,EIE00101859,TMAX,19.4,EI
1864-07-31,BE000006447,TMAX,26.5,BE
1864-07-31,GME00125218,TMAX,25.6,GM
1864-07-31,EZE00100082,TMAX,26.5,EZ
1864-07-31,ITE00100554,TMAX,32.8,IT
1864-07-31,ASN00066062,TMAX,15.2,AS
1864-07-31,AU000005901,TMAX,27.9,AU
1864-07-31,GM000004204,TMAX,25.5,GM
1864-07-31,UK000047811,TMAX,19.6,UK
1864-07-31,ASN00090015,TMAX,12.2,AS
1864-07-31,UK000056225,TMAX,21.4,UK
1864-07-31,SZ000006717,TMAX,14.0,SZ
1864-08-01,ITE00100550,TMAX,33.5,IT
1864-08-01,ASN00086071,TMAX,12.9,AS
1864-08-01,CA006158350,TMAX,31.1,CA
1864-08-01,EIE00101859,TMAX,20.6,EI
1864-08-01,BE000006447,TMAX,24.6,BE
1864-08-01,AGE00135039,TMAX,27.5,AG
1864-08-01,GME00125218,TMAX,29.0,GM
1864-08-01,EZE00100082,TMAX,29.8,EZ
1864-08-01,ITE00100554,TMAX,33.1,IT
1864-08-01,ASN00066062,TMAX,15.2,AS
1864-08-01,AU000005901,TMAX,30.1,AU
1864-08-01,GM000004204,TMAX,28.0,GM
1864-08-01,UK000047811,TMAX,17.7,UK
1864-08-01,UK000056225,TMAX,19.8,UK
1864-08-01,SZ000006717,TMAX,16.4,SZ
1864-08-02,ITE00100550,TMAX,34.6,IT
1864-08-02,ASN00086071,TMAX,16.1,AS
1864-08-02,CA006158350,TMAX,23.9,CA
1864-08-02,EIE00101859,TMAX,20.6,EI
1864-08-02,BE000006447,TMAX,20.2,BE
1864-08-02,AGE00135039,TMAX,28.0,AG
1864-08-02,GME00125218,TMAX,20.0,GM
1864-08-02,EZE00100082,TMAX,22.1,EZ
1864-08-02,ITE00100554,TMAX,35.6,IT
1864-08-02,ASN00066062,TMAX,17.8,AS
1864-08-02,AU000005901,TMAX,32.1,AU
1864-08-02,GM000004204,TMAX,20.9,GM
1864-08-02,UK000047811,TMAX,18.2,UK
1864-08-02,ASN00090015,TMAX,15.0,AS
1864-08-02,UK000056225,TMAX,22.3,UK
1864-08-02,SZ000006717,TMAX,13.7,SZ
1864-08-03,ITE00100550,TMAX,30.0,IT
1864-08-03,ASN00086071,TMAX,17.1,AS
1864-08-03,CA006158350,TMAX,24.4,CA
1864-08-03,EIE00101859,TMAX,19.4,EI
1864-08-03,BE000006447,TMAX,23.4,BE
1864-08-03,AGE00135039,TMAX,27.5,AG
1864-08-03,GME00125218,TMAX,18.4,GM
1864-08-03,EZE00100082,TMAX,20.1,EZ
1864-08-03,ITE00100554,TMAX,30.7,IT
1864-08-03,ASN00066062,TMAX,20.2,AS
1864-08-03,AU000005901,TMAX,22.8,AU
1864-08-03,GM000004204,TMAX,18.8,GM
1864-08-03,UK000047811,TMAX,19.8,UK
1864-08-03,ASN00090015,TMAX,13.9,AS
1864-08-03,UK000056225,TMAX,25.7,UK
1864-08-03,SZ000006717,TMAX,12.1,SZ
1864-08-04,ITE00100550,TMAX,31.0,IT
1864-08-04,ASN00086071,TMAX,13.9,AS
1864-08-04,CA006158350,TMAX,24.4,CA
1864-08-04,EIE00101859,TMAX,20.0,EI
1864-08-04,BE000006447,TMAX,24.2,BE
1864-08-04,AGE00135039,TMAX,27.0,AG
1864-08-04,GME00125218,TMAX,19.4,GM
1864-08-04,EZE00100082,TMAX,23.2,EZ
1864-08-04,ITE00100554,TMAX,32.1,IT
1864-08-04,ASN00066062,TMAX,16.7,AS
1864-08-04,AU000005901,TMAX,23.6,AU
1864-08-04,GM000004204,TMAX,20.5,GM
1864-08-04,UK000047811,TMAX,18.8,UK
1864-08-04,ASN00090015,TMAX,12.8,AS
1864-08-04,UK000056225,TMAX,27.8,UK
1864-08-04,SZ000006717,TMAX,15.1,SZ
1864-08-05,ITE00100550,TMAX,33.5,IT
1864-08-05,ASN00086071,TMAX,13.9,AS
1864-08-05,CA006158350,TMAX,26.1,CA
1864-08-05,EIE00101859,TMAX,21.1,EI
1864-08-05,BE000006447,TMAX,26.7,BE
1864-08-05,AGE00135039,TMAX,27.0,AG
1864-08-05,GME00125218,TMAX,24.0,GM
1864-08-05,EZE00100082,TMAX,26.6,EZ
1864-08-05,ITE00100554,TMAX,35.5,IT
1864-08-05,ASN00066062,TMAX,16.1,AS
1864-08-05,AU000005901,TMAX,27.3,AU
1864-08-05,GM000004204,TMAX,23.0,GM
1864-08-05,UK000047811,TMAX,18.4,UK
1864-08-05,ASN00090015,TMAX,14.4,AS
1864-08-05,UK000056225,TMAX,25.7,UK
1864-08-05,SZ000006717,TMAX,14.0,SZ
1864-08-06,ITE00100550,TMAX,33.1,IT
1864-08-06,ASN00086071,TMAX,13.7,AS
1864-08-06,CA006158350,TMAX,26.7,CA
1864-08-06,EIE00101859,TMAX,20.0,EI
1864-08-06,BE000006447,TMAX,24.5,BE
1864-08-06,AGE00135039,TMAX,28.0,AG
1864-08-06,GME00125218,TMAX,26.5,GM
1864-08-06,EZE00100082,TMAX,29.8,EZ
1864-08-06,ITE00100554,TMAX,34.7,IT
